2026-09-02 07:57:42 | Device: cuda
2026-09-02 07:57:42 | Args: {'model': 'opb', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 4.0, 'energy_classifier': False, 'tied_head': True, 'max_len': 250, 'random_labels': False, 'beta': 0.1, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb/california_mlp_opb.pt', 'log_path': '/root/autodl-tmp/IB/tune_results/california_mlp_opb_beta_0.1_anchor_4/train.log', 'no_save': True}
2026-09-02 07:57:42 | ===== Run 1/5 (seed 0) =====
2026-09-02 07:57:43 | Epoch   1/100 | Train Loss 0.2405 | Val Loss 0.0647 MAE 0.5640 R2 0.5333
2026-09-02 07:57:43 |   Val R2 improved to 0.5333, model saved
2026-09-02 07:57:44 | Epoch   2/100 | Train Loss 0.1209 | Val Loss 0.0491 MAE 0.4944 R2 0.6526
2026-09-02 07:57:44 |   Val R2 improved to 0.6526, model saved
2026-09-02 07:57:44 | Epoch   3/100 | Train Loss 0.1002 | Val Loss 0.0434 MAE 0.4549 R2 0.6990
2026-09-02 07:57:44 |   Val R2 improved to 0.6990, model saved
2026-09-02 07:57:44 | Epoch   4/100 | Train Loss 0.0897 | Val Loss 0.0426 MAE 0.4450 R2 0.7076
2026-09-02 07:57:44 |   Val R2 improved to 0.7076, model saved
2026-09-02 07:57:45 | Epoch   5/100 | Train Loss 0.0840 | Val Loss 0.0417 MAE 0.4503 R2 0.7176
2026-09-02 07:57:45 |   Val R2 improved to 0.7176, model saved
2026-09-02 07:57:45 | Epoch   6/100 | Train Loss 0.0805 | Val Loss 0.0413 MAE 0.4367 R2 0.7102
2026-09-02 07:57:45 | Epoch   7/100 | Train Loss 0.0778 | Val Loss 0.0400 MAE 0.4263 R2 0.7328
2026-09-02 07:57:45 |   Val R2 improved to 0.7328, model saved
2026-09-02 07:57:45 | Epoch   8/100 | Train Loss 0.0765 | Val Loss 0.0408 MAE 0.4415 R2 0.7322
2026-09-02 07:57:46 | Epoch   9/100 | Train Loss 0.0747 | Val Loss 0.0417 MAE 0.4321 R2 0.7220
2026-09-02 07:57:46 | Epoch  10/100 | Train Loss 0.0736 | Val Loss 0.0388 MAE 0.4157 R2 0.7421
2026-09-02 07:57:46 |   Val R2 improved to 0.7421, model saved
2026-09-02 07:57:46 | Epoch  11/100 | Train Loss 0.0720 | Val Loss 0.0383 MAE 0.4201 R2 0.7486
2026-09-02 07:57:46 |   Val R2 improved to 0.7486, model saved
2026-09-02 07:57:46 | Epoch  12/100 | Train Loss 0.0729 | Val Loss 0.0404 MAE 0.4131 R2 0.7368
2026-09-02 07:57:46 | Epoch  13/100 | Train Loss 0.0717 | Val Loss 0.0408 MAE 0.4157 R2 0.7260
2026-09-02 07:57:47 | Epoch  14/100 | Train Loss 0.0714 | Val Loss 0.0382 MAE 0.4075 R2 0.7468
2026-09-02 07:57:47 | Epoch  15/100 | Train Loss 0.0715 | Val Loss 0.0386 MAE 0.4105 R2 0.7475
2026-09-02 07:57:47 | Epoch  16/100 | Train Loss 0.0709 | Val Loss 0.0394 MAE 0.4129 R2 0.7544
2026-09-02 07:57:47 |   Val R2 improved to 0.7544, model saved
2026-09-02 07:57:47 | Epoch  17/100 | Train Loss 0.0715 | Val Loss 0.0381 MAE 0.4040 R2 0.7580
2026-09-02 07:57:47 |   Val R2 improved to 0.7580, model saved
2026-09-02 07:57:48 | Epoch  18/100 | Train Loss 0.0704 | Val Loss 0.0370 MAE 0.4012 R2 0.7613
2026-09-02 07:57:48 |   Val R2 improved to 0.7613, model saved
2026-09-02 07:57:48 | Epoch  19/100 | Train Loss 0.0685 | Val Loss 0.0381 MAE 0.4085 R2 0.7420
2026-09-02 07:57:48 | Epoch  20/100 | Train Loss 0.0684 | Val Loss 0.0383 MAE 0.4122 R2 0.7523
2026-09-02 07:57:48 | Epoch  21/100 | Train Loss 0.0678 | Val Loss 0.0392 MAE 0.4063 R2 0.7421
2026-09-02 07:57:49 | Epoch  22/100 | Train Loss 0.0674 | Val Loss 0.0366 MAE 0.3967 R2 0.7658
2026-09-02 07:57:49 |   Val R2 improved to 0.7658, model saved
2026-09-02 07:57:49 | Epoch  23/100 | Train Loss 0.0666 | Val Loss 0.0372 MAE 0.3979 R2 0.7660
2026-09-02 07:57:49 |   Val R2 improved to 0.7660, model saved
2026-09-02 07:57:49 | Epoch  24/100 | Train Loss 0.0656 | Val Loss 0.0370 MAE 0.3985 R2 0.7650
2026-09-02 07:57:49 | Epoch  25/100 | Train Loss 0.0663 | Val Loss 0.0376 MAE 0.3980 R2 0.7566
2026-09-02 07:57:50 | Epoch  26/100 | Train Loss 0.0662 | Val Loss 0.0377 MAE 0.3932 R2 0.7617
2026-09-02 07:57:50 | Epoch  27/100 | Train Loss 0.0650 | Val Loss 0.0383 MAE 0.3950 R2 0.7593
2026-09-02 07:57:50 | Epoch  28/100 | Train Loss 0.0648 | Val Loss 0.0372 MAE 0.3880 R2 0.7663
2026-09-02 07:57:50 |   Val R2 improved to 0.7663, model saved
2026-09-02 07:57:51 | Epoch  29/100 | Train Loss 0.0663 | Val Loss 0.0385 MAE 0.3892 R2 0.7532
2026-09-02 07:57:51 | Epoch  30/100 | Train Loss 0.0644 | Val Loss 0.0379 MAE 0.3949 R2 0.7500
2026-09-02 07:57:51 | Epoch  31/100 | Train Loss 0.0650 | Val Loss 0.0371 MAE 0.3921 R2 0.7737
2026-09-02 07:57:51 |   Val R2 improved to 0.7737, model saved
2026-09-02 07:57:51 | Epoch  32/100 | Train Loss 0.0644 | Val Loss 0.0369 MAE 0.3860 R2 0.7745
2026-09-02 07:57:51 |   Val R2 improved to 0.7745, model saved
2026-09-02 07:57:52 | Epoch  33/100 | Train Loss 0.0642 | Val Loss 0.0365 MAE 0.3898 R2 0.7719
2026-09-02 07:57:52 | Epoch  34/100 | Train Loss 0.0640 | Val Loss 0.0373 MAE 0.3889 R2 0.7739
2026-09-02 07:57:52 | Epoch  35/100 | Train Loss 0.0637 | Val Loss 0.0392 MAE 0.3900 R2 0.7480
2026-09-02 07:57:52 | Epoch  36/100 | Train Loss 0.0646 | Val Loss 0.0374 MAE 0.3945 R2 0.7573
2026-09-02 07:57:53 | Epoch  37/100 | Train Loss 0.0634 | Val Loss 0.0371 MAE 0.3937 R2 0.7744
2026-09-02 07:57:53 | Epoch  38/100 | Train Loss 0.0629 | Val Loss 0.0361 MAE 0.3813 R2 0.7777
2026-09-02 07:57:53 |   Val R2 improved to 0.7777, model saved
2026-09-02 07:57:53 | Epoch  39/100 | Train Loss 0.0623 | Val Loss 0.0362 MAE 0.3833 R2 0.7682
2026-09-02 07:57:53 | Epoch  40/100 | Train Loss 0.0635 | Val Loss 0.0368 MAE 0.3797 R2 0.7673
2026-09-02 07:57:54 | Epoch  41/100 | Train Loss 0.0616 | Val Loss 0.0355 MAE 0.3798 R2 0.7770
2026-09-02 07:57:54 | Epoch  42/100 | Train Loss 0.0621 | Val Loss 0.0368 MAE 0.3789 R2 0.7757
2026-09-02 07:57:54 | Epoch  43/100 | Train Loss 0.0612 | Val Loss 0.0368 MAE 0.3782 R2 0.7679
2026-09-02 07:57:54 | Epoch  44/100 | Train Loss 0.0613 | Val Loss 0.0371 MAE 0.3868 R2 0.7732
2026-09-02 07:57:55 | Epoch  45/100 | Train Loss 0.0619 | Val Loss 0.0363 MAE 0.3813 R2 0.7757
2026-09-02 07:57:55 | Epoch  46/100 | Train Loss 0.0620 | Val Loss 0.0361 MAE 0.3803 R2 0.7800
2026-09-02 07:57:55 |   Val R2 improved to 0.7800, model saved
2026-09-02 07:57:55 | Epoch  47/100 | Train Loss 0.0609 | Val Loss 0.0359 MAE 0.3759 R2 0.7763
2026-09-02 07:57:55 | Epoch  48/100 | Train Loss 0.0608 | Val Loss 0.0350 MAE 0.3751 R2 0.7834
2026-09-02 07:57:55 |   Val R2 improved to 0.7834, model saved
2026-09-02 07:57:56 | Epoch  49/100 | Train Loss 0.0610 | Val Loss 0.0355 MAE 0.3806 R2 0.7820
2026-09-02 07:57:56 | Epoch  50/100 | Train Loss 0.0603 | Val Loss 0.0357 MAE 0.3773 R2 0.7752
2026-09-02 07:57:56 | Epoch  51/100 | Train Loss 0.0612 | Val Loss 0.0349 MAE 0.3758 R2 0.7829
2026-09-02 07:57:56 | Epoch  52/100 | Train Loss 0.0597 | Val Loss 0.0348 MAE 0.3753 R2 0.7852
2026-09-02 07:57:56 |   Val R2 improved to 0.7852, model saved
2026-09-02 07:57:57 | Epoch  53/100 | Train Loss 0.0609 | Val Loss 0.0368 MAE 0.3850 R2 0.7755
2026-09-02 07:57:57 | Epoch  54/100 | Train Loss 0.0597 | Val Loss 0.0355 MAE 0.3735 R2 0.7764
2026-09-02 07:57:57 | Epoch  55/100 | Train Loss 0.0598 | Val Loss 0.0364 MAE 0.3776 R2 0.7778
2026-09-02 07:57:57 | Epoch  56/100 | Train Loss 0.0604 | Val Loss 0.0343 MAE 0.3707 R2 0.7873
2026-09-02 07:57:57 |   Val R2 improved to 0.7873, model saved
2026-09-02 07:57:58 | Epoch  57/100 | Train Loss 0.0592 | Val Loss 0.0344 MAE 0.3723 R2 0.7835
2026-09-02 07:57:58 | Epoch  58/100 | Train Loss 0.0591 | Val Loss 0.0352 MAE 0.3733 R2 0.7810
2026-09-02 07:57:58 | Epoch  59/100 | Train Loss 0.0594 | Val Loss 0.0348 MAE 0.3761 R2 0.7859
2026-09-02 07:57:58 | Epoch  60/100 | Train Loss 0.0595 | Val Loss 0.0354 MAE 0.3694 R2 0.7853
2026-09-02 07:57:59 | Epoch  61/100 | Train Loss 0.0596 | Val Loss 0.0359 MAE 0.3732 R2 0.7790
2026-09-02 07:57:59 | Epoch  62/100 | Train Loss 0.0597 | Val Loss 0.0349 MAE 0.3716 R2 0.7882
2026-09-02 07:57:59 |   Val R2 improved to 0.7882, model saved
2026-09-02 07:57:59 | Epoch  63/100 | Train Loss 0.0593 | Val Loss 0.0354 MAE 0.3715 R2 0.7791
2026-09-02 07:57:59 | Epoch  64/100 | Train Loss 0.0589 | Val Loss 0.0351 MAE 0.3701 R2 0.7846
2026-09-02 07:58:00 | Epoch  65/100 | Train Loss 0.0582 | Val Loss 0.0347 MAE 0.3713 R2 0.7836
2026-09-02 07:58:00 | Epoch  66/100 | Train Loss 0.0595 | Val Loss 0.0344 MAE 0.3649 R2 0.7883
2026-09-02 07:58:00 |   Val R2 improved to 0.7883, model saved
2026-09-02 07:58:00 | Epoch  67/100 | Train Loss 0.0577 | Val Loss 0.0348 MAE 0.3713 R2 0.7849
2026-09-02 07:58:00 | Epoch  68/100 | Train Loss 0.0575 | Val Loss 0.0365 MAE 0.3727 R2 0.7716
2026-09-02 07:58:01 | Epoch  69/100 | Train Loss 0.0568 | Val Loss 0.0340 MAE 0.3636 R2 0.7912
2026-09-02 07:58:01 |   Val R2 improved to 0.7912, model saved
2026-09-02 07:58:01 | Epoch  70/100 | Train Loss 0.0576 | Val Loss 0.0339 MAE 0.3622 R2 0.7899
2026-09-02 07:58:01 | Epoch  71/100 | Train Loss 0.0572 | Val Loss 0.0347 MAE 0.3704 R2 0.7900
2026-09-02 07:58:01 | Epoch  72/100 | Train Loss 0.0584 | Val Loss 0.0344 MAE 0.3661 R2 0.7892
2026-09-02 07:58:02 | Epoch  73/100 | Train Loss 0.0568 | Val Loss 0.0344 MAE 0.3695 R2 0.7909
2026-09-02 07:58:02 | Epoch  74/100 | Train Loss 0.0570 | Val Loss 0.0343 MAE 0.3631 R2 0.7890
2026-09-02 07:58:02 | Epoch  75/100 | Train Loss 0.0570 | Val Loss 0.0342 MAE 0.3634 R2 0.7917
2026-09-02 07:58:02 |   Val R2 improved to 0.7917, model saved
2026-09-02 07:58:02 | Epoch  76/100 | Train Loss 0.0572 | Val Loss 0.0341 MAE 0.3634 R2 0.7918
2026-09-02 07:58:02 |   Val R2 improved to 0.7918, model saved
2026-09-02 07:58:03 | Epoch  77/100 | Train Loss 0.0566 | Val Loss 0.0338 MAE 0.3633 R2 0.7915
2026-09-02 07:58:03 | Epoch  78/100 | Train Loss 0.0557 | Val Loss 0.0339 MAE 0.3622 R2 0.7901
2026-09-02 07:58:03 | Epoch  79/100 | Train Loss 0.0569 | Val Loss 0.0343 MAE 0.3665 R2 0.7832
2026-09-02 07:58:03 | Epoch  80/100 | Train Loss 0.0566 | Val Loss 0.0338 MAE 0.3696 R2 0.7924
2026-09-02 07:58:03 |   Val R2 improved to 0.7924, model saved
2026-09-02 07:58:04 | Epoch  81/100 | Train Loss 0.0562 | Val Loss 0.0340 MAE 0.3655 R2 0.7885
2026-09-02 07:58:04 | Epoch  82/100 | Train Loss 0.0572 | Val Loss 0.0340 MAE 0.3648 R2 0.7937
2026-09-02 07:58:04 |   Val R2 improved to 0.7937, model saved
2026-09-02 07:58:04 | Epoch  83/100 | Train Loss 0.0559 | Val Loss 0.0356 MAE 0.3734 R2 0.7851
2026-09-02 07:58:04 | Epoch  84/100 | Train Loss 0.0557 | Val Loss 0.0337 MAE 0.3619 R2 0.7881
2026-09-02 07:58:05 | Epoch  85/100 | Train Loss 0.0565 | Val Loss 0.0343 MAE 0.3616 R2 0.7936
2026-09-02 07:58:05 | Epoch  86/100 | Train Loss 0.0552 | Val Loss 0.0342 MAE 0.3632 R2 0.7928
2026-09-02 07:58:05 | Epoch  87/100 | Train Loss 0.0550 | Val Loss 0.0334 MAE 0.3575 R2 0.7944
2026-09-02 07:58:05 |   Val R2 improved to 0.7944, model saved
2026-09-02 07:58:05 | Epoch  88/100 | Train Loss 0.0554 | Val Loss 0.0339 MAE 0.3588 R2 0.7920
2026-09-02 07:58:06 | Epoch  89/100 | Train Loss 0.0558 | Val Loss 0.0332 MAE 0.3585 R2 0.7949
2026-09-02 07:58:06 |   Val R2 improved to 0.7949, model saved
2026-09-02 07:58:06 | Epoch  90/100 | Train Loss 0.0551 | Val Loss 0.0335 MAE 0.3613 R2 0.7887
2026-09-02 07:58:06 | Epoch  91/100 | Train Loss 0.0551 | Val Loss 0.0335 MAE 0.3588 R2 0.7950
2026-09-02 07:58:06 |   Val R2 improved to 0.7950, model saved
2026-09-02 07:58:06 | Epoch  92/100 | Train Loss 0.0554 | Val Loss 0.0336 MAE 0.3586 R2 0.7919
2026-09-02 07:58:07 | Epoch  93/100 | Train Loss 0.0545 | Val Loss 0.0335 MAE 0.3589 R2 0.7956
2026-09-02 07:58:07 |   Val R2 improved to 0.7956, model saved
2026-09-02 07:58:07 | Epoch  94/100 | Train Loss 0.0549 | Val Loss 0.0334 MAE 0.3550 R2 0.7963
2026-09-02 07:58:07 |   Val R2 improved to 0.7963, model saved
2026-09-02 07:58:07 | Epoch  95/100 | Train Loss 0.0553 | Val Loss 0.0346 MAE 0.3608 R2 0.7939
2026-09-02 07:58:07 | Epoch  96/100 | Train Loss 0.0553 | Val Loss 0.0340 MAE 0.3570 R2 0.7923
2026-09-02 07:58:08 | Epoch  97/100 | Train Loss 0.0546 | Val Loss 0.0332 MAE 0.3564 R2 0.7932
2026-09-02 07:58:08 | Epoch  98/100 | Train Loss 0.0543 | Val Loss 0.0335 MAE 0.3563 R2 0.7955
2026-09-02 07:58:08 | Epoch  99/100 | Train Loss 0.0543 | Val Loss 0.0333 MAE 0.3554 R2 0.7969
2026-09-02 07:58:08 |   Val R2 improved to 0.7969, model saved
2026-09-02 07:58:08 | Epoch 100/100 | Train Loss 0.0539 | Val Loss 0.0341 MAE 0.3629 R2 0.7859
2026-09-02 07:58:08 | Run 1/5 | Test (best model @ Epoch 99) | Loss 0.0329 MAE 0.3539 R2 0.7887
2026-09-02 07:58:08 | ===== Run 2/5 (seed 1) =====
2026-09-02 07:58:09 | Epoch   1/100 | Train Loss 0.2604 | Val Loss 0.0775 MAE 0.5858 R2 0.4776
2026-09-02 07:58:09 |   Val R2 improved to 0.4776, model saved
2026-09-02 07:58:09 | Epoch   2/100 | Train Loss 0.1267 | Val Loss 0.0488 MAE 0.4831 R2 0.6706
2026-09-02 07:58:09 |   Val R2 improved to 0.6706, model saved
2026-09-02 07:58:09 | Epoch   3/100 | Train Loss 0.1017 | Val Loss 0.0432 MAE 0.4547 R2 0.7047
2026-09-02 07:58:09 |   Val R2 improved to 0.7047, model saved
2026-09-02 07:58:09 | Epoch   4/100 | Train Loss 0.0902 | Val Loss 0.0418 MAE 0.4398 R2 0.7147
2026-09-02 07:58:09 |   Val R2 improved to 0.7147, model saved
2026-09-02 07:58:10 | Epoch   5/100 | Train Loss 0.0841 | Val Loss 0.0421 MAE 0.4525 R2 0.7137
2026-09-02 07:58:10 | Epoch   6/100 | Train Loss 0.0799 | Val Loss 0.0399 MAE 0.4320 R2 0.7284
2026-09-02 07:58:10 |   Val R2 improved to 0.7284, model saved
2026-09-02 07:58:10 | Epoch   7/100 | Train Loss 0.0781 | Val Loss 0.0401 MAE 0.4328 R2 0.7281
2026-09-02 07:58:10 | Epoch   8/100 | Train Loss 0.0766 | Val Loss 0.0409 MAE 0.4249 R2 0.7236
2026-09-02 07:58:11 | Epoch   9/100 | Train Loss 0.0764 | Val Loss 0.0410 MAE 0.4302 R2 0.7165
2026-09-02 07:58:11 | Epoch  10/100 | Train Loss 0.0754 | Val Loss 0.0395 MAE 0.4177 R2 0.7410
2026-09-02 07:58:11 |   Val R2 improved to 0.7410, model saved
2026-09-02 07:58:11 | Epoch  11/100 | Train Loss 0.0735 | Val Loss 0.0376 MAE 0.4135 R2 0.7482
2026-09-02 07:58:11 |   Val R2 improved to 0.7482, model saved
2026-09-02 07:58:11 | Epoch  12/100 | Train Loss 0.0735 | Val Loss 0.0385 MAE 0.4155 R2 0.7410
2026-09-02 07:58:12 | Epoch  13/100 | Train Loss 0.0714 | Val Loss 0.0389 MAE 0.4185 R2 0.7442
2026-09-02 07:58:12 | Epoch  14/100 | Train Loss 0.0717 | Val Loss 0.0396 MAE 0.4138 R2 0.7466
2026-09-02 07:58:12 | Epoch  15/100 | Train Loss 0.0722 | Val Loss 0.0385 MAE 0.4057 R2 0.7511
2026-09-02 07:58:12 |   Val R2 improved to 0.7511, model saved
2026-09-02 07:58:12 | Epoch  16/100 | Train Loss 0.0716 | Val Loss 0.0376 MAE 0.4080 R2 0.7550
2026-09-02 07:58:12 |   Val R2 improved to 0.7550, model saved
2026-09-02 07:58:13 | Epoch  17/100 | Train Loss 0.0689 | Val Loss 0.0373 MAE 0.4061 R2 0.7549
