combo,dataset,task,model,beta,anchor,run,I_XZ,I_YZ,I_XZ_given_Y,CE,Acc,R2
mnist_mlp_opb_beta_0.01_anchor_12,mnist,mnist,opb,0.01,1,4.539702,2.084576,2.455126,0.218009,0.981400,
mnist_mlp_opb_beta_0.01_anchor_12,mnist,mnist,opb,0.01,2,4.116588,2.104972,2.011616,0.197613,0.983400,
mnist_mlp_opb_beta_0.01_anchor_12,mnist,mnist,opb,0.01,3,3.587210,2.101750,1.485460,0.200835,0.983100,
mnist_mlp_opb_beta_0.01_anchor_12,mnist,mnist,opb,0.01,4,5.411607,2.085018,3.326590,0.217567,0.978600,
mnist_mlp_opb_beta_0.01_anchor_12,mnist,mnist,opb,0.01,5,3.912133,2.086032,1.826101,0.216553,0.983100,
mnist_mlp_opb_beta_0.01_anchor_6,mnist,mnist,opb,0.01,1,3.920585,2.203101,1.717484,0.099485,0.981800,
mnist_mlp_opb_beta_0.01_anchor_6,mnist,mnist,opb,0.01,2,3.533166,2.216296,1.316870,0.086289,0.983300,
mnist_mlp_opb_beta_0.01_anchor_6,mnist,mnist,opb,0.01,3,3.459833,2.210948,1.248885,0.091638,0.984400,
mnist_mlp_opb_beta_0.01_anchor_6,mnist,mnist,opb,0.01,4,3.758095,2.209834,1.548261,0.092751,0.983400,
mnist_mlp_opb_beta_0.01_anchor_6,mnist,mnist,opb,0.01,5,3.594762,2.215916,1.378846,0.086669,0.982400,
mnist_mlp_opb_beta_0.05_anchor_1,mnist,mnist,opb,0.05,1,2.636927,2.230806,0.406121,0.071779,0.981200,
mnist_mlp_opb_beta_0.05_anchor_1,mnist,mnist,opb,0.05,2,2.772177,2.235836,0.536341,0.066749,0.981800,
mnist_mlp_opb_beta_0.05_anchor_1,mnist,mnist,opb,0.05,3,2.749162,2.232195,0.516967,0.070390,0.982400,
mnist_mlp_opb_beta_0.05_anchor_1,mnist,mnist,opb,0.05,4,2.665959,2.234216,0.431743,0.068369,0.981200,
mnist_mlp_opb_beta_0.05_anchor_1,mnist,mnist,opb,0.05,5,2.709866,2.223287,0.486579,0.079298,0.980500,
mnist_mlp_opb_beta_0.05_anchor_12,mnist,mnist,opb,0.05,1,2.632750,2.173719,0.459031,0.128866,0.984200,
mnist_mlp_opb_beta_0.05_anchor_12,mnist,mnist,opb,0.05,2,2.788991,2.143856,0.645135,0.158729,0.984300,
mnist_mlp_opb_beta_0.05_anchor_12,mnist,mnist,opb,0.05,3,2.811781,2.129838,0.681943,0.172747,0.983300,
mnist_mlp_opb_beta_0.05_anchor_12,mnist,mnist,opb,0.05,4,3.029231,2.091090,0.938142,0.211495,0.984900,
mnist_mlp_opb_beta_0.05_anchor_12,mnist,mnist,opb,0.05,5,2.601825,2.189826,0.411999,0.112759,0.985300,
mnist_mlp_opb_beta_0.05_anchor_6,mnist,mnist,opb,0.05,1,2.755708,2.201269,0.554438,0.101316,0.984600,
mnist_mlp_opb_beta_0.05_anchor_6,mnist,mnist,opb,0.05,2,2.684070,2.213304,0.470765,0.089281,0.984200,
mnist_mlp_opb_beta_0.05_anchor_6,mnist,mnist,opb,0.05,3,2.912767,2.197460,0.715307,0.105125,0.982400,
mnist_mlp_opb_beta_0.05_anchor_6,mnist,mnist,opb,0.05,4,2.850370,2.201902,0.648468,0.100683,0.983300,
mnist_mlp_opb_beta_0.05_anchor_6,mnist,mnist,opb,0.05,5,2.810561,2.206272,0.604289,0.096314,0.983300,
mnist_mlp_opb_beta_0.1_anchor_1,mnist,mnist,opb,0.1,1,2.538042,2.232219,0.305823,0.070366,0.981200,
mnist_mlp_opb_beta_0.1_anchor_1,mnist,mnist,opb,0.1,2,2.540000,2.228375,0.311626,0.074211,0.981400,
mnist_mlp_opb_beta_0.1_anchor_1,mnist,mnist,opb,0.1,3,2.572308,2.216871,0.355437,0.085714,0.979800,
mnist_mlp_opb_beta_0.1_anchor_1,mnist,mnist,opb,0.1,4,2.563609,2.209602,0.354008,0.092984,0.979800,
mnist_mlp_opb_beta_0.1_anchor_1,mnist,mnist,opb,0.1,5,2.554236,2.223350,0.330886,0.079235,0.981000,
mnist_mlp_opb_beta_0.1_anchor_12,mnist,mnist,opb,0.1,1,2.492217,2.190074,0.302143,0.112511,0.985100,
mnist_mlp_opb_beta_0.1_anchor_12,mnist,mnist,opb,0.1,2,2.696508,2.124069,0.572439,0.178516,0.985300,
mnist_mlp_opb_beta_0.1_anchor_12,mnist,mnist,opb,0.1,3,2.821179,2.094702,0.726477,0.207883,0.984400,
mnist_mlp_opb_beta_0.1_anchor_12,mnist,mnist,opb,0.1,4,2.897612,2.071471,0.826141,0.231115,0.983200,
mnist_mlp_opb_beta_0.1_anchor_12,mnist,mnist,opb,0.1,5,2.724764,2.137521,0.587243,0.165064,0.984200,
mnist_mlp_opb_beta_0.1_anchor_6,mnist,mnist,opb,0.1,1,2.689591,2.197120,0.492472,0.105465,0.983500,
mnist_mlp_opb_beta_0.1_anchor_6,mnist,mnist,opb,0.1,2,2.680416,2.202967,0.477449,0.099618,0.983300,
mnist_mlp_opb_beta_0.1_anchor_6,mnist,mnist,opb,0.1,3,2.767031,2.207105,0.559926,0.095480,0.983600,
mnist_mlp_opb_beta_0.1_anchor_6,mnist,mnist,opb,0.1,4,2.536525,2.215362,0.321163,0.087223,0.984300,
mnist_mlp_opb_beta_0.1_anchor_6,mnist,mnist,opb,0.1,5,2.548649,2.200458,0.348191,0.102127,0.984900,
mnist_mlp_opb_beta_0.5_anchor_1,mnist,mnist,opb,0.5,1,1.993227,2.116895,-0.123667,0.185691,0.977800,
mnist_mlp_opb_beta_0.5_anchor_1,mnist,mnist,opb,0.5,2,2.027431,2.156395,-0.128963,0.146191,0.978800,
mnist_mlp_opb_beta_0.5_anchor_1,mnist,mnist,opb,0.5,3,1.990969,2.107302,-0.116334,0.195283,0.977200,
mnist_mlp_opb_beta_0.5_anchor_1,mnist,mnist,opb,0.5,4,1.989459,2.041123,-0.051664,0.261462,0.975400,
mnist_mlp_opb_beta_0.5_anchor_1,mnist,mnist,opb,0.5,5,2.068265,2.132409,-0.064144,0.170176,0.978600,
mnist_mlp_opb_beta_0.5_anchor_12,mnist,mnist,opb,0.5,1,2.608178,2.121020,0.487158,0.181565,0.986000,
mnist_mlp_opb_beta_0.5_anchor_12,mnist,mnist,opb,0.5,2,2.447802,2.178839,0.268962,0.123746,0.985100,
mnist_mlp_opb_beta_0.5_anchor_12,mnist,mnist,opb,0.5,3,2.455565,2.165616,0.289949,0.136969,0.985300,
mnist_mlp_opb_beta_0.5_anchor_12,mnist,mnist,opb,0.5,4,2.756416,2.041398,0.715018,0.261187,0.985500,
mnist_mlp_opb_beta_0.5_anchor_12,mnist,mnist,opb,0.5,5,2.535875,2.136347,0.399527,0.166238,0.985900,
mnist_mlp_opb_beta_0.5_anchor_6,mnist,mnist,opb,0.5,1,2.407263,2.213077,0.194186,0.089508,0.984100,
mnist_mlp_opb_beta_0.5_anchor_6,mnist,mnist,opb,0.5,2,2.401528,2.211944,0.189584,0.090641,0.984800,
mnist_mlp_opb_beta_0.5_anchor_6,mnist,mnist,opb,0.5,3,2.383552,2.212629,0.170923,0.089956,0.983100,
mnist_mlp_opb_beta_0.5_anchor_6,mnist,mnist,opb,0.5,4,2.391766,2.218079,0.173687,0.084506,0.985200,
mnist_mlp_opb_beta_0.5_anchor_6,mnist,mnist,opb,0.5,5,2.426239,2.206359,0.219880,0.096226,0.983000,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,1,0.167197,0.327327,-0.160130,1.975258,0.978400,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,2,0.230956,0.413864,-0.182908,1.888721,0.978900,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,3,0.293024,0.594894,-0.301870,1.707691,0.975300,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,4,0.359019,0.693539,-0.334520,1.609046,0.976300,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,5,0.254228,0.489074,-0.234845,1.813511,0.978500,
mnist_mlp_opb_beta_10_anchor_12,mnist,mnist,opb,10.0,1,1.981175,2.239986,-0.258810,0.062599,0.984000,
mnist_mlp_opb_beta_10_anchor_12,mnist,mnist,opb,10.0,2,2.121881,2.234434,-0.112553,0.068151,0.984300,
mnist_mlp_opb_beta_10_anchor_12,mnist,mnist,opb,10.0,3,2.399925,2.186615,0.213310,0.115970,0.984200,
mnist_mlp_opb_beta_10_anchor_12,mnist,mnist,opb,10.0,4,2.394009,2.184024,0.209985,0.118561,0.982500,
mnist_mlp_opb_beta_10_anchor_12,mnist,mnist,opb,10.0,5,2.325343,2.197744,0.127599,0.104841,0.983000,
mnist_mlp_opb_beta_10_anchor_6,mnist,mnist,opb,10.0,1,2.227525,2.219302,0.008223,0.083284,0.982800,
mnist_mlp_opb_beta_10_anchor_6,mnist,mnist,opb,10.0,2,2.381212,2.183575,0.197637,0.119010,0.980500,
mnist_mlp_opb_beta_10_anchor_6,mnist,mnist,opb,10.0,3,2.376576,2.198993,0.177584,0.103592,0.983000,
