combo,dataset,task,model,beta,anchor,run,I_XZ,I_YZ,I_XZ_given_Y,I_XZ_given_Y_lower,I_XZ_given_Y_upper,CE,Acc,R2
mnist_mlp_ceb_beta_0.005,mnist,mnist,ceb,0.005,,1,3.173320,2.218414,3.184130,1.286958,5.081302,0.065877,0.981500,
mnist_mlp_ceb_beta_0.005,mnist,mnist,ceb,0.005,,2,3.181722,2.214318,3.155301,1.257188,5.053414,0.071614,0.982200,
mnist_mlp_ceb_beta_0.005,mnist,mnist,ceb,0.005,,3,3.237832,2.209056,3.327989,1.369084,5.286893,0.073964,0.981300,
mnist_mlp_ceb_beta_0.005,mnist,mnist,ceb,0.005,,4,2.961347,2.215381,2.828577,1.068181,4.588973,0.073545,0.985000,
mnist_mlp_ceb_beta_0.005,mnist,mnist,ceb,0.005,,5,3.257834,2.218340,3.296137,1.382322,5.209953,0.064069,0.982900,
mnist_mlp_opb_beta_0.0001_anchor_1,mnist,mnist,opb,0.0001,1,1,7.867627,2.232668,3882.755809,6.895363,7758.616256,0.073232,0.979800,
mnist_mlp_opb_beta_0.0001_anchor_1,mnist,mnist,opb,0.0001,1,2,7.881424,2.238074,2154.013947,6.895554,4301.132339,0.065416,0.980800,
mnist_mlp_opb_beta_0.0001_anchor_1,mnist,mnist,opb,0.0001,1,3,7.886460,2.236261,4563.278886,6.887157,9119.670615,0.072645,0.978800,
mnist_mlp_opb_beta_0.0001_anchor_1,mnist,mnist,opb,0.0001,1,4,7.202483,2.235473,10874.409213,6.863504,21741.954922,0.067170,0.983000,
mnist_mlp_opb_beta_0.0001_anchor_1,mnist,mnist,opb,0.0001,1,5,7.363391,2.235907,4945.360169,6.823099,9883.897240,0.068328,0.982600,
mnist_mlp_opb_beta_0.01_anchor_1,mnist,mnist,opb,0.01,1,1,3.136313,2.221347,4.916722,1.388476,8.444969,0.065977,0.982200,
mnist_mlp_opb_beta_0.01_anchor_1,mnist,mnist,opb,0.01,1,2,3.438580,2.217380,6.824575,1.796022,11.853128,0.069327,0.981300,
mnist_mlp_opb_beta_0.01_anchor_1,mnist,mnist,opb,0.01,1,3,3.383734,2.226309,6.898239,1.747694,12.048784,0.065031,0.981200,
mnist_mlp_opb_beta_0.01_anchor_1,mnist,mnist,opb,0.01,1,4,3.556174,2.222949,8.155110,1.951777,14.358442,0.067046,0.981600,
mnist_mlp_opb_beta_0.01_anchor_1,mnist,mnist,opb,0.01,1,5,3.153702,2.230184,5.523799,1.454464,9.593135,0.061490,0.984000,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,1,1,0.168670,0.187002,0.012391,0.008002,0.016780,1.975258,0.978400,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,1,2,0.227493,0.255611,0.018291,0.011662,0.024919,1.888721,0.978900,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,1,3,0.291418,0.312558,0.027635,0.018120,0.037150,1.707691,0.975300,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,1,4,0.356966,0.379801,0.034504,0.022594,0.046413,1.609046,0.976300,
mnist_mlp_opb_beta_10_anchor_1,mnist,mnist,opb,10.0,1,5,0.252719,0.279132,0.019701,0.012875,0.026527,1.813511,0.978500,
mnist_mlp_opb_beta_25_anchor_1,mnist,mnist,opb,25.0,1,1,0.097667,0.100897,0.008113,0.005344,0.010881,2.064045,0.972800,
mnist_mlp_opb_beta_25_anchor_1,mnist,mnist,opb,25.0,1,2,0.123466,0.137418,0.010181,0.006658,0.013705,2.017930,0.978200,
mnist_mlp_opb_beta_25_anchor_1,mnist,mnist,opb,25.0,1,3,0.173664,0.189343,0.013975,0.009118,0.018832,1.927131,0.979000,
mnist_mlp_opb_beta_25_anchor_1,mnist,mnist,opb,25.0,1,4,0.254050,0.267076,0.023209,0.015303,0.031115,1.764577,0.977200,
mnist_mlp_opb_beta_25_anchor_1,mnist,mnist,opb,25.0,1,5,0.143195,0.153478,0.011483,0.007510,0.015456,1.984902,0.979100,
