2026-09-01 03:56:55 | Device: cuda
2026-09-01 03:56:55 | Args: {'model': 'opb', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 6.0, 'max_len': 250, 'random_labels': False, 'beta': 0.01, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb/california_mlp_opb.pt', 'log_path': '/root/autodl-tmp/IB/tune_results/california_mlp_opb_beta_0.01_anchor_6/train.log', 'no_save': True}
2026-09-01 03:56:55 | ===== Run 1/5 (seed 0) =====
2026-09-01 03:56:56 | Epoch   1/100 | Train Loss 0.4053 | Val Loss 0.0750 MAE 0.6255 R2 0.3590
2026-09-01 03:56:56 |   Val R2 improved to 0.3590, model saved
2026-09-01 03:56:57 | Epoch   2/100 | Train Loss 0.1611 | Val Loss 0.0432 MAE 0.5326 R2 0.5880
2026-09-01 03:56:57 |   Val R2 improved to 0.5880, model saved
2026-09-01 03:56:57 | Epoch   3/100 | Train Loss 0.0848 | Val Loss 0.0301 MAE 0.4857 R2 0.6575
2026-09-01 03:56:57 |   Val R2 improved to 0.6575, model saved
2026-09-01 03:56:57 | Epoch   4/100 | Train Loss 0.0576 | Val Loss 0.0270 MAE 0.4689 R2 0.6593
2026-09-01 03:56:57 |   Val R2 improved to 0.6593, model saved
2026-09-01 03:56:57 | Epoch   5/100 | Train Loss 0.0476 | Val Loss 0.0245 MAE 0.4523 R2 0.6942
2026-09-01 03:56:57 |   Val R2 improved to 0.6942, model saved
2026-09-01 03:56:58 | Epoch   6/100 | Train Loss 0.0428 | Val Loss 0.0248 MAE 0.4645 R2 0.6638
2026-09-01 03:56:58 | Epoch   7/100 | Train Loss 0.0397 | Val Loss 0.0224 MAE 0.4291 R2 0.7230
2026-09-01 03:56:58 |   Val R2 improved to 0.7230, model saved
2026-09-01 03:56:58 | Epoch   8/100 | Train Loss 0.0380 | Val Loss 0.0221 MAE 0.4311 R2 0.7324
2026-09-01 03:56:58 |   Val R2 improved to 0.7324, model saved
2026-09-01 03:56:58 | Epoch   9/100 | Train Loss 0.0362 | Val Loss 0.0228 MAE 0.4411 R2 0.7030
2026-09-01 03:56:59 | Epoch  10/100 | Train Loss 0.0347 | Val Loss 0.0220 MAE 0.4255 R2 0.7260
2026-09-01 03:56:59 | Epoch  11/100 | Train Loss 0.0333 | Val Loss 0.0216 MAE 0.4230 R2 0.7348
2026-09-01 03:56:59 |   Val R2 improved to 0.7348, model saved
