dataset,variant,beta,anchor,metric_mean,metric_std,n_runs
imagenet100,OPB-FS,0.01,12.0,0.80548,0.003086583872179733,5
imagenet100,OPB-FS,0.1,1.0,0.8338800000000001,0.0036148305631108287,5
imagenet100,OPB-FS,0.1,6.0,0.8179000000000001,0.014252543632629225,5
imagenet100,OPB-FS,0.1,12.0,0.81968,0.0016392071254115557,5
imagenet100,OPB-FS,1.0,1.0,0.01008,0.0004919349550499539,5
imagenet100,OPB-FS,1.0,6.0,0.8271599999999999,0.009118278346266936,5
imagenet100,OPB-FS,1.0,12.0,0.8426,0.0018207141456033239,5
imagenet100,OPB-FS,10.0,1.0,0.0103,0.0,5
imagenet100,OPB-FS,10.0,6.0,0.68916,0.020118971146656554,5
imagenet100,OPB-FS,10.0,12.0,0.8055199999999999,0.009054391199854331,5
imagenet100,OPB-RV,0.0001,1.0,0.8129200000000001,0.003304844928283331,5
imagenet100,OPB-RV,0.0001,6.0,0.8147,0.0011291589790636226,5
imagenet100,OPB-RV,0.0001,12.0,0.8056000000000001,0.001847971861257641,5
imagenet100,OPB-RV,0.001,1.0,0.81842,0.001935716921453102,5
imagenet100,OPB-RV,0.001,6.0,0.8098600000000001,0.004513645976369889,5
imagenet100,OPB-RV,0.001,12.0,0.8021,0.005919037083850708,5
imagenet100,OPB-RV,0.01,1.0,0.8228199999999999,0.002765320957863664,5
imagenet100,OPB-RV,0.01,6.0,0.8155000000000001,0.002173706511928429,5
imagenet100,OPB-RV,0.01,12.0,0.79954,0.0021137644144984436,5
imagenet100,OPB-RV,0.1,1.0,0.8157399999999999,0.015622835850126582,5
imagenet100,OPB-RV,0.1,6.0,0.8173600000000001,0.01011943674321846,5
imagenet100,OPB-RV,0.1,12.0,0.81386,0.0033523126345852603,5
imagenet100,OPB-RV,1.0,1.0,0.01666,0.009814428154508035,5
imagenet100,OPB-RV,1.0,6.0,0.83048,0.002264287967551819,5
imagenet100,OPB-RV,1.0,12.0,0.8320399999999999,0.015643305277338277,5
imagenet100,OPB-RV,10.0,1.0,0.0098,0.0009591663046625441,5
imagenet100,OPB-RV,10.0,6.0,0.7728200000000001,0.015544999195882894,5
imagenet100,OPB-RV,10.0,12.0,0.83382,0.005154318577658949,5
mnist,Base,,,0.98328,0.001239758040909624,5
mnist,CEB,0.0001,,0.98282,0.000852642949891666,5
mnist,CEB,0.001,,0.9830399999999999,0.001596245595138807,5
mnist,CEB,0.01,,0.98428,0.0008318653737234167,5
mnist,CEB,0.1,,0.9816,0.000827647267862372,5
mnist,CEB,1.0,,0.26818,0.14749910847188197,5
mnist,CEB,10.0,,0.10636000000000001,0.006559192023412638,5
mnist,CEB-energy,0.0001,,0.98178,0.0007155417527999314,5
mnist,CEB-energy,0.001,,0.9821799999999999,0.0010329569206893466,5
mnist,CEB-energy,0.01,,0.9799599999999999,0.0011326958991715078,5
mnist,CEB-energy,0.1,,0.9799599999999999,0.000736885337077612,5
mnist,CEB-energy,1.0,,0.0995,0.008948184173339304,5
mnist,CEB-energy,10.0,,0.10484,0.007993935201138424,5
mnist,GPB,0.0001,1.0,0.9810000000000001,0.0017944358444926362,5
mnist,GPB,0.0001,6.0,0.98112,0.0016437761404765698,5
mnist,GPB,0.0001,12.0,0.98034,0.0006348228099241779,5
mnist,GPB,0.001,1.0,0.9817199999999999,0.00152216950435883,5
mnist,GPB,0.001,6.0,0.9815799999999999,0.0015927962832704037,5
mnist,GPB,0.001,12.0,0.97984,0.001822909761891705,5
mnist,GPB,0.01,1.0,0.9820599999999999,0.0011523888232710402,5
mnist,GPB,0.01,6.0,0.98306,0.000998999499499383,5
mnist,GPB,0.01,12.0,0.98192,0.002016680440724299,5
mnist,GPB,0.1,1.0,0.98064,0.0007797435475847181,5
mnist,GPB,0.1,6.0,0.98392,0.00066483080554378,5
mnist,GPB,0.1,12.0,0.98444,0.0008324662155306954,5
mnist,GPB,1.0,1.0,0.97638,0.0016649324310613924,5
mnist,GPB,1.0,6.0,0.9839800000000001,0.0006496152707564449,5
mnist,GPB,1.0,12.0,0.98424,0.0006804410334481348,5
mnist,GPB,10.0,1.0,0.9774799999999999,0.001584929020492756,5
mnist,GPB,10.0,6.0,0.98238,0.00119666202413212,5
mnist,GPB,10.0,12.0,0.9836,0.0008031189202104208,5
mnist,GPB-L,0.0001,1.0,0.98146,0.0020403431084011206,5
mnist,GPB-L,0.0001,6.0,0.98316,0.0016257306049896297,5
mnist,GPB-L,0.0001,12.0,0.9829000000000001,0.001274754878398217,5
mnist,GPB-L,0.001,1.0,0.9824400000000001,0.0021938550544645993,5
mnist,GPB-L,0.001,6.0,0.9827999999999999,0.001181101181101752,5
mnist,GPB-L,0.001,12.0,0.98268,0.001404279174523342,5
mnist,GPB-L,0.01,1.0,0.98238,0.0017655027612552639,5
mnist,GPB-L,0.01,6.0,0.98238,0.0012049896265113557,5
mnist,GPB-L,0.01,12.0,0.9829800000000001,0.0006833739825307893,5
mnist,GPB-L,0.1,1.0,0.9804,0.0019710403344427277,5
mnist,GPB-L,0.1,6.0,0.9821200000000001,0.0013971399357258487,5
mnist,GPB-L,0.1,12.0,0.98428,0.0006870225614927296,5
mnist,GPB-L,1.0,1.0,0.9603999999999999,0.03842544729733145,5
mnist,GPB-L,1.0,6.0,0.98206,0.0011738824472663307,5
mnist,GPB-L,1.0,12.0,0.9835,0.0007516648189186587,5
mnist,GPB-L,10.0,1.0,0.97058,0.008084676864290872,5
mnist,GPB-L,10.0,6.0,0.982,0.0010931605554537866,5
mnist,GPB-L,10.0,12.0,0.9831,0.0006670832032062849,5
mnist,NCM-learn,,,0.9817199999999999,0.0017195929750961302,5
mnist,NCM-ortho,,1.0,0.9810800000000001,0.001181947545367404,5
mnist,NCM-ortho,,6.0,0.9803200000000001,0.001355359730846365,5
mnist,NCM-ortho,,12.0,0.9808,0.0016807736313971461,5
mnist,OPB-FF,0.0001,1.0,0.9809599999999999,0.0023006520814760384,5
mnist,OPB-FF,0.0001,6.0,0.98102,0.0012214745187682176,5
mnist,OPB-FF,0.0001,12.0,0.98116,0.0008961026726887907,5
mnist,OPB-FF,0.001,1.0,0.98194,0.0017686152775547362,5
mnist,OPB-FF,0.001,6.0,0.9822200000000001,0.0015073154945133408,5
mnist,OPB-FF,0.001,12.0,0.97896,0.0024016660883644904,5
mnist,OPB-FF,0.01,1.0,0.98292,0.00046043457732884984,5
mnist,OPB-FF,0.01,6.0,0.9822,0.0007416198487095408,5
mnist,OPB-FF,0.01,12.0,0.9802799999999999,0.002337092210418771,5
mnist,OPB-FF,0.1,1.0,0.9800599999999999,0.001965451602049752,5
mnist,OPB-FF,0.1,6.0,0.98286,0.0007536577472566541,5
mnist,OPB-FF,0.1,12.0,0.9852000000000001,0.0008031189202104554,5
mnist,OPB-FF,1.0,1.0,0.9777799999999999,0.000752994023880655,5
mnist,OPB-FF,1.0,6.0,0.9839600000000001,0.0005856620185738443,5
mnist,OPB-FF,1.0,12.0,0.9842599999999999,0.00015165750888105822,5
mnist,OPB-FF,10.0,1.0,0.97728,0.0026451843035977946,5
mnist,OPB-FF,10.0,6.0,0.98292,0.0007155417527998997,5
mnist,OPB-FF,10.0,12.0,0.9839800000000001,0.0007328028384224417,5
mnist,OPB-FS,0.0001,1.0,0.98084,0.001580506248010461,5
mnist,OPB-FS,0.0001,6.0,0.98124,0.0006268971207463284,5
mnist,OPB-FS,0.0001,12.0,0.97966,0.0012481987021304179,5
mnist,OPB-FS,0.001,1.0,0.98202,0.0016407315441594864,5
mnist,OPB-FS,0.001,6.0,0.9810000000000001,0.00159216833280907,5
mnist,OPB-FS,0.001,12.0,0.9803000000000001,0.0010700467279516363,5
mnist,OPB-FS,0.01,1.0,0.9818999999999999,0.0009219544457292926,5
mnist,OPB-FS,0.01,6.0,0.9836,0.0015016657417681234,5
mnist,OPB-FS,0.01,12.0,0.98268,0.0008814760348415793,5
mnist,OPB-FS,0.1,1.0,0.98138,0.0014024977718342265,5
mnist,OPB-FS,0.1,6.0,0.98278,0.001388164255410731,5
mnist,OPB-FS,0.1,12.0,0.9853799999999999,0.00033466401061363983,5
mnist,OPB-FS,1.0,1.0,0.97732,0.0025518620652378587,5
mnist,OPB-FS,1.0,6.0,0.98408,0.00042071367935924716,5
mnist,OPB-FS,1.0,12.0,0.98478,0.0009066421565314613,5
mnist,OPB-FS,10.0,1.0,0.97532,0.0016709278859364481,5
mnist,OPB-FS,10.0,6.0,0.9817600000000001,0.00041593268686170666,5
mnist,OPB-FS,10.0,12.0,0.98392,0.00047644516998285915,5
mnist,OPB-RV,0.0001,1.0,0.9810399999999999,0.0010064790112069,5
mnist,OPB-RV,0.0001,6.0,0.9802799999999999,0.001879361593733369,5
mnist,OPB-RV,0.0001,12.0,0.97872,0.0007362064927722411,5
mnist,OPB-RV,0.001,1.0,0.98004,0.0021870070873227657,5
mnist,OPB-RV,0.001,6.0,0.9798600000000001,0.0014993331851192954,5
mnist,OPB-RV,0.001,12.0,0.97794,0.0017742604092973182,5
mnist,OPB-RV,0.01,1.0,0.97966,0.0008173126696681043,5
mnist,OPB-RV,0.01,6.0,0.9803799999999999,0.0015056560032092312,5
mnist,OPB-RV,0.01,12.0,0.9776,0.0021540659228537757,5
mnist,OPB-RV,0.1,1.0,0.97972,0.0019588261791185016,5
mnist,OPB-RV,0.1,6.0,0.9829800000000001,0.0011903780911962478,5
mnist,OPB-RV,0.1,12.0,0.9823999999999999,0.0009110433579144544,5
mnist,OPB-RV,1.0,1.0,0.9766600000000001,0.001500999666888722,5
mnist,OPB-RV,1.0,6.0,0.9834400000000001,0.00043931765272978314,5
mnist,OPB-RV,1.0,12.0,0.98242,0.0010158740079360363,5
mnist,OPB-RV,10.0,1.0,0.97568,0.0015594870951694173,5
mnist,OPB-RV,10.0,6.0,0.98256,0.0012421755109484171,5
mnist,OPB-RV,10.0,12.0,0.98146,0.0019359752064528105,5
