2026-09-02 07:56:41 | Device: cuda
2026-09-02 07:56:41 | Args: {'model': 'opb', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 14.0, 'energy_classifier': False, 'tied_head': True, 'max_len': 250, 'random_labels': False, 'beta': 1.0, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb/california_mlp_opb.pt', 'log_path': '/root/autodl-tmp/IB/tune_results/california_mlp_opb_beta_1_anchor_14/train.log', 'no_save': True}
2026-09-02 07:56:41 | ===== Run 1/5 (seed 0) =====
2026-09-02 07:56:42 | Epoch   1/100 | Train Loss 11.2468 | Val Loss 4.9248 MAE 0.6769 R2 0.2447
2026-09-02 07:56:42 |   Val R2 improved to 0.2447, model saved
2026-09-02 07:56:43 | Epoch   2/100 | Train Loss 4.8366 | Val Loss 2.6082 MAE 0.5505 R2 0.5465
2026-09-02 07:56:43 |   Val R2 improved to 0.5465, model saved
2026-09-02 07:56:43 | Epoch   3/100 | Train Loss 3.2210 | Val Loss 1.8706 MAE 0.4792 R2 0.6656
2026-09-02 07:56:43 |   Val R2 improved to 0.6656, model saved
2026-09-02 07:56:43 | Epoch   4/100 | Train Loss 2.5123 | Val Loss 1.6833 MAE 0.4545 R2 0.6901
2026-09-02 07:56:43 |   Val R2 improved to 0.6901, model saved
2026-09-02 07:56:43 | Epoch   5/100 | Train Loss 2.1775 | Val Loss 1.5307 MAE 0.4454 R2 0.7142
2026-09-02 07:56:43 |   Val R2 improved to 0.7142, model saved
2026-09-02 07:56:44 | Epoch   6/100 | Train Loss 1.9307 | Val Loss 1.4855 MAE 0.4363 R2 0.7178
2026-09-02 07:56:44 |   Val R2 improved to 0.7178, model saved
2026-09-02 07:56:44 | Epoch   7/100 | Train Loss 1.7863 | Val Loss 1.3923 MAE 0.4296 R2 0.7314
2026-09-02 07:56:44 |   Val R2 improved to 0.7314, model saved
2026-09-02 07:56:44 | Epoch   8/100 | Train Loss 1.6921 | Val Loss 1.3821 MAE 0.4394 R2 0.7313
2026-09-02 07:56:44 | Epoch   9/100 | Train Loss 1.6011 | Val Loss 1.3461 MAE 0.4262 R2 0.7291
2026-09-02 07:56:44 | Epoch  10/100 | Train Loss 1.5103 | Val Loss 1.2544 MAE 0.4169 R2 0.7426
2026-09-02 07:56:44 |   Val R2 improved to 0.7426, model saved
2026-09-02 07:56:45 | Epoch  11/100 | Train Loss 1.4358 | Val Loss 1.2048 MAE 0.4178 R2 0.7481
2026-09-02 07:56:45 |   Val R2 improved to 0.7481, model saved
2026-09-02 07:56:45 | Epoch  12/100 | Train Loss 1.4264 | Val Loss 1.1841 MAE 0.4102 R2 0.7434
2026-09-02 07:56:45 | Epoch  13/100 | Train Loss 1.3214 | Val Loss 1.1629 MAE 0.4158 R2 0.7392
2026-09-02 07:56:45 | Epoch  14/100 | Train Loss 1.2645 | Val Loss 1.0774 MAE 0.4062 R2 0.7495
2026-09-02 07:56:45 |   Val R2 improved to 0.7495, model saved
2026-09-02 07:56:46 | Epoch  15/100 | Train Loss 1.1954 | Val Loss 1.0165 MAE 0.4050 R2 0.7546
2026-09-02 07:56:46 |   Val R2 improved to 0.7546, model saved
2026-09-02 07:56:46 | Epoch  16/100 | Train Loss 1.1341 | Val Loss 0.9530 MAE 0.4085 R2 0.7597
2026-09-02 07:56:46 |   Val R2 improved to 0.7597, model saved
2026-09-02 07:56:46 | Epoch  17/100 | Train Loss 1.0749 | Val Loss 0.8904 MAE 0.3996 R2 0.7612
2026-09-02 07:56:46 |   Val R2 improved to 0.7612, model saved
2026-09-02 07:56:47 | Epoch  18/100 | Train Loss 1.0026 | Val Loss 0.8507 MAE 0.3986 R2 0.7565
2026-09-02 07:56:47 | Epoch  19/100 | Train Loss 0.9358 | Val Loss 0.8133 MAE 0.3976 R2 0.7524
2026-09-02 07:56:47 | Epoch  20/100 | Train Loss 0.8722 | Val Loss 0.7331 MAE 0.3946 R2 0.7649
2026-09-02 07:56:47 |   Val R2 improved to 0.7649, model saved
2026-09-02 07:56:47 | Epoch  21/100 | Train Loss 0.8103 | Val Loss 0.7079 MAE 0.3969 R2 0.7541
2026-09-02 07:56:48 | Epoch  22/100 | Train Loss 0.7684 | Val Loss 0.6594 MAE 0.3922 R2 0.7572
2026-09-02 07:56:48 | Epoch  23/100 | Train Loss 0.7249 | Val Loss 0.6056 MAE 0.3898 R2 0.7640
2026-09-02 07:56:48 | Epoch  24/100 | Train Loss 0.6707 | Val Loss 0.5656 MAE 0.3899 R2 0.7671
2026-09-02 07:56:48 |   Val R2 improved to 0.7671, model saved
2026-09-02 07:56:48 | Epoch  25/100 | Train Loss 0.6331 | Val Loss 0.5602 MAE 0.3966 R2 0.7512
2026-09-02 07:56:49 | Epoch  26/100 | Train Loss 0.5986 | Val Loss 0.5242 MAE 0.3929 R2 0.7533
2026-09-02 07:56:49 | Epoch  27/100 | Train Loss 0.5675 | Val Loss 0.4761 MAE 0.3885 R2 0.7637
