2026-08-26 21:11:27 | Device: cuda
2026-08-26 21:11:27 | Args: {'model': 'fgib', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 8.0, 'max_len': 250, 'random_labels': False, 'beta': 0.1, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_fgib/california_mlp_fgib.pt', 'log_path': '/root/autodl-tmp/FGIB/tune_results/california_mlp_fgib_beta_0.1_anchor_8/train.log', 'no_save': True}
2026-08-26 21:11:27 | ===== Run 1/5 (seed 0) =====
2026-08-26 21:11:28 | Epoch   1/100 | Train Loss 2.6554 | Val Loss 2.1273 MAE 0.5324 R2 0.5551
2026-08-26 21:11:28 |   Val R2 improved to 0.5551, model saved
2026-08-26 21:11:29 | Epoch   2/100 | Train Loss 2.0455 | Val Loss 1.8510 MAE 0.4920 R2 0.6387
2026-08-26 21:11:29 |   Val R2 improved to 0.6387, model saved
2026-08-26 21:11:29 | Epoch   3/100 | Train Loss 1.8833 | Val Loss 1.7557 MAE 0.4723 R2 0.6950
2026-08-26 21:11:29 |   Val R2 improved to 0.6950, model saved
2026-08-26 21:11:29 | Epoch   4/100 | Train Loss 1.8057 | Val Loss 1.7009 MAE 0.4491 R2 0.6963
2026-08-26 21:11:29 |   Val R2 improved to 0.6963, model saved
2026-08-26 21:11:30 | Epoch   5/100 | Train Loss 1.7607 | Val Loss 1.7022 MAE 0.4392 R2 0.7104
2026-08-26 21:11:30 |   Val R2 improved to 0.7104, model saved
2026-08-26 21:11:30 | Epoch   6/100 | Train Loss 1.7210 | Val Loss 1.7031 MAE 0.4372 R2 0.7100
2026-08-26 21:11:30 | Epoch   7/100 | Train Loss 1.7005 | Val Loss 1.6043 MAE 0.4170 R2 0.7342
2026-08-26 21:11:30 |   Val R2 improved to 0.7342, model saved
2026-08-26 21:11:31 | Epoch   8/100 | Train Loss 1.6587 | Val Loss 1.5772 MAE 0.4174 R2 0.7449
2026-08-26 21:11:31 |   Val R2 improved to 0.7449, model saved
2026-08-26 21:11:31 | Epoch   9/100 | Train Loss 1.6415 | Val Loss 1.5589 MAE 0.4105 R2 0.7489
2026-08-26 21:11:31 |   Val R2 improved to 0.7489, model saved
2026-08-26 21:11:31 | Epoch  10/100 | Train Loss 1.6119 | Val Loss 1.5382 MAE 0.4066 R2 0.7468
2026-08-26 21:11:31 | Epoch  11/100 | Train Loss 1.5952 | Val Loss 1.5280 MAE 0.4059 R2 0.7412
2026-08-26 21:11:32 | Epoch  12/100 | Train Loss 1.5802 | Val Loss 1.5121 MAE 0.4109 R2 0.7470
2026-08-26 21:11:32 | Epoch  13/100 | Train Loss 1.5673 | Val Loss 1.5061 MAE 0.3919 R2 0.7606
2026-08-26 21:11:32 |   Val R2 improved to 0.7606, model saved
2026-08-26 21:11:32 | Epoch  14/100 | Train Loss 1.5529 | Val Loss 1.4897 MAE 0.3957 R2 0.7605
2026-08-26 21:11:32 | Epoch  15/100 | Train Loss 1.5358 | Val Loss 1.4772 MAE 0.3904 R2 0.7640
2026-08-26 21:11:32 |   Val R2 improved to 0.7640, model saved
2026-08-26 21:11:33 | Epoch  16/100 | Train Loss 1.5277 | Val Loss 1.4794 MAE 0.3979 R2 0.7689
2026-08-26 21:11:33 |   Val R2 improved to 0.7689, model saved
2026-08-26 21:11:33 | Epoch  17/100 | Train Loss 1.5179 | Val Loss 1.4653 MAE 0.3875 R2 0.7646
2026-08-26 21:11:33 | Epoch  18/100 | Train Loss 1.5018 | Val Loss 1.4676 MAE 0.3891 R2 0.7655
2026-08-26 21:11:34 | Epoch  19/100 | Train Loss 1.5046 | Val Loss 1.4603 MAE 0.3879 R2 0.7726
2026-08-26 21:11:34 |   Val R2 improved to 0.7726, model saved
