2026-09-14 22:32:34 | Device: cuda
2026-09-14 22:32:34 | Args: {'model': 'opb-fixed-axis', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 12.0, 'energy_classifier': False, 'tied_head': False, 'max_len': 250, 'random_labels': False, 'beta': 0.01, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb-fixed-axis/california_mlp_opb-fixed-axis.pt', 'log_path': '/root/autodl-tmp/IB/output/ablation/california_mlp_opb-fixed-axis_beta_0.01_anchor_12/train.log', 'no_save': True}
2026-09-14 22:32:34 | ===== Run 1/5 (seed 0) =====
2026-09-14 22:32:38 | Epoch   1/100 | Train Loss 0.1730 | Val Loss 0.0816 MAE 0.6762 R2 0.2848
2026-09-14 22:32:38 |   Val R2 improved to 0.2848, model saved
2026-09-14 22:32:39 | Epoch   2/100 | Train Loss 0.0787 | Val Loss 0.0474 MAE 0.5480 R2 0.5555
2026-09-14 22:32:39 |   Val R2 improved to 0.5555, model saved
2026-09-14 22:32:39 | Epoch   3/100 | Train Loss 0.0577 | Val Loss 0.0366 MAE 0.4876 R2 0.6573
2026-09-14 22:32:39 |   Val R2 improved to 0.6573, model saved
2026-09-14 22:32:39 | Epoch   4/100 | Train Loss 0.0479 | Val Loss 0.0329 MAE 0.4583 R2 0.6906
2026-09-14 22:32:39 |   Val R2 improved to 0.6906, model saved
2026-09-14 22:32:40 | Epoch   5/100 | Train Loss 0.0438 | Val Loss 0.0307 MAE 0.4560 R2 0.7089
2026-09-14 22:32:40 |   Val R2 improved to 0.7089, model saved
2026-09-14 22:32:40 | Epoch   6/100 | Train Loss 0.0404 | Val Loss 0.0297 MAE 0.4407 R2 0.7187
2026-09-14 22:32:40 |   Val R2 improved to 0.7187, model saved
2026-09-14 22:32:40 | Epoch   7/100 | Train Loss 0.0381 | Val Loss 0.0291 MAE 0.4389 R2 0.7272
2026-09-14 22:32:40 |   Val R2 improved to 0.7272, model saved
2026-09-14 22:32:41 | Epoch   8/100 | Train Loss 0.0371 | Val Loss 0.0285 MAE 0.4355 R2 0.7317
2026-09-14 22:32:41 |   Val R2 improved to 0.7317, model saved
2026-09-14 22:32:41 | Epoch   9/100 | Train Loss 0.0358 | Val Loss 0.0287 MAE 0.4290 R2 0.7304
2026-09-14 22:32:41 | Epoch  10/100 | Train Loss 0.0350 | Val Loss 0.0276 MAE 0.4235 R2 0.7416
2026-09-14 22:32:41 |   Val R2 improved to 0.7416, model saved
2026-09-14 22:32:42 | Epoch  11/100 | Train Loss 0.0341 | Val Loss 0.0272 MAE 0.4248 R2 0.7429
2026-09-14 22:32:42 |   Val R2 improved to 0.7429, model saved
2026-09-14 22:32:42 | Epoch  12/100 | Train Loss 0.0345 | Val Loss 0.0273 MAE 0.4141 R2 0.7431
2026-09-14 22:32:42 |   Val R2 improved to 0.7431, model saved
2026-09-14 22:32:42 | Epoch  13/100 | Train Loss 0.0336 | Val Loss 0.0279 MAE 0.4189 R2 0.7371
2026-09-14 22:32:43 | Epoch  14/100 | Train Loss 0.0335 | Val Loss 0.0271 MAE 0.4121 R2 0.7466
2026-09-14 22:32:43 |   Val R2 improved to 0.7466, model saved
2026-09-14 22:32:43 | Epoch  15/100 | Train Loss 0.0331 | Val Loss 0.0268 MAE 0.4127 R2 0.7464
2026-09-14 22:32:43 | Epoch  16/100 | Train Loss 0.0328 | Val Loss 0.0263 MAE 0.4158 R2 0.7534
2026-09-14 22:32:43 |   Val R2 improved to 0.7534, model saved
2026-09-14 22:32:44 | Epoch  17/100 | Train Loss 0.0327 | Val Loss 0.0261 MAE 0.4076 R2 0.7559
2026-09-14 22:32:44 |   Val R2 improved to 0.7559, model saved
2026-09-14 22:32:44 | Epoch  18/100 | Train Loss 0.0321 | Val Loss 0.0260 MAE 0.4071 R2 0.7553
2026-09-14 22:32:44 | Epoch  19/100 | Train Loss 0.0316 | Val Loss 0.0260 MAE 0.4008 R2 0.7541
2026-09-14 22:32:45 | Epoch  20/100 | Train Loss 0.0315 | Val Loss 0.0259 MAE 0.4060 R2 0.7580
2026-09-14 22:32:45 |   Val R2 improved to 0.7580, model saved
2026-09-14 22:32:45 | Epoch  21/100 | Train Loss 0.0309 | Val Loss 0.0262 MAE 0.4006 R2 0.7549
2026-09-14 22:32:45 | Epoch  22/100 | Train Loss 0.0310 | Val Loss 0.0252 MAE 0.4024 R2 0.7620
2026-09-14 22:32:45 |   Val R2 improved to 0.7620, model saved
2026-09-14 22:32:46 | Epoch  23/100 | Train Loss 0.0308 | Val Loss 0.0253 MAE 0.3976 R2 0.7624
2026-09-14 22:32:46 |   Val R2 improved to 0.7624, model saved
2026-09-14 22:32:46 | Epoch  24/100 | Train Loss 0.0302 | Val Loss 0.0260 MAE 0.4015 R2 0.7557
2026-09-14 22:32:46 | Epoch  25/100 | Train Loss 0.0301 | Val Loss 0.0258 MAE 0.3948 R2 0.7581
2026-09-14 22:32:46 | Epoch  26/100 | Train Loss 0.0303 | Val Loss 0.0252 MAE 0.3904 R2 0.7647
2026-09-14 22:32:46 |   Val R2 improved to 0.7647, model saved
2026-09-14 22:32:47 | Epoch  27/100 | Train Loss 0.0300 | Val Loss 0.0249 MAE 0.3909 R2 0.7664
2026-09-14 22:32:47 |   Val R2 improved to 0.7664, model saved
2026-09-14 22:32:47 | Epoch  28/100 | Train Loss 0.0299 | Val Loss 0.0249 MAE 0.3893 R2 0.7678
2026-09-14 22:32:47 |   Val R2 improved to 0.7678, model saved
2026-09-14 22:32:47 | Epoch  29/100 | Train Loss 0.0300 | Val Loss 0.0249 MAE 0.3907 R2 0.7674
2026-09-14 22:32:48 | Epoch  30/100 | Train Loss 0.0293 | Val Loss 0.0253 MAE 0.3877 R2 0.7608
2026-09-14 22:32:48 | Epoch  31/100 | Train Loss 0.0299 | Val Loss 0.0247 MAE 0.3896 R2 0.7711
2026-09-14 22:32:48 |   Val R2 improved to 0.7711, model saved
2026-09-14 22:32:48 | Epoch  32/100 | Train Loss 0.0290 | Val Loss 0.0246 MAE 0.3904 R2 0.7717
2026-09-14 22:32:48 |   Val R2 improved to 0.7717, model saved
2026-09-14 22:32:49 | Epoch  33/100 | Train Loss 0.0294 | Val Loss 0.0243 MAE 0.3911 R2 0.7726
2026-09-14 22:32:49 |   Val R2 improved to 0.7726, model saved
2026-09-14 22:32:49 | Epoch  34/100 | Train Loss 0.0292 | Val Loss 0.0243 MAE 0.3871 R2 0.7725
2026-09-14 22:32:49 | Epoch  35/100 | Train Loss 0.0292 | Val Loss 0.0245 MAE 0.3829 R2 0.7710
2026-09-14 22:32:50 | Epoch  36/100 | Train Loss 0.0297 | Val Loss 0.0259 MAE 0.3933 R2 0.7551
2026-09-14 22:32:50 | Epoch  37/100 | Train Loss 0.0287 | Val Loss 0.0254 MAE 0.4028 R2 0.7627
2026-09-14 22:32:50 | Epoch  38/100 | Train Loss 0.0289 | Val Loss 0.0241 MAE 0.3825 R2 0.7748
2026-09-14 22:32:50 |   Val R2 improved to 0.7748, model saved
2026-09-14 22:32:50 | Epoch  39/100 | Train Loss 0.0286 | Val Loss 0.0244 MAE 0.3804 R2 0.7713
2026-09-14 22:32:51 | Epoch  40/100 | Train Loss 0.0290 | Val Loss 0.0245 MAE 0.3787 R2 0.7694
2026-09-14 22:32:51 | Epoch  41/100 | Train Loss 0.0283 | Val Loss 0.0239 MAE 0.3797 R2 0.7755
2026-09-14 22:32:51 |   Val R2 improved to 0.7755, model saved
2026-09-14 22:32:51 | Epoch  42/100 | Train Loss 0.0283 | Val Loss 0.0241 MAE 0.3781 R2 0.7756
2026-09-14 22:32:51 |   Val R2 improved to 0.7756, model saved
2026-09-14 22:32:52 | Epoch  43/100 | Train Loss 0.0279 | Val Loss 0.0235 MAE 0.3799 R2 0.7799
2026-09-14 22:32:52 |   Val R2 improved to 0.7799, model saved
2026-09-14 22:32:52 | Epoch  44/100 | Train Loss 0.0280 | Val Loss 0.0236 MAE 0.3810 R2 0.7790
2026-09-14 22:32:52 | Epoch  45/100 | Train Loss 0.0284 | Val Loss 0.0236 MAE 0.3805 R2 0.7799
2026-09-14 22:32:53 | Epoch  46/100 | Train Loss 0.0280 | Val Loss 0.0252 MAE 0.3844 R2 0.7641
2026-09-14 22:32:53 | Epoch  47/100 | Train Loss 0.0282 | Val Loss 0.0235 MAE 0.3761 R2 0.7793
2026-09-14 22:32:53 | Epoch  48/100 | Train Loss 0.0276 | Val Loss 0.0232 MAE 0.3783 R2 0.7835
2026-09-14 22:32:53 |   Val R2 improved to 0.7835, model saved
2026-09-14 22:32:53 | Epoch  49/100 | Train Loss 0.0280 | Val Loss 0.0235 MAE 0.3803 R2 0.7800
2026-09-14 22:32:54 | Epoch  50/100 | Train Loss 0.0276 | Val Loss 0.0238 MAE 0.3744 R2 0.7780
2026-09-14 22:32:54 | Epoch  51/100 | Train Loss 0.0284 | Val Loss 0.0234 MAE 0.3780 R2 0.7808
2026-09-14 22:32:55 | Epoch  52/100 | Train Loss 0.0276 | Val Loss 0.0237 MAE 0.3781 R2 0.7783
2026-09-14 22:32:55 | Epoch  53/100 | Train Loss 0.0279 | Val Loss 0.0237 MAE 0.3806 R2 0.7790
2026-09-14 22:32:55 | Epoch  54/100 | Train Loss 0.0274 | Val Loss 0.0233 MAE 0.3730 R2 0.7808
2026-09-14 22:32:55 | Epoch  55/100 | Train Loss 0.0278 | Val Loss 0.0233 MAE 0.3745 R2 0.7823
2026-09-14 22:32:56 | Epoch  56/100 | Train Loss 0.0276 | Val Loss 0.0231 MAE 0.3732 R2 0.7837
2026-09-14 22:32:56 |   Val R2 improved to 0.7837, model saved
2026-09-14 22:32:56 | Epoch  57/100 | Train Loss 0.0273 | Val Loss 0.0231 MAE 0.3705 R2 0.7835
2026-09-14 22:32:56 | Epoch  58/100 | Train Loss 0.0272 | Val Loss 0.0233 MAE 0.3724 R2 0.7814
2026-09-14 22:32:57 | Epoch  59/100 | Train Loss 0.0271 | Val Loss 0.0229 MAE 0.3731 R2 0.7856
2026-09-14 22:32:57 |   Val R2 improved to 0.7856, model saved
2026-09-14 22:32:57 | Epoch  60/100 | Train Loss 0.0276 | Val Loss 0.0231 MAE 0.3696 R2 0.7857
2026-09-14 22:32:57 |   Val R2 improved to 0.7857, model saved
2026-09-14 22:32:57 | Epoch  61/100 | Train Loss 0.0272 | Val Loss 0.0234 MAE 0.3685 R2 0.7825
2026-09-14 22:32:58 | Epoch  62/100 | Train Loss 0.0274 | Val Loss 0.0229 MAE 0.3711 R2 0.7862
2026-09-14 22:32:58 |   Val R2 improved to 0.7862, model saved
2026-09-14 22:32:58 | Epoch  63/100 | Train Loss 0.0271 | Val Loss 0.0233 MAE 0.3693 R2 0.7826
2026-09-14 22:32:58 | Epoch  64/100 | Train Loss 0.0272 | Val Loss 0.0233 MAE 0.3731 R2 0.7813
2026-09-14 22:32:59 | Epoch  65/100 | Train Loss 0.0271 | Val Loss 0.0231 MAE 0.3733 R2 0.7833
2026-09-14 22:32:59 | Epoch  66/100 | Train Loss 0.0272 | Val Loss 0.0227 MAE 0.3656 R2 0.7874
2026-09-14 22:32:59 |   Val R2 improved to 0.7874, model saved
2026-09-14 22:32:59 | Epoch  67/100 | Train Loss 0.0267 | Val Loss 0.0227 MAE 0.3709 R2 0.7877
2026-09-14 22:32:59 |   Val R2 improved to 0.7877, model saved
2026-09-14 22:33:00 | Epoch  68/100 | Train Loss 0.0264 | Val Loss 0.0231 MAE 0.3708 R2 0.7825
2026-09-14 22:33:00 | Epoch  69/100 | Train Loss 0.0263 | Val Loss 0.0225 MAE 0.3705 R2 0.7898
2026-09-14 22:33:00 |   Val R2 improved to 0.7898, model saved
2026-09-14 22:33:00 | Epoch  70/100 | Train Loss 0.0267 | Val Loss 0.0226 MAE 0.3638 R2 0.7888
2026-09-14 22:33:01 | Epoch  71/100 | Train Loss 0.0269 | Val Loss 0.0228 MAE 0.3712 R2 0.7870
2026-09-14 22:33:01 | Epoch  72/100 | Train Loss 0.0268 | Val Loss 0.0228 MAE 0.3685 R2 0.7865
2026-09-14 22:33:01 | Epoch  73/100 | Train Loss 0.0262 | Val Loss 0.0231 MAE 0.3732 R2 0.7844
2026-09-14 22:33:02 | Epoch  74/100 | Train Loss 0.0264 | Val Loss 0.0226 MAE 0.3634 R2 0.7911
2026-09-14 22:33:02 |   Val R2 improved to 0.7911, model saved
2026-09-14 22:33:02 | Epoch  75/100 | Train Loss 0.0263 | Val Loss 0.0223 MAE 0.3630 R2 0.7922
2026-09-14 22:33:02 |   Val R2 improved to 0.7922, model saved
2026-09-14 22:33:02 | Epoch  76/100 | Train Loss 0.0264 | Val Loss 0.0227 MAE 0.3659 R2 0.7889
2026-09-14 22:33:03 | Epoch  77/100 | Train Loss 0.0263 | Val Loss 0.0233 MAE 0.3687 R2 0.7811
2026-09-14 22:33:03 | Epoch  78/100 | Train Loss 0.0262 | Val Loss 0.0225 MAE 0.3623 R2 0.7888
2026-09-14 22:33:04 | Epoch  79/100 | Train Loss 0.0266 | Val Loss 0.0226 MAE 0.3638 R2 0.7888
2026-09-14 22:33:04 | Epoch  80/100 | Train Loss 0.0263 | Val Loss 0.0226 MAE 0.3731 R2 0.7894
2026-09-14 22:33:04 | Epoch  81/100 | Train Loss 0.0261 | Val Loss 0.0224 MAE 0.3656 R2 0.7890
2026-09-14 22:33:05 | Epoch  82/100 | Train Loss 0.0266 | Val Loss 0.0228 MAE 0.3726 R2 0.7880
2026-09-14 22:33:05 | Epoch  83/100 | Train Loss 0.0258 | Val Loss 0.0227 MAE 0.3703 R2 0.7885
2026-09-14 22:33:05 | Epoch  84/100 | Train Loss 0.0259 | Val Loss 0.0225 MAE 0.3624 R2 0.7881
2026-09-14 22:33:06 | Epoch  85/100 | Train Loss 0.0262 | Val Loss 0.0226 MAE 0.3622 R2 0.7891
2026-09-14 22:33:06 | Val R2 did not improve for 10 consecutive epochs, early stopping at Epoch 85 (best R2 0.7922 @ Epoch 75)
2026-09-14 22:33:06 | Run 1/5 | Test (best model @ Epoch 75) | Loss 0.0223 MAE 0.3606 R2 0.7826
2026-09-14 22:33:06 | ===== Run 2/5 (seed 1) =====
2026-09-14 22:33:06 | Epoch   1/100 | Train Loss 0.1814 | Val Loss 0.0845 MAE 0.6623 R2 0.2641
2026-09-14 22:33:06 |   Val R2 improved to 0.2641, model saved
2026-09-14 22:33:06 | Epoch   2/100 | Train Loss 0.0797 | Val Loss 0.0467 MAE 0.5450 R2 0.5619
2026-09-14 22:33:06 |   Val R2 improved to 0.5619, model saved
2026-09-14 22:33:07 | Epoch   3/100 | Train Loss 0.0567 | Val Loss 0.0349 MAE 0.4823 R2 0.6725
2026-09-14 22:33:07 |   Val R2 improved to 0.6725, model saved
2026-09-14 22:33:07 | Epoch   4/100 | Train Loss 0.0472 | Val Loss 0.0314 MAE 0.4582 R2 0.7040
2026-09-14 22:33:07 |   Val R2 improved to 0.7040, model saved
2026-09-14 22:33:07 | Epoch   5/100 | Train Loss 0.0432 | Val Loss 0.0301 MAE 0.4454 R2 0.7163
2026-09-14 22:33:07 |   Val R2 improved to 0.7163, model saved
2026-09-14 22:33:08 | Epoch   6/100 | Train Loss 0.0398 | Val Loss 0.0294 MAE 0.4387 R2 0.7235
2026-09-14 22:33:08 |   Val R2 improved to 0.7235, model saved
2026-09-14 22:33:08 | Epoch   7/100 | Train Loss 0.0377 | Val Loss 0.0288 MAE 0.4328 R2 0.7265
2026-09-14 22:33:08 |   Val R2 improved to 0.7265, model saved
2026-09-14 22:33:09 | Epoch   8/100 | Train Loss 0.0372 | Val Loss 0.0284 MAE 0.4254 R2 0.7326
2026-09-14 22:33:09 |   Val R2 improved to 0.7326, model saved
2026-09-14 22:33:09 | Epoch   9/100 | Train Loss 0.0363 | Val Loss 0.0302 MAE 0.4329 R2 0.7135
2026-09-14 22:33:09 | Epoch  10/100 | Train Loss 0.0354 | Val Loss 0.0278 MAE 0.4217 R2 0.7385
2026-09-14 22:33:09 |   Val R2 improved to 0.7385, model saved
2026-09-14 22:33:10 | Epoch  11/100 | Train Loss 0.0344 | Val Loss 0.0271 MAE 0.4164 R2 0.7431
2026-09-14 22:33:10 |   Val R2 improved to 0.7431, model saved
2026-09-14 22:33:10 | Epoch  12/100 | Train Loss 0.0336 | Val Loss 0.0269 MAE 0.4181 R2 0.7446
2026-09-14 22:33:10 |   Val R2 improved to 0.7446, model saved
2026-09-14 22:33:10 | Epoch  13/100 | Train Loss 0.0333 | Val Loss 0.0271 MAE 0.4156 R2 0.7457
2026-09-14 22:33:10 |   Val R2 improved to 0.7457, model saved
2026-09-14 22:33:11 | Epoch  14/100 | Train Loss 0.0328 | Val Loss 0.0269 MAE 0.4127 R2 0.7497
2026-09-14 22:33:11 |   Val R2 improved to 0.7497, model saved
