2026-08-27 16:13:45 | Device: cuda
2026-08-27 16:13:45 | Args: {'model': 'fgib', 'backbone': 'gnn', 'task': 'cora', 'epochs': 100, 'batch_size': 512, 'lr': 0.01, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 14.0, 'max_len': 250, 'random_labels': False, 'beta': 0.0001, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/cora_gnn_fgib/cora_gnn_fgib.pt', 'log_path': '/root/autodl-tmp/FGIB/tune_results/cora_gnn_fgib_beta_0.0001_anchor_14/train.log', 'no_save': True}
2026-08-27 16:13:56 | Cora 划分（60/20/20 分层）：train 1624 / val 542 / test 542（共 2708 节点，7 类）
2026-08-27 16:13:57 | ===== Run 1/5 (seed 0) =====
2026-08-27 16:13:59 | Epoch   1/100 | Train Loss 1.9641 Acc 0.1096 | Val Loss 1.9166 Acc 0.4539 AUC 0.9091 Pre 0.2552 Rec 0.2889
2026-08-27 16:14:00 |   Val AUC improved to 0.9091, model saved
2026-08-27 16:14:00 | Epoch   2/100 | Train Loss 1.9150 Acc 0.4618 | Val Loss 1.8027 Acc 0.3026 AUC 0.8799 Pre 0.0432 Rec 0.1429
2026-08-27 16:14:00 | Epoch   3/100 | Train Loss 1.7980 Acc 0.3017 | Val Loss 1.7017 Acc 0.3026 AUC 0.8397 Pre 0.0432 Rec 0.1429
2026-08-27 16:14:00 | Epoch   4/100 | Train Loss 1.6971 Acc 0.3017 | Val Loss 1.5590 Acc 0.3100 AUC 0.9059 Pre 0.1864 Rec 0.1497
2026-08-27 16:14:00 | Epoch   5/100 | Train Loss 1.5429 Acc 0.3091 | Val Loss 1.3818 Acc 0.5074 AUC 0.9416 Pre 0.4608 Rec 0.3328
2026-08-27 16:14:01 |   Val AUC improved to 0.9416, model saved
2026-08-27 16:14:01 | Epoch   6/100 | Train Loss 1.3505 Acc 0.5406 | Val Loss 1.2002 Acc 0.6845 AUC 0.9543 Pre 0.5426 Rec 0.5275
2026-08-27 16:14:01 |   Val AUC improved to 0.9543, model saved
2026-08-27 16:14:02 | Epoch   7/100 | Train Loss 1.1552 Acc 0.7161 | Val Loss 1.0093 Acc 0.7306 AUC 0.9607 Pre 0.5329 Rec 0.5838
2026-08-27 16:14:02 |   Val AUC improved to 0.9607, model saved
2026-08-27 16:14:02 | Epoch   8/100 | Train Loss 0.9515 Acc 0.7555 | Val Loss 0.8452 Acc 0.7565 AUC 0.9626 Pre 0.6884 Rec 0.6154
2026-08-27 16:14:03 |   Val AUC improved to 0.9626, model saved
2026-08-27 16:14:03 | Epoch   9/100 | Train Loss 0.7735 Acc 0.7722 | Val Loss 0.7307 Acc 0.7546 AUC 0.9643 Pre 0.6816 Rec 0.6188
2026-08-27 16:14:04 |   Val AUC improved to 0.9643, model saved
2026-08-27 16:14:04 | Epoch  10/100 | Train Loss 0.6343 Acc 0.7857 | Val Loss 0.6481 Acc 0.7860 AUC 0.9671 Pre 0.8395 Rec 0.6689
2026-08-27 16:14:05 |   Val AUC improved to 0.9671, model saved
2026-08-27 16:14:05 | Epoch  11/100 | Train Loss 0.5285 Acc 0.8073 | Val Loss 0.5929 Acc 0.7989 AUC 0.9700 Pre 0.8459 Rec 0.6995
2026-08-27 16:14:06 |   Val AUC improved to 0.9700, model saved
2026-08-27 16:14:06 | Epoch  12/100 | Train Loss 0.4457 Acc 0.8381 | Val Loss 0.5596 Acc 0.8229 AUC 0.9722 Pre 0.8495 Rec 0.7522
