2026-09-01 03:58:59 | Device: cuda
2026-09-01 03:58:59 | Args: {'model': 'opb', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 14.0, 'max_len': 250, 'random_labels': False, 'beta': 0.001, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb/california_mlp_opb.pt', 'log_path': '/root/autodl-tmp/IB/tune_results/california_mlp_opb_beta_0.001_anchor_14/train.log', 'no_save': True}
2026-09-01 03:58:59 | ===== Run 1/5 (seed 0) =====
2026-09-01 03:59:00 | Epoch   1/100 | Train Loss 0.3853 | Val Loss 0.0589 MAE 0.6266 R2 0.3396
2026-09-01 03:59:00 |   Val R2 improved to 0.3396, model saved
2026-09-01 03:59:01 | Epoch   2/100 | Train Loss 0.1372 | Val Loss 0.0531 MAE 0.5611 R2 0.5351
2026-09-01 03:59:01 |   Val R2 improved to 0.5351, model saved
2026-09-01 03:59:01 | Epoch   3/100 | Train Loss 0.0792 | Val Loss 0.0405 MAE 0.5141 R2 0.6318
2026-09-01 03:59:01 |   Val R2 improved to 0.6318, model saved
2026-09-01 03:59:01 | Epoch   4/100 | Train Loss 0.0555 | Val Loss 0.0302 MAE 0.4691 R2 0.6642
2026-09-01 03:59:01 |   Val R2 improved to 0.6642, model saved
2026-09-01 03:59:01 | Epoch   5/100 | Train Loss 0.0417 | Val Loss 0.0241 MAE 0.4605 R2 0.6968
2026-09-01 03:59:01 |   Val R2 improved to 0.6968, model saved
2026-09-01 03:59:02 | Epoch   6/100 | Train Loss 0.0334 | Val Loss 0.0219 MAE 0.4504 R2 0.6968
2026-09-01 03:59:02 |   Val R2 improved to 0.6968, model saved
2026-09-01 03:59:02 | Epoch   7/100 | Train Loss 0.0290 | Val Loss 0.0197 MAE 0.4441 R2 0.7191
2026-09-01 03:59:02 |   Val R2 improved to 0.7191, model saved
2026-09-01 03:59:02 | Epoch   8/100 | Train Loss 0.0270 | Val Loss 0.0190 MAE 0.4480 R2 0.7232
2026-09-01 03:59:02 |   Val R2 improved to 0.7232, model saved
2026-09-01 03:59:02 | Epoch   9/100 | Train Loss 0.0256 | Val Loss 0.0186 MAE 0.4293 R2 0.7254
2026-09-01 03:59:02 |   Val R2 improved to 0.7254, model saved
2026-09-01 03:59:03 | Epoch  10/100 | Train Loss 0.0247 | Val Loss 0.0180 MAE 0.4280 R2 0.7335
2026-09-01 03:59:03 |   Val R2 improved to 0.7335, model saved
2026-09-01 03:59:03 | Epoch  11/100 | Train Loss 0.0237 | Val Loss 0.0175 MAE 0.4230 R2 0.7389
2026-09-01 03:59:03 |   Val R2 improved to 0.7389, model saved
2026-09-01 03:59:03 | Epoch  12/100 | Train Loss 0.0240 | Val Loss 0.0182 MAE 0.4221 R2 0.7262
2026-09-01 03:59:04 | Epoch  13/100 | Train Loss 0.0228 | Val Loss 0.0177 MAE 0.4210 R2 0.7361
2026-09-01 03:59:04 | Epoch  14/100 | Train Loss 0.0228 | Val Loss 0.0177 MAE 0.4196 R2 0.7364
2026-09-01 03:59:04 | Epoch  15/100 | Train Loss 0.0220 | Val Loss 0.0171 MAE 0.4132 R2 0.7478
2026-09-01 03:59:04 |   Val R2 improved to 0.7478, model saved
2026-09-01 03:59:04 | Epoch  16/100 | Train Loss 0.0219 | Val Loss 0.0169 MAE 0.4173 R2 0.7511
2026-09-01 03:59:04 |   Val R2 improved to 0.7511, model saved
2026-09-01 03:59:05 | Epoch  17/100 | Train Loss 0.0216 | Val Loss 0.0168 MAE 0.4112 R2 0.7545
2026-09-01 03:59:05 |   Val R2 improved to 0.7545, model saved
2026-09-01 03:59:05 | Epoch  18/100 | Train Loss 0.0212 | Val Loss 0.0168 MAE 0.4085 R2 0.7520
2026-09-01 03:59:05 | Epoch  19/100 | Train Loss 0.0207 | Val Loss 0.0172 MAE 0.4075 R2 0.7463
2026-09-01 03:59:05 | Epoch  20/100 | Train Loss 0.0203 | Val Loss 0.0165 MAE 0.4097 R2 0.7588
2026-09-01 03:59:05 |   Val R2 improved to 0.7588, model saved
2026-09-01 03:59:06 | Epoch  21/100 | Train Loss 0.0200 | Val Loss 0.0168 MAE 0.4037 R2 0.7514
2026-09-01 03:59:06 | Epoch  22/100 | Train Loss 0.0198 | Val Loss 0.0167 MAE 0.4003 R2 0.7542
2026-09-01 03:59:06 | Epoch  23/100 | Train Loss 0.0196 | Val Loss 0.0164 MAE 0.3991 R2 0.7600
2026-09-01 03:59:06 |   Val R2 improved to 0.7600, model saved
2026-09-01 03:59:06 | Epoch  24/100 | Train Loss 0.0190 | Val Loss 0.0160 MAE 0.3998 R2 0.7651
2026-09-01 03:59:06 |   Val R2 improved to 0.7651, model saved
2026-09-01 03:59:07 | Epoch  25/100 | Train Loss 0.0189 | Val Loss 0.0166 MAE 0.3987 R2 0.7558
2026-09-01 03:59:07 | Epoch  26/100 | Train Loss 0.0191 | Val Loss 0.0168 MAE 0.3990 R2 0.7518
2026-09-01 03:59:07 | Epoch  27/100 | Train Loss 0.0190 | Val Loss 0.0160 MAE 0.3924 R2 0.7662
2026-09-01 03:59:07 |   Val R2 improved to 0.7662, model saved
2026-09-01 03:59:08 | Epoch  28/100 | Train Loss 0.0186 | Val Loss 0.0156 MAE 0.3892 R2 0.7713
2026-09-01 03:59:08 |   Val R2 improved to 0.7713, model saved
2026-09-01 03:59:08 | Epoch  29/100 | Train Loss 0.0185 | Val Loss 0.0158 MAE 0.3896 R2 0.7694
2026-09-01 03:59:08 | Epoch  30/100 | Train Loss 0.0181 | Val Loss 0.0164 MAE 0.3902 R2 0.7590
2026-09-01 03:59:08 | Epoch  31/100 | Train Loss 0.0183 | Val Loss 0.0159 MAE 0.3854 R2 0.7672
2026-09-01 03:59:09 | Epoch  32/100 | Train Loss 0.0180 | Val Loss 0.0155 MAE 0.3890 R2 0.7734
2026-09-01 03:59:09 |   Val R2 improved to 0.7734, model saved
2026-09-01 03:59:09 | Epoch  33/100 | Train Loss 0.0181 | Val Loss 0.0157 MAE 0.3893 R2 0.7706
2026-09-01 03:59:09 | Epoch  34/100 | Train Loss 0.0179 | Val Loss 0.0155 MAE 0.3938 R2 0.7733
2026-09-01 03:59:09 | Epoch  35/100 | Train Loss 0.0179 | Val Loss 0.0158 MAE 0.3842 R2 0.7669
2026-09-01 03:59:10 | Epoch  36/100 | Train Loss 0.0180 | Val Loss 0.0158 MAE 0.3869 R2 0.7675
2026-09-01 03:59:10 | Epoch  37/100 | Train Loss 0.0174 | Val Loss 0.0153 MAE 0.3905 R2 0.7757
2026-09-01 03:59:10 |   Val R2 improved to 0.7757, model saved
2026-09-01 03:59:10 | Epoch  38/100 | Train Loss 0.0175 | Val Loss 0.0151 MAE 0.3802 R2 0.7781
2026-09-01 03:59:10 |   Val R2 improved to 0.7781, model saved
2026-09-01 03:59:10 | Epoch  39/100 | Train Loss 0.0174 | Val Loss 0.0158 MAE 0.3862 R2 0.7663
