config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_0.1,1,none,0,0.981000,
mnist_mlp_ceb_beta_0.1,1,linf,0.3,0.361000,0.390190
mnist_mlp_ceb_beta_0.1,1,l2,6,0.342000,0.403567
mnist_mlp_ceb_beta_0.1,2,none,0,0.975000,
mnist_mlp_ceb_beta_0.1,2,linf,0.3,0.442000,0.252525
mnist_mlp_ceb_beta_0.1,2,l2,6,0.427000,0.259259
mnist_mlp_ceb_beta_0.1,3,none,0,0.981000,
mnist_mlp_ceb_beta_0.1,3,linf,0.3,0.353000,0.399108
mnist_mlp_ceb_beta_0.1,3,l2,6,0.338000,0.397993
mnist_mlp_ceb_beta_0.1,4,none,0,0.977000,
mnist_mlp_ceb_beta_0.1,4,linf,0.3,0.334000,0.462486
mnist_mlp_ceb_beta_0.1,4,l2,6,0.333000,0.460246
mnist_mlp_ceb_beta_0.1,5,none,0,0.975000,
mnist_mlp_ceb_beta_0.1,5,linf,0.3,0.375000,0.365169
mnist_mlp_ceb_beta_0.1,5,l2,6,0.370000,0.385393
