config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_25,1,none,0,0.098000,
mnist_mlp_ceb_beta_25,1,linf,0.3,0.120000,0.136364
mnist_mlp_ceb_beta_25,1,l2,6,0.090000,0.090909
mnist_mlp_ceb_beta_25,2,none,0,0.104000,
mnist_mlp_ceb_beta_25,2,linf,0.3,0.111000,0.030303
mnist_mlp_ceb_beta_25,2,l2,6,0.096000,0.040404
mnist_mlp_ceb_beta_25,3,none,0,0.089000,
mnist_mlp_ceb_beta_25,3,linf,0.3,0.105000,0.150000
mnist_mlp_ceb_beta_25,3,l2,6,0.104000,0.050000
mnist_mlp_ceb_beta_25,4,none,0,0.113000,
mnist_mlp_ceb_beta_25,4,linf,0.3,0.117000,0.114286
mnist_mlp_ceb_beta_25,4,l2,6,0.109000,0.123810
mnist_mlp_ceb_beta_25,5,none,0,0.120000,
mnist_mlp_ceb_beta_25,5,linf,0.3,0.092000,0.025862
mnist_mlp_ceb_beta_25,5,l2,6,0.115000,0.034483
