config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_20,1,none,0,0.104000,
mnist_mlp_ceb_beta_20,1,linf,0.3,0.105000,0.063158
mnist_mlp_ceb_beta_20,1,l2,6,0.099000,0.105263
mnist_mlp_ceb_beta_20,2,none,0,0.093000,
mnist_mlp_ceb_beta_20,2,linf,0.3,0.117000,0.054945
mnist_mlp_ceb_beta_20,2,l2,6,0.098000,0.043956
mnist_mlp_ceb_beta_20,3,none,0,0.099000,
mnist_mlp_ceb_beta_20,3,linf,0.3,0.097000,0.123596
mnist_mlp_ceb_beta_20,3,l2,6,0.091000,0.134831
mnist_mlp_ceb_beta_20,4,none,0,0.095000,
mnist_mlp_ceb_beta_20,4,linf,0.3,0.107000,0.112360
mnist_mlp_ceb_beta_20,4,l2,6,0.114000,0.123596
mnist_mlp_ceb_beta_20,5,none,0,0.103000,
mnist_mlp_ceb_beta_20,5,linf,0.3,0.092000,0.091837
mnist_mlp_ceb_beta_20,5,l2,6,0.100000,0.051020
