config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_1,1,none,0,0.099000,
mnist_mlp_ceb_beta_1,1,linf,0.3,0.111000,0.063158
mnist_mlp_ceb_beta_1,1,l2,6,0.091000,0.031579
mnist_mlp_ceb_beta_1,2,none,0,0.313000,
mnist_mlp_ceb_beta_1,2,linf,0.3,0.196000,0.008734
mnist_mlp_ceb_beta_1,2,l2,6,0.212000,0.017467
mnist_mlp_ceb_beta_1,3,none,0,0.227000,
mnist_mlp_ceb_beta_1,3,linf,0.3,0.138000,0.022422
mnist_mlp_ceb_beta_1,3,l2,6,0.123000,0.022422
mnist_mlp_ceb_beta_1,4,none,0,0.422000,
mnist_mlp_ceb_beta_1,4,linf,0.3,0.221000,0.142012
mnist_mlp_ceb_beta_1,4,l2,6,0.223000,0.159763
mnist_mlp_ceb_beta_1,5,none,0,0.227000,
mnist_mlp_ceb_beta_1,5,linf,0.3,0.114000,0.049550
mnist_mlp_ceb_beta_1,5,l2,6,0.102000,0.031532
