config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_5e-05,1,none,0,0.979000,
mnist_mlp_ceb_beta_5e-05,1,linf,0.3,0.425000,0.519016
mnist_mlp_ceb_beta_5e-05,1,l2,6,0.424000,0.549217
mnist_mlp_ceb_beta_5e-05,2,none,0,0.983000,
mnist_mlp_ceb_beta_5e-05,2,linf,0.3,0.244000,0.751670
mnist_mlp_ceb_beta_5e-05,2,l2,6,0.247000,0.757238
mnist_mlp_ceb_beta_5e-05,3,none,0,0.982000,
mnist_mlp_ceb_beta_5e-05,3,linf,0.3,0.327000,0.651059
mnist_mlp_ceb_beta_5e-05,3,l2,6,0.319000,0.687848
mnist_mlp_ceb_beta_5e-05,4,none,0,0.975000,
mnist_mlp_ceb_beta_5e-05,4,linf,0.3,0.332000,0.607865
mnist_mlp_ceb_beta_5e-05,4,l2,6,0.354000,0.592135
mnist_mlp_ceb_beta_5e-05,5,none,0,0.979000,
mnist_mlp_ceb_beta_5e-05,5,linf,0.3,0.393000,0.578300
mnist_mlp_ceb_beta_5e-05,5,l2,6,0.416000,0.558166
