config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_0.5,1,none,0,0.422000,
mnist_mlp_ceb_beta_0.5,1,linf,0.3,0.337000,0.020710
mnist_mlp_ceb_beta_0.5,1,l2,6,0.302000,0.020710
mnist_mlp_ceb_beta_0.5,2,none,0,0.976000,
mnist_mlp_ceb_beta_0.5,2,linf,0.3,0.499000,0.135650
mnist_mlp_ceb_beta_0.5,2,l2,6,0.483000,0.125561
mnist_mlp_ceb_beta_0.5,3,none,0,0.962000,
mnist_mlp_ceb_beta_0.5,3,linf,0.3,0.424000,0.253697
mnist_mlp_ceb_beta_0.5,3,l2,6,0.395000,0.232082
mnist_mlp_ceb_beta_0.5,4,none,0,0.978000,
mnist_mlp_ceb_beta_0.5,4,linf,0.3,0.396000,0.318029
mnist_mlp_ceb_beta_0.5,4,l2,6,0.389000,0.341545
mnist_mlp_ceb_beta_0.5,5,none,0,0.940000,
mnist_mlp_ceb_beta_0.5,5,linf,0.3,0.371000,0.299065
mnist_mlp_ceb_beta_0.5,5,l2,6,0.375000,0.274533
