config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_5,1,none,0,0.101000,
mnist_mlp_ceb_beta_5,1,linf,0.3,0.098000,0.092784
mnist_mlp_ceb_beta_5,1,l2,6,0.089000,0.051546
mnist_mlp_ceb_beta_5,2,none,0,0.108000,
mnist_mlp_ceb_beta_5,2,linf,0.3,0.103000,0.018868
mnist_mlp_ceb_beta_5,2,l2,6,0.120000,0.066038
mnist_mlp_ceb_beta_5,3,none,0,0.097000,
mnist_mlp_ceb_beta_5,3,linf,0.3,0.103000,0.130435
mnist_mlp_ceb_beta_5,3,l2,6,0.106000,0.065217
mnist_mlp_ceb_beta_5,4,none,0,0.096000,
mnist_mlp_ceb_beta_5,4,linf,0.3,0.094000,0.065217
mnist_mlp_ceb_beta_5,4,l2,6,0.119000,0.130435
mnist_mlp_ceb_beta_5,5,none,0,0.088000,
mnist_mlp_ceb_beta_5,5,linf,0.3,0.104000,0.011905
mnist_mlp_ceb_beta_5,5,l2,6,0.108000,0.095238
