config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_25,1,none,0,0.096000,
mnist_mlp_ceb_beta_25,1,linf,0.3,0.089000,0.080460
mnist_mlp_ceb_beta_25,1,l2,6,0.102000,0.057471
mnist_mlp_ceb_beta_25,2,none,0,0.112000,
mnist_mlp_ceb_beta_25,2,linf,0.3,0.104000,0.065421
mnist_mlp_ceb_beta_25,2,l2,6,0.093000,0.037383
mnist_mlp_ceb_beta_25,3,none,0,0.113000,
mnist_mlp_ceb_beta_25,3,linf,0.3,0.110000,0.106796
mnist_mlp_ceb_beta_25,3,l2,6,0.098000,0.048544
mnist_mlp_ceb_beta_25,4,none,0,0.102000,
mnist_mlp_ceb_beta_25,4,linf,0.3,0.101000,0.098901
mnist_mlp_ceb_beta_25,4,l2,6,0.102000,0.065934
mnist_mlp_ceb_beta_25,5,none,0,0.099000,
mnist_mlp_ceb_beta_25,5,linf,0.3,0.098000,0.054348
mnist_mlp_ceb_beta_25,5,l2,6,0.099000,0.032609
