config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_10,1,none,0,0.106000,
mnist_mlp_ceb_beta_10,1,linf,0.3,0.107000,0.148515
mnist_mlp_ceb_beta_10,1,l2,6,0.103000,0.128713
mnist_mlp_ceb_beta_10,2,none,0,0.100000,
mnist_mlp_ceb_beta_10,2,linf,0.3,0.107000,0.073684
mnist_mlp_ceb_beta_10,2,l2,6,0.095000,0.063158
mnist_mlp_ceb_beta_10,3,none,0,0.086000,
mnist_mlp_ceb_beta_10,3,linf,0.3,0.102000,0.153846
mnist_mlp_ceb_beta_10,3,l2,6,0.111000,0.128205
mnist_mlp_ceb_beta_10,4,none,0,0.099000,
mnist_mlp_ceb_beta_10,4,linf,0.3,0.102000,0.104651
mnist_mlp_ceb_beta_10,4,l2,6,0.109000,0.093023
mnist_mlp_ceb_beta_10,5,none,0,0.100000,
mnist_mlp_ceb_beta_10,5,linf,0.3,0.105000,0.102041
mnist_mlp_ceb_beta_10,5,l2,6,0.109000,0.061224
