config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_1,1,none,0,0.104000,
mnist_mlp_ceb_beta_1,1,linf,0.3,0.100000,0.061856
mnist_mlp_ceb_beta_1,1,l2,12,0.122000,0.113402
mnist_mlp_ceb_beta_1,2,none,0,0.310000,
mnist_mlp_ceb_beta_1,2,linf,0.3,0.224000,0.022124
mnist_mlp_ceb_beta_1,2,l2,12,0.176000,0.039823
mnist_mlp_ceb_beta_1,3,none,0,0.203000,
mnist_mlp_ceb_beta_1,3,linf,0.3,0.125000,0.025126
mnist_mlp_ceb_beta_1,3,l2,12,0.102000,0.070352
mnist_mlp_ceb_beta_1,4,none,0,0.416000,
mnist_mlp_ceb_beta_1,4,linf,0.3,0.215000,0.156626
mnist_mlp_ceb_beta_1,4,l2,12,0.163000,0.186747
mnist_mlp_ceb_beta_1,5,none,0,0.213000,
mnist_mlp_ceb_beta_1,5,linf,0.3,0.111000,0.043689
mnist_mlp_ceb_beta_1,5,l2,12,0.096000,0.043689
