config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_0.01,1,none,0,0.985000,
mnist_mlp_ceb_beta_0.01,1,linf,0.3,0.380000,0.453940
mnist_mlp_ceb_beta_0.01,1,l2,12,0.148000,0.674806
mnist_mlp_ceb_beta_0.01,2,none,0,0.983000,
mnist_mlp_ceb_beta_0.01,2,linf,0.3,0.338000,0.490545
mnist_mlp_ceb_beta_0.01,2,l2,12,0.140000,0.741935
mnist_mlp_ceb_beta_0.01,3,none,0,0.977000,
mnist_mlp_ceb_beta_0.01,3,linf,0.3,0.383000,0.425532
mnist_mlp_ceb_beta_0.01,3,l2,12,0.165000,0.662934
mnist_mlp_ceb_beta_0.01,4,none,0,0.987000,
mnist_mlp_ceb_beta_0.01,4,linf,0.3,0.300000,0.550998
mnist_mlp_ceb_beta_0.01,4,l2,12,0.129000,0.757206
mnist_mlp_ceb_beta_0.01,5,none,0,0.978000,
mnist_mlp_ceb_beta_0.01,5,linf,0.3,0.402000,0.274356
mnist_mlp_ceb_beta_0.01,5,l2,12,0.161000,0.558791
