config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_10,1,none,0,0.084000,
mnist_mlp_ceb_beta_10,1,linf,0.3,0.086000,0.175000
mnist_mlp_ceb_beta_10,1,l2,12,0.099000,0.112500
mnist_mlp_ceb_beta_10,2,none,0,0.098000,
mnist_mlp_ceb_beta_10,2,linf,0.3,0.105000,0.053191
mnist_mlp_ceb_beta_10,2,l2,12,0.113000,0.063830
mnist_mlp_ceb_beta_10,3,none,0,0.106000,
mnist_mlp_ceb_beta_10,3,linf,0.3,0.114000,0.093750
mnist_mlp_ceb_beta_10,3,l2,12,0.104000,0.114583
mnist_mlp_ceb_beta_10,4,none,0,0.102000,
mnist_mlp_ceb_beta_10,4,linf,0.3,0.105000,0.145833
mnist_mlp_ceb_beta_10,4,l2,12,0.106000,0.072917
mnist_mlp_ceb_beta_10,5,none,0,0.100000,
mnist_mlp_ceb_beta_10,5,linf,0.3,0.118000,0.021277
mnist_mlp_ceb_beta_10,5,l2,12,0.103000,0.074468
