config,run,norm,eps,acc,succ
mnist_mlp_opb_beta_5e-05_anchor_6,1,none,0,0.977000,
mnist_mlp_opb_beta_5e-05_anchor_6,1,linf,0.3,0.324000,0.671525
mnist_mlp_opb_beta_5e-05_anchor_6,1,l2,6,0.322000,0.672646
mnist_mlp_opb_beta_5e-05_anchor_6,2,none,0,0.980000,
mnist_mlp_opb_beta_5e-05_anchor_6,2,linf,0.3,0.306000,0.697207
mnist_mlp_opb_beta_5e-05_anchor_6,2,l2,6,0.320000,0.690503
mnist_mlp_opb_beta_5e-05_anchor_6,3,none,0,0.979000,
mnist_mlp_opb_beta_5e-05_anchor_6,3,linf,0.3,0.330000,0.626398
mnist_mlp_opb_beta_5e-05_anchor_6,3,l2,6,0.337000,0.625280
mnist_mlp_opb_beta_5e-05_anchor_6,4,none,0,0.985000,
mnist_mlp_opb_beta_5e-05_anchor_6,4,linf,0.3,0.466000,0.453333
mnist_mlp_opb_beta_5e-05_anchor_6,4,l2,6,0.468000,0.470000
mnist_mlp_opb_beta_5e-05_anchor_6,5,none,0,0.986000,
mnist_mlp_opb_beta_5e-05_anchor_6,5,linf,0.3,0.335000,0.644839
mnist_mlp_opb_beta_5e-05_anchor_6,5,l2,6,0.365000,0.615982
