2026-09-06 03:14:22 | Device: cuda
2026-09-06 03:14:22 | Args: {'model': 'opb-free-scale', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 1.0, 'energy_classifier': False, 'tied_head': True, 'max_len': 250, 'random_labels': False, 'beta': 0.001, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb-free-scale/california_mlp_opb-free-scale.pt', 'log_path': '/root/autodl-tmp/IB/output/ablation/california_mlp_opb-free-scale_beta_0.001_anchor_1_th/train.log', 'no_save': True}
2026-09-06 03:14:22 | ===== Run 1/5 (seed 0) =====
2026-09-06 03:14:23 | Epoch   1/100 | Train Loss 0.6908 | Val Loss 0.1091 MAE 0.5441 R2 0.3159
2026-09-06 03:14:23 |   Val R2 improved to 0.3159, model saved
2026-09-06 03:14:24 | Epoch   2/100 | Train Loss 0.0844 | Val Loss 0.1447 MAE 1.1490 R2 -0.6160
2026-09-06 03:14:24 | Epoch   3/100 | Train Loss 0.8496 | Val Loss 0.4396 MAE 0.5593 R2 -0.7489
2026-09-06 03:14:24 | Epoch   4/100 | Train Loss 787.6199 | Val Loss 1.4678 MAE 0.7835 R2 -20.6378
2026-09-06 03:14:25 | Epoch   5/100 | Train Loss 0.5565 | Val Loss 0.3953 MAE 0.5857 R2 -3.5068
2026-09-06 03:14:25 | Epoch   6/100 | Train Loss 2.0086 | Val Loss 0.4543 MAE 0.5392 R2 -4.5956
2026-09-06 03:14:25 | Epoch   7/100 | Train Loss 6.2132 | Val Loss 0.4176 MAE 0.5301 R2 -4.2894
2026-09-06 03:14:25 | Epoch   8/100 | Train Loss 45.1072 | Val Loss 0.1876 MAE 0.5711 R2 0.0294
2026-09-06 03:14:26 | Epoch   9/100 | Train Loss 10670.0432 | Val Loss 3.6909 MAE 0.9577 R2 -60.5049
2026-09-06 03:14:26 | Epoch  10/100 | Train Loss 3.6610 | Val Loss 1.6444 MAE 0.6363 R2 -25.1158
2026-09-06 03:14:26 | Epoch  11/100 | Train Loss 1409.2643 | Val Loss 2.3440 MAE 0.7002 R2 -37.4121
2026-09-06 03:14:26 | Val R2 did not improve for 10 consecutive epochs, early stopping at Epoch 11 (best R2 0.3159 @ Epoch 1)
2026-09-06 03:14:26 | Run 1/5 | Test (best model @ Epoch 1) | Loss 0.0419 MAE 0.5353 R2 0.5639
2026-09-06 03:14:26 | ===== Run 2/5 (seed 1) =====
2026-09-06 03:14:27 | Epoch   1/100 | Train Loss 0.6968 | Val Loss 0.0984 MAE 0.9681 R2 0.0364
2026-09-06 03:14:27 |   Val R2 improved to 0.0364, model saved
2026-09-06 03:14:27 | Epoch   2/100 | Train Loss 0.0801 | Val Loss 0.1290 MAE 0.6452 R2 -0.4107
2026-09-06 03:14:27 | Epoch   3/100 | Train Loss 0.1115 | Val Loss 0.2209 MAE 0.9101 R2 -0.5941
2026-09-06 03:14:28 | Epoch   4/100 | Train Loss 195434.4842 | Val Loss 0.3966 MAE 1.5602 R2 -1.2992
2026-09-06 03:14:28 | Epoch   5/100 | Train Loss 0.1976 | Val Loss 0.3725 MAE 1.1323 R2 -4.4246
2026-09-06 03:14:28 | Epoch   6/100 | Train Loss 0.5219 | Val Loss 0.1263 MAE 0.6136 R2 0.3785
2026-09-06 03:14:28 |   Val R2 improved to 0.3785, model saved
2026-09-06 03:14:29 | Epoch   7/100 | Train Loss 205881.0553 | Val Loss 0.1892 MAE 0.7587 R2 0.2024
2026-09-06 03:14:29 | Epoch   8/100 | Train Loss 97.8151 | Val Loss 0.2367 MAE 0.5236 R2 -0.7149
2026-09-06 03:14:29 | Epoch   9/100 | Train Loss 168.9367 | Val Loss 0.4634 MAE 0.5334 R2 -4.7607
2026-09-06 03:14:29 | Epoch  10/100 | Train Loss 1455.1440 | Val Loss 0.1045 MAE 0.6260 R2 0.3677
2026-09-06 03:14:30 | Epoch  11/100 | Train Loss 45.0422 | Val Loss 0.8132 MAE 0.6515 R2 -11.7139
2026-09-06 03:14:30 | Epoch  12/100 | Train Loss 445520.3632 | Val Loss 1.5416 MAE 0.6872 R2 -24.4551
2026-09-06 03:14:30 | Epoch  13/100 | Train Loss 0.4633 | Val Loss 0.1303 MAE 0.6040 R2 -0.3921
2026-09-06 03:14:31 | Epoch  14/100 | Train Loss 0.2229 | Val Loss 0.1548 MAE 0.5266 R2 -0.8169
2026-09-06 03:14:31 | Epoch  15/100 | Train Loss 0.1959 | Val Loss 0.1005 MAE 0.5184 R2 0.0864
2026-09-06 03:14:31 | Epoch  16/100 | Train Loss 0.1653 | Val Loss 0.0779 MAE 0.4681 R2 0.4058
2026-09-06 03:14:31 |   Val R2 improved to 0.4058, model saved
2026-09-06 03:14:32 | Epoch  17/100 | Train Loss 0.1939 | Val Loss 0.2083 MAE 0.6305 R2 -1.7412
