2026-09-02 07:55:46 | Device: cuda
2026-09-02 07:55:46 | Args: {'model': 'opb', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 2.0, 'energy_classifier': False, 'tied_head': True, 'max_len': 250, 'random_labels': False, 'beta': 1.0, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb/california_mlp_opb.pt', 'log_path': '/root/autodl-tmp/IB/tune_results/california_mlp_opb_beta_1_anchor_2/train.log', 'no_save': True}
2026-09-02 07:55:46 | ===== Run 1/5 (seed 0) =====
2026-09-02 07:55:47 | Epoch   1/100 | Train Loss 0.8155 | Val Loss 0.1489 MAE 0.5965 R2 0.4649
2026-09-02 07:55:47 |   Val R2 improved to 0.4649, model saved
2026-09-02 07:55:48 | Epoch   2/100 | Train Loss 0.4016 | Val Loss 0.1035 MAE 0.5103 R2 0.6174
2026-09-02 07:55:48 |   Val R2 improved to 0.6174, model saved
2026-09-02 07:55:48 | Epoch   3/100 | Train Loss 0.3323 | Val Loss 0.0874 MAE 0.4646 R2 0.6880
2026-09-02 07:55:48 |   Val R2 improved to 0.6880, model saved
2026-09-02 07:55:48 | Epoch   4/100 | Train Loss 0.2992 | Val Loss 0.0844 MAE 0.4538 R2 0.6999
2026-09-02 07:55:48 |   Val R2 improved to 0.6999, model saved
2026-09-02 07:55:48 | Epoch   5/100 | Train Loss 0.2778 | Val Loss 0.0807 MAE 0.4582 R2 0.7088
2026-09-02 07:55:48 |   Val R2 improved to 0.7088, model saved
2026-09-02 07:55:49 | Epoch   6/100 | Train Loss 0.2687 | Val Loss 0.0804 MAE 0.4409 R2 0.7064
2026-09-02 07:55:49 | Epoch   7/100 | Train Loss 0.2562 | Val Loss 0.0782 MAE 0.4315 R2 0.7265
2026-09-02 07:55:49 |   Val R2 improved to 0.7265, model saved
2026-09-02 07:55:49 | Epoch   8/100 | Train Loss 0.2552 | Val Loss 0.0798 MAE 0.4497 R2 0.7252
2026-09-02 07:55:49 | Epoch   9/100 | Train Loss 0.2472 | Val Loss 0.0831 MAE 0.4377 R2 0.7169
2026-09-02 07:55:50 | Epoch  10/100 | Train Loss 0.2401 | Val Loss 0.0759 MAE 0.4186 R2 0.7373
2026-09-02 07:55:50 |   Val R2 improved to 0.7373, model saved
2026-09-02 07:55:50 | Epoch  11/100 | Train Loss 0.2372 | Val Loss 0.0763 MAE 0.4334 R2 0.7405
2026-09-02 07:55:50 |   Val R2 improved to 0.7405, model saved
2026-09-02 07:55:50 | Epoch  12/100 | Train Loss 0.2376 | Val Loss 0.0760 MAE 0.4136 R2 0.7418
2026-09-02 07:55:50 |   Val R2 improved to 0.7418, model saved
