2026-08-27 16:13:39 | Device: cuda
2026-08-27 16:13:39 | Args: {'model': 'fgib', 'backbone': 'gnn', 'task': 'cora', 'epochs': 100, 'batch_size': 512, 'lr': 0.01, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 2.0, 'max_len': 250, 'random_labels': False, 'beta': 0.0001, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/cora_gnn_fgib/cora_gnn_fgib.pt', 'log_path': '/root/autodl-tmp/FGIB/tune_results/cora_gnn_fgib_beta_0.0001_anchor_2/train.log', 'no_save': True}
2026-08-27 16:13:53 | Cora 划分（60/20/20 分层）：train 1624 / val 542 / test 542（共 2708 节点，7 类）
2026-08-27 16:13:54 | ===== Run 1/5 (seed 0) =====
2026-08-27 16:13:57 | Epoch   1/100 | Train Loss 1.9544 Acc 0.1096 | Val Loss 1.9071 Acc 0.4539 AUC 0.9091 Pre 0.2552 Rec 0.2889
2026-08-27 16:13:58 |   Val AUC improved to 0.9091, model saved
2026-08-27 16:13:58 | Epoch   2/100 | Train Loss 1.9055 Acc 0.4618 | Val Loss 1.7938 Acc 0.3026 AUC 0.8800 Pre 0.0432 Rec 0.1429
2026-08-27 16:13:58 | Epoch   3/100 | Train Loss 1.7891 Acc 0.3017 | Val Loss 1.6933 Acc 0.3026 AUC 0.8400 Pre 0.0432 Rec 0.1429
2026-08-27 16:13:58 | Epoch   4/100 | Train Loss 1.6887 Acc 0.3017 | Val Loss 1.5510 Acc 0.3100 AUC 0.9060 Pre 0.1864 Rec 0.1497
2026-08-27 16:13:58 | Epoch   5/100 | Train Loss 1.5348 Acc 0.3091 | Val Loss 1.3739 Acc 0.5074 AUC 0.9416 Pre 0.4608 Rec 0.3328
2026-08-27 16:13:59 |   Val AUC improved to 0.9416, model saved
2026-08-27 16:13:59 | Epoch   6/100 | Train Loss 1.3426 Acc 0.5406 | Val Loss 1.1926 Acc 0.6845 AUC 0.9543 Pre 0.5426 Rec 0.5275
2026-08-27 16:13:59 |   Val AUC improved to 0.9543, model saved
2026-08-27 16:13:59 | Epoch   7/100 | Train Loss 1.1476 Acc 0.7161 | Val Loss 1.0023 Acc 0.7306 AUC 0.9607 Pre 0.5329 Rec 0.5838
2026-08-27 16:14:00 |   Val AUC improved to 0.9607, model saved
2026-08-27 16:14:00 | Epoch   8/100 | Train Loss 0.9445 Acc 0.7549 | Val Loss 0.8388 Acc 0.7565 AUC 0.9625 Pre 0.6884 Rec 0.6154
2026-08-27 16:14:01 |   Val AUC improved to 0.9625, model saved
2026-08-27 16:14:01 | Epoch   9/100 | Train Loss 0.7671 Acc 0.7722 | Val Loss 0.7246 Acc 0.7546 AUC 0.9643 Pre 0.6816 Rec 0.6188
2026-08-27 16:14:01 |   Val AUC improved to 0.9643, model saved
2026-08-27 16:14:02 | Epoch  10/100 | Train Loss 0.6282 Acc 0.7857 | Val Loss 0.6424 Acc 0.7860 AUC 0.9671 Pre 0.8395 Rec 0.6689
2026-08-27 16:14:02 |   Val AUC improved to 0.9671, model saved
2026-08-27 16:14:03 | Epoch  11/100 | Train Loss 0.5225 Acc 0.8079 | Val Loss 0.5872 Acc 0.7989 AUC 0.9700 Pre 0.8459 Rec 0.6995
2026-08-27 16:14:03 |   Val AUC improved to 0.9700, model saved
2026-08-27 16:14:03 | Epoch  12/100 | Train Loss 0.4397 Acc 0.8368 | Val Loss 0.5539 Acc 0.8210 AUC 0.9723 Pre 0.8487 Rec 0.7505
2026-08-27 16:14:04 |   Val AUC improved to 0.9723, model saved
2026-08-27 16:14:04 | Epoch  13/100 | Train Loss 0.3702 Acc 0.8867 | Val Loss 0.5332 Acc 0.8579 AUC 0.9737 Pre 0.8402 Rec 0.8292
2026-08-27 16:14:05 |   Val AUC improved to 0.9737, model saved
2026-08-27 16:14:05 | Epoch  14/100 | Train Loss 0.3092 Acc 0.9175 | Val Loss 0.5405 Acc 0.8635 AUC 0.9744 Pre 0.8356 Rec 0.8493
2026-08-27 16:14:06 |   Val AUC improved to 0.9744, model saved
2026-08-27 16:14:06 | Epoch  15/100 | Train Loss 0.2623 Acc 0.9255 | Val Loss 0.5746 Acc 0.8616 AUC 0.9743 Pre 0.8387 Rec 0.8520
2026-08-27 16:14:06 | Epoch  16/100 | Train Loss 0.2420 Acc 0.9261 | Val Loss 0.6028 Acc 0.8653 AUC 0.9741 Pre 0.8420 Rec 0.8491
2026-08-27 16:14:06 | Epoch  17/100 | Train Loss 0.2129 Acc 0.9261 | Val Loss 0.6365 Acc 0.8635 AUC 0.9739 Pre 0.8417 Rec 0.8436
2026-08-27 16:14:06 | Epoch  18/100 | Train Loss 0.1867 Acc 0.9366 | Val Loss 0.6811 Acc 0.8635 AUC 0.9740 Pre 0.8486 Rec 0.8448
2026-08-27 16:14:06 | Epoch  19/100 | Train Loss 0.1647 Acc 0.9477 | Val Loss 0.7348 Acc 0.8635 AUC 0.9741 Pre 0.8581 Rec 0.8450
2026-08-27 16:14:07 | Epoch  20/100 | Train Loss 0.1554 Acc 0.9483 | Val Loss 0.7918 Acc 0.8690 AUC 0.9741 Pre 0.8647 Rec 0.8527
2026-08-27 16:14:07 | Epoch  21/100 | Train Loss 0.1403 Acc 0.9532 | Val Loss 0.8343 Acc 0.8598 AUC 0.9737 Pre 0.8513 Rec 0.8457
2026-08-27 16:14:07 | Epoch  22/100 | Train Loss 0.1302 Acc 0.9557 | Val Loss 0.8748 Acc 0.8561 AUC 0.9735 Pre 0.8439 Rec 0.8420
2026-08-27 16:14:07 | Epoch  23/100 | Train Loss 0.1084 Acc 0.9655 | Val Loss 0.9162 Acc 0.8561 AUC 0.9731 Pre 0.8456 Rec 0.8420
2026-08-27 16:14:07 | Epoch  24/100 | Train Loss 0.0971 Acc 0.9649 | Val Loss 0.9510 Acc 0.8598 AUC 0.9726 Pre 0.8506 Rec 0.8477
2026-08-27 16:14:07 | Val AUC did not improve for 10 consecutive epochs, early stopping at Epoch 24 (best AUC 0.9744 @ Epoch 14)
2026-08-27 16:14:07 | Run 1/5 | Test (best model @ Epoch 14) | Loss 0.5068 Acc 0.8782 AUC 0.9789 Pre 0.8575 Rec 0.8728
2026-08-27 16:14:07 | ===== Run 2/5 (seed 1) =====
2026-08-27 16:14:07 | Epoch   1/100 | Train Loss 1.9358 Acc 0.3017 | Val Loss 1.8874 Acc 0.3026 AUC 0.9061 Pre 0.0432 Rec 0.1429
2026-08-27 16:14:08 |   Val AUC improved to 0.9061, model saved
2026-08-27 16:14:08 | Epoch   2/100 | Train Loss 1.8857 Acc 0.3017 | Val Loss 1.7771 Acc 0.3026 AUC 0.8747 Pre 0.0432 Rec 0.1429
2026-08-27 16:14:08 | Epoch   3/100 | Train Loss 1.7732 Acc 0.3017 | Val Loss 1.6983 Acc 0.3026 AUC 0.8409 Pre 0.0432 Rec 0.1429
2026-08-27 16:14:08 | Epoch   4/100 | Train Loss 1.6944 Acc 0.3017 | Val Loss 1.5397 Acc 0.3026 AUC 0.9167 Pre 0.0432 Rec 0.1429
2026-08-27 16:14:09 |   Val AUC improved to 0.9167, model saved
2026-08-27 16:14:09 | Epoch   5/100 | Train Loss 1.5248 Acc 0.3042 | Val Loss 1.3841 Acc 0.5240 AUC 0.9444 Pre 0.5596 Rec 0.3491
2026-08-27 16:14:09 |   Val AUC improved to 0.9444, model saved
2026-08-27 16:14:09 | Epoch   6/100 | Train Loss 1.3575 Acc 0.5573 | Val Loss 1.2089 Acc 0.6993 AUC 0.9541 Pre 0.5315 Rec 0.5475
2026-08-27 16:14:10 |   Val AUC improved to 0.9541, model saved
2026-08-27 16:14:10 | Epoch   7/100 | Train Loss 1.1684 Acc 0.7297 | Val Loss 1.0130 Acc 0.7343 AUC 0.9581 Pre 0.5368 Rec 0.5918
2026-08-27 16:14:10 |   Val AUC improved to 0.9581, model saved
2026-08-27 16:14:11 | Epoch   8/100 | Train Loss 0.9622 Acc 0.7635 | Val Loss 0.8482 Acc 0.7509 AUC 0.9596 Pre 0.6889 Rec 0.6126
2026-08-27 16:14:11 |   Val AUC improved to 0.9596, model saved
2026-08-27 16:14:11 | Epoch   9/100 | Train Loss 0.7796 Acc 0.7728 | Val Loss 0.7364 Acc 0.7583 AUC 0.9623 Pre 0.6850 Rec 0.6253
2026-08-27 16:14:12 |   Val AUC improved to 0.9623, model saved
2026-08-27 16:14:12 | Epoch  10/100 | Train Loss 0.6441 Acc 0.7820 | Val Loss 0.6585 Acc 0.7749 AUC 0.9655 Pre 0.8343 Rec 0.6521
2026-08-27 16:14:13 |   Val AUC improved to 0.9655, model saved
2026-08-27 16:14:13 | Epoch  11/100 | Train Loss 0.5436 Acc 0.7956 | Val Loss 0.6053 Acc 0.7786 AUC 0.9685 Pre 0.8321 Rec 0.6701
2026-08-27 16:14:14 |   Val AUC improved to 0.9685, model saved
2026-08-27 16:14:14 | Epoch  12/100 | Train Loss 0.4653 Acc 0.8177 | Val Loss 0.5636 Acc 0.8284 AUC 0.9702 Pre 0.8500 Rec 0.7685
2026-08-27 16:14:14 |   Val AUC improved to 0.9702, model saved
2026-08-27 16:14:14 | Epoch  13/100 | Train Loss 0.3874 Acc 0.8879 | Val Loss 0.5301 Acc 0.8561 AUC 0.9723 Pre 0.8441 Rec 0.8254
2026-08-27 16:14:15 |   Val AUC improved to 0.9723, model saved
2026-08-27 16:14:15 | Epoch  14/100 | Train Loss 0.3147 Acc 0.9175 | Val Loss 0.5271 Acc 0.8672 AUC 0.9735 Pre 0.8423 Rec 0.8475
2026-08-27 16:14:15 |   Val AUC improved to 0.9735, model saved
2026-08-27 16:14:15 | Epoch  15/100 | Train Loss 0.2675 Acc 0.9280 | Val Loss 0.5573 Acc 0.8616 AUC 0.9742 Pre 0.8382 Rec 0.8478
2026-08-27 16:14:16 |   Val AUC improved to 0.9742, model saved
2026-08-27 16:14:16 | Epoch  16/100 | Train Loss 0.2445 Acc 0.9243 | Val Loss 0.5840 Acc 0.8653 AUC 0.9747 Pre 0.8406 Rec 0.8515
2026-08-27 16:14:17 |   Val AUC improved to 0.9747, model saved
2026-08-27 16:14:17 | Epoch  17/100 | Train Loss 0.2202 Acc 0.9261 | Val Loss 0.6032 Acc 0.8653 AUC 0.9752 Pre 0.8404 Rec 0.8480
2026-08-27 16:14:17 |   Val AUC improved to 0.9752, model saved
2026-08-27 16:14:17 | Epoch  18/100 | Train Loss 0.1901 Acc 0.9310 | Val Loss 0.6409 Acc 0.8635 AUC 0.9755 Pre 0.8419 Rec 0.8443
2026-08-27 16:14:18 |   Val AUC improved to 0.9755, model saved
2026-08-27 16:14:18 | Epoch  19/100 | Train Loss 0.1711 Acc 0.9421 | Val Loss 0.6892 Acc 0.8616 AUC 0.9755 Pre 0.8488 Rec 0.8429
2026-08-27 16:14:18 | Epoch  20/100 | Train Loss 0.1525 Acc 0.9470 | Val Loss 0.7495 Acc 0.8616 AUC 0.9752 Pre 0.8559 Rec 0.8417
2026-08-27 16:14:18 | Epoch  21/100 | Train Loss 0.1439 Acc 0.9514 | Val Loss 0.7984 Acc 0.8598 AUC 0.9750 Pre 0.8551 Rec 0.8408
2026-08-27 16:14:18 | Epoch  22/100 | Train Loss 0.1253 Acc 0.9594 | Val Loss 0.8345 Acc 0.8579 AUC 0.9745 Pre 0.8486 Rec 0.8381
2026-08-27 16:14:18 | Epoch  23/100 | Train Loss 0.1107 Acc 0.9631 | Val Loss 0.8679 Acc 0.8616 AUC 0.9743 Pre 0.8480 Rec 0.8481
2026-08-27 16:14:18 | Epoch  24/100 | Train Loss 0.0969 Acc 0.9655 | Val Loss 0.8990 Acc 0.8542 AUC 0.9740 Pre 0.8405 Rec 0.8380
2026-08-27 16:14:18 | Epoch  25/100 | Train Loss 0.0845 Acc 0.9704 | Val Loss 0.9322 Acc 0.8579 AUC 0.9736 Pre 0.8447 Rec 0.8444
2026-08-27 16:14:18 | Epoch  26/100 | Train Loss 0.0794 Acc 0.9698 | Val Loss 0.9629 Acc 0.8616 AUC 0.9733 Pre 0.8474 Rec 0.8497
2026-08-27 16:14:18 | Epoch  27/100 | Train Loss 0.0762 Acc 0.9729 | Val Loss 0.9888 Acc 0.8653 AUC 0.9728 Pre 0.8522 Rec 0.8545
2026-08-27 16:14:18 | Epoch  28/100 | Train Loss 0.0698 Acc 0.9760 | Val Loss 1.0157 Acc 0.8690 AUC 0.9725 Pre 0.8542 Rec 0.8585
2026-08-27 16:14:18 | Val AUC did not improve for 10 consecutive epochs, early stopping at Epoch 28 (best AUC 0.9755 @ Epoch 18)
2026-08-27 16:14:18 | Run 2/5 | Test (best model @ Epoch 18) | Loss 0.5595 Acc 0.8727 AUC 0.9809 Pre 0.8618 Rec 0.8674
2026-08-27 16:14:18 | ===== Run 3/5 (seed 2) =====
2026-08-27 16:14:19 | Epoch   1/100 | Train Loss 1.9523 Acc 0.0683 | Val Loss 1.9052 Acc 0.5000 AUC 0.9146 Pre 0.2491 Rec 0.3347
2026-08-27 16:14:19 |   Val AUC improved to 0.9146, model saved
2026-08-27 16:14:20 | Epoch   2/100 | Train Loss 1.9036 Acc 0.5037 | Val Loss 1.7928 Acc 0.3026 AUC 0.8945 Pre 0.0432 Rec 0.1429
2026-08-27 16:14:20 | Epoch   3/100 | Train Loss 1.7895 Acc 0.3017 | Val Loss 1.6852 Acc 0.3026 AUC 0.8712 Pre 0.0432 Rec 0.1429
2026-08-27 16:14:20 | Epoch   4/100 | Train Loss 1.6800 Acc 0.3017 | Val Loss 1.5429 Acc 0.3026 AUC 0.9174 Pre 0.0432 Rec 0.1429
