2026-08-30 03:42:11 | Device: cuda
2026-08-30 03:42:11 | Args: {'model': 'fgib', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 8.0, 'max_len': 250, 'random_labels': False, 'beta': 0.001, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_fgib/california_mlp_fgib.pt', 'log_path': '/root/autodl-tmp/FGIB/tune_results_ablation/hdirect_a48/california_mlp_fgib_beta_0.001_anchor_8/train.log', 'no_save': True, 'freeze_a': False, 'a_identity': True, 'cosine_classifier': False, 'log_variance_stats': False, 'subject_disjoint': False}
2026-08-30 03:42:11 | ===== Run 1/5 (seed 0) =====
2026-08-30 03:42:12 | Epoch   1/100 | Train Loss 0.0911 | Val Loss 0.0665 MAE 0.5500 R2 0.4431
2026-08-30 03:42:12 |   Val R2 improved to 0.4431, model saved
2026-08-30 03:42:13 | Epoch   2/100 | Train Loss 0.0587 | Val Loss 0.0561 MAE 0.4873 R2 0.6035
2026-08-30 03:42:13 |   Val R2 improved to 0.6035, model saved
2026-08-30 03:42:13 | Epoch   3/100 | Train Loss 0.0542 | Val Loss 0.0559 MAE 0.4569 R2 0.5898
2026-08-30 03:42:13 | Epoch   4/100 | Train Loss 0.0521 | Val Loss 0.0486 MAE 0.4339 R2 0.7047
2026-08-30 03:42:13 |   Val R2 improved to 0.7047, model saved
2026-08-30 03:42:13 | Epoch   5/100 | Train Loss 0.0510 | Val Loss 0.0502 MAE 0.4274 R2 0.6775
2026-08-30 03:42:13 | Epoch   6/100 | Train Loss 0.0497 | Val Loss 0.0474 MAE 0.4344 R2 0.7132
2026-08-30 03:42:13 |   Val R2 improved to 0.7132, model saved
2026-08-30 03:42:13 | Epoch   7/100 | Train Loss 0.0492 | Val Loss 0.0468 MAE 0.4283 R2 0.7181
2026-08-30 03:42:13 |   Val R2 improved to 0.7181, model saved
2026-08-30 03:42:13 | Epoch   8/100 | Train Loss 0.0484 | Val Loss 0.0462 MAE 0.4149 R2 0.7310
2026-08-30 03:42:13 |   Val R2 improved to 0.7310, model saved
2026-08-30 03:42:14 | Epoch   9/100 | Train Loss 0.0481 | Val Loss 0.0478 MAE 0.4392 R2 0.7000
2026-08-30 03:42:14 | Epoch  10/100 | Train Loss 0.0477 | Val Loss 0.0459 MAE 0.4182 R2 0.7269
2026-08-30 03:42:14 | Epoch  11/100 | Train Loss 0.0472 | Val Loss 0.0439 MAE 0.4048 R2 0.7583
2026-08-30 03:42:14 |   Val R2 improved to 0.7583, model saved
2026-08-30 03:42:14 | Epoch  12/100 | Train Loss 0.0470 | Val Loss 0.0442 MAE 0.4058 R2 0.7516
2026-08-30 03:42:15 | Epoch  13/100 | Train Loss 0.0464 | Val Loss 0.0457 MAE 0.4187 R2 0.7263
2026-08-30 03:42:15 | Epoch  14/100 | Train Loss 0.0465 | Val Loss 0.0442 MAE 0.3971 R2 0.7513
2026-08-30 03:42:15 | Epoch  15/100 | Train Loss 0.0462 | Val Loss 0.0448 MAE 0.4040 R2 0.7413
2026-08-30 03:42:15 | Epoch  16/100 | Train Loss 0.0459 | Val Loss 0.0436 MAE 0.3949 R2 0.7605
2026-08-30 03:42:15 |   Val R2 improved to 0.7605, model saved
2026-08-30 03:42:15 | Epoch  17/100 | Train Loss 0.0457 | Val Loss 0.0436 MAE 0.3898 R2 0.7602
2026-08-30 03:42:15 | Epoch  18/100 | Train Loss 0.0458 | Val Loss 0.0446 MAE 0.4045 R2 0.7434
2026-08-30 03:42:16 | Epoch  19/100 | Train Loss 0.0453 | Val Loss 0.0443 MAE 0.4027 R2 0.7454
2026-08-30 03:42:16 | Epoch  20/100 | Train Loss 0.0455 | Val Loss 0.0444 MAE 0.4044 R2 0.7457
2026-08-30 03:42:16 | Epoch  21/100 | Train Loss 0.0452 | Val Loss 0.0439 MAE 0.3950 R2 0.7533
2026-08-30 03:42:16 | Epoch  22/100 | Train Loss 0.0449 | Val Loss 0.0431 MAE 0.3826 R2 0.7656
2026-08-30 03:42:16 |   Val R2 improved to 0.7656, model saved
2026-08-30 03:42:16 | Epoch  23/100 | Train Loss 0.0447 | Val Loss 0.0431 MAE 0.3815 R2 0.7686
2026-08-30 03:42:16 |   Val R2 improved to 0.7686, model saved
2026-08-30 03:42:16 | Epoch  24/100 | Train Loss 0.0446 | Val Loss 0.0436 MAE 0.3951 R2 0.7559
2026-08-30 03:42:17 | Epoch  25/100 | Train Loss 0.0443 | Val Loss 0.0441 MAE 0.3958 R2 0.7497
2026-08-30 03:42:17 | Epoch  26/100 | Train Loss 0.0443 | Val Loss 0.0438 MAE 0.4038 R2 0.7528
2026-08-30 03:42:17 | Epoch  27/100 | Train Loss 0.0441 | Val Loss 0.0432 MAE 0.3891 R2 0.7621
2026-08-30 03:42:17 | Epoch  28/100 | Train Loss 0.0442 | Val Loss 0.0431 MAE 0.3852 R2 0.7636
2026-08-30 03:42:17 | Epoch  29/100 | Train Loss 0.0444 | Val Loss 0.0430 MAE 0.3922 R2 0.7632
