2026-09-14 22:32:34 | Device: cuda
2026-09-14 22:32:34 | Args: {'model': 'opb-fixed-axis', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 12.0, 'energy_classifier': False, 'tied_head': False, 'max_len': 250, 'random_labels': False, 'beta': 0.0001, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb-fixed-axis/california_mlp_opb-fixed-axis.pt', 'log_path': '/root/autodl-tmp/IB/output/ablation/california_mlp_opb-fixed-axis_beta_0.0001_anchor_12/train.log', 'no_save': True}
2026-09-14 22:32:34 | ===== Run 1/5 (seed 0) =====
2026-09-14 22:32:38 | Epoch   1/100 | Train Loss 0.0847 | Val Loss 0.0487 MAE 0.6711 R2 0.1771
2026-09-14 22:32:38 |   Val R2 improved to 0.1771, model saved
2026-09-14 22:32:39 | Epoch   2/100 | Train Loss 0.0339 | Val Loss 0.0289 MAE 0.5742 R2 0.5128
2026-09-14 22:32:39 |   Val R2 improved to 0.5128, model saved
2026-09-14 22:32:39 | Epoch   3/100 | Train Loss 0.0272 | Val Loss 0.0241 MAE 0.5273 R2 0.5937
2026-09-14 22:32:39 |   Val R2 improved to 0.5937, model saved
2026-09-14 22:32:39 | Epoch   4/100 | Train Loss 0.0235 | Val Loss 0.0206 MAE 0.4901 R2 0.6535
2026-09-14 22:32:39 |   Val R2 improved to 0.6535, model saved
2026-09-14 22:32:40 | Epoch   5/100 | Train Loss 0.0215 | Val Loss 0.0188 MAE 0.4727 R2 0.6833
2026-09-14 22:32:40 |   Val R2 improved to 0.6833, model saved
2026-09-14 22:32:40 | Epoch   6/100 | Train Loss 0.0200 | Val Loss 0.0179 MAE 0.4576 R2 0.6992
2026-09-14 22:32:40 |   Val R2 improved to 0.6992, model saved
2026-09-14 22:32:40 | Epoch   7/100 | Train Loss 0.0191 | Val Loss 0.0172 MAE 0.4523 R2 0.7115
2026-09-14 22:32:40 |   Val R2 improved to 0.7115, model saved
2026-09-14 22:32:41 | Epoch   8/100 | Train Loss 0.0186 | Val Loss 0.0168 MAE 0.4420 R2 0.7175
2026-09-14 22:32:41 |   Val R2 improved to 0.7175, model saved
2026-09-14 22:32:41 | Epoch   9/100 | Train Loss 0.0181 | Val Loss 0.0167 MAE 0.4343 R2 0.7192
2026-09-14 22:32:41 |   Val R2 improved to 0.7192, model saved
2026-09-14 22:32:41 | Epoch  10/100 | Train Loss 0.0177 | Val Loss 0.0160 MAE 0.4361 R2 0.7315
2026-09-14 22:32:41 |   Val R2 improved to 0.7315, model saved
2026-09-14 22:32:42 | Epoch  11/100 | Train Loss 0.0175 | Val Loss 0.0159 MAE 0.4343 R2 0.7337
2026-09-14 22:32:42 |   Val R2 improved to 0.7337, model saved
2026-09-14 22:32:42 | Epoch  12/100 | Train Loss 0.0175 | Val Loss 0.0160 MAE 0.4241 R2 0.7312
2026-09-14 22:32:42 | Epoch  13/100 | Train Loss 0.0171 | Val Loss 0.0157 MAE 0.4242 R2 0.7364
2026-09-14 22:32:42 |   Val R2 improved to 0.7364, model saved
2026-09-14 22:32:43 | Epoch  14/100 | Train Loss 0.0169 | Val Loss 0.0156 MAE 0.4211 R2 0.7386
2026-09-14 22:32:43 |   Val R2 improved to 0.7386, model saved
2026-09-14 22:32:43 | Epoch  15/100 | Train Loss 0.0168 | Val Loss 0.0153 MAE 0.4191 R2 0.7449
2026-09-14 22:32:43 |   Val R2 improved to 0.7449, model saved
2026-09-14 22:32:43 | Epoch  16/100 | Train Loss 0.0167 | Val Loss 0.0152 MAE 0.4151 R2 0.7450
2026-09-14 22:32:43 |   Val R2 improved to 0.7450, model saved
