2026-09-06 03:10:32 | Device: cuda
2026-09-06 03:10:32 | Args: {'model': 'opb-free-scale', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 1.0, 'energy_classifier': False, 'tied_head': True, 'max_len': 250, 'random_labels': False, 'beta': 0.0001, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb-free-scale/california_mlp_opb-free-scale.pt', 'log_path': '/root/autodl-tmp/IB/output/ablation/california_mlp_opb-free-scale_beta_0.0001_anchor_1_th/train.log', 'no_save': True}
2026-09-06 03:10:32 | ===== Run 1/5 (seed 0) =====
2026-09-06 03:10:33 | Epoch   1/100 | Train Loss 0.6829 | Val Loss 0.0583 MAE 0.5455 R2 0.3292
2026-09-06 03:10:33 |   Val R2 improved to 0.3292, model saved
2026-09-06 03:10:34 | Epoch   2/100 | Train Loss 2.7592 | Val Loss 0.3305 MAE 0.6225 R2 -3.9051
2026-09-06 03:10:34 | Epoch   3/100 | Train Loss 114885.8314 | Val Loss 0.6551 MAE 0.9715 R2 -9.7256
2026-09-06 03:10:34 | Epoch   4/100 | Train Loss 30.3434 | Val Loss 0.3133 MAE 0.7277 R2 -3.9681
2026-09-06 03:10:35 | Epoch   5/100 | Train Loss 0.9942 | Val Loss 0.1181 MAE 0.6610 R2 -0.6404
2026-09-06 03:10:35 | Epoch   6/100 | Train Loss 33090176.8964 | Val Loss 0.0813 MAE 0.5901 R2 -0.2438
2026-09-06 03:10:35 | Epoch   7/100 | Train Loss 0.1564 | Val Loss 0.0830 MAE 0.5374 R2 -0.3027
2026-09-06 03:10:36 | Epoch   8/100 | Train Loss 0.1195 | Val Loss 0.0598 MAE 0.4956 R2 0.1627
2026-09-06 03:10:36 | Epoch   9/100 | Train Loss 0.0972 | Val Loss 0.0345 MAE 0.4655 R2 0.6768
2026-09-06 03:10:36 |   Val R2 improved to 0.6768, model saved
2026-09-06 03:10:36 | Epoch  10/100 | Train Loss 0.0826 | Val Loss 0.0554 MAE 0.4865 R2 0.3517
2026-09-06 03:10:37 | Epoch  11/100 | Train Loss 0.0840 | Val Loss 0.0503 MAE 0.4574 R2 0.4496
2026-09-06 03:10:37 | Epoch  12/100 | Train Loss 0.0800 | Val Loss 0.0391 MAE 0.4740 R2 0.6326
2026-09-06 03:10:37 | Epoch  13/100 | Train Loss 0.0628 | Val Loss 0.0622 MAE 0.4646 R2 0.2368
2026-09-06 03:10:37 | Epoch  14/100 | Train Loss 0.0641 | Val Loss 0.0415 MAE 0.4607 R2 0.6021
2026-09-06 03:10:38 | Epoch  15/100 | Train Loss 0.0598 | Val Loss 0.0596 MAE 0.4450 R2 0.2892
2026-09-06 03:10:38 | Epoch  16/100 | Train Loss 0.0668 | Val Loss 0.0336 MAE 0.4640 R2 0.7136
2026-09-06 03:10:38 |   Val R2 improved to 0.7136, model saved
2026-09-06 03:10:38 | Epoch  17/100 | Train Loss 0.0569 | Val Loss 0.0418 MAE 0.4761 R2 0.5673
2026-09-06 03:10:39 | Epoch  18/100 | Train Loss 0.0583 | Val Loss 0.0323 MAE 0.4308 R2 0.7279
2026-09-06 03:10:39 |   Val R2 improved to 0.7279, model saved
2026-09-06 03:10:39 | Epoch  19/100 | Train Loss 0.0513 | Val Loss 0.0328 MAE 0.4324 R2 0.7167
2026-09-06 03:10:39 | Epoch  20/100 | Train Loss 0.0508 | Val Loss 0.0326 MAE 0.4271 R2 0.7142
