2026-09-02 07:59:16 | Device: cuda
2026-09-02 07:59:16 | Args: {'model': 'opb', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 16.0, 'energy_classifier': False, 'tied_head': True, 'max_len': 250, 'random_labels': False, 'beta': 0.1, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb/california_mlp_opb.pt', 'log_path': '/root/autodl-tmp/IB/tune_results/california_mlp_opb_beta_0.1_anchor_16/train.log', 'no_save': True}
2026-09-02 07:59:16 | ===== Run 1/5 (seed 0) =====
2026-09-02 07:59:17 | Epoch   1/100 | Train Loss 1.5684 | Val Loss 0.7504 MAE 0.6758 R2 0.1643
2026-09-02 07:59:17 |   Val R2 improved to 0.1643, model saved
2026-09-02 07:59:18 | Epoch   2/100 | Train Loss 0.6744 | Val Loss 0.3811 MAE 0.5616 R2 0.5266
2026-09-02 07:59:18 |   Val R2 improved to 0.5266, model saved
2026-09-02 07:59:18 | Epoch   3/100 | Train Loss 0.4541 | Val Loss 0.2702 MAE 0.4851 R2 0.6540
2026-09-02 07:59:18 |   Val R2 improved to 0.6540, model saved
2026-09-02 07:59:18 | Epoch   4/100 | Train Loss 0.3524 | Val Loss 0.2382 MAE 0.4580 R2 0.6864
2026-09-02 07:59:18 |   Val R2 improved to 0.6864, model saved
2026-09-02 07:59:18 | Epoch   5/100 | Train Loss 0.3069 | Val Loss 0.2171 MAE 0.4480 R2 0.7108
2026-09-02 07:59:18 |   Val R2 improved to 0.7108, model saved
2026-09-02 07:59:19 | Epoch   6/100 | Train Loss 0.2726 | Val Loss 0.2081 MAE 0.4375 R2 0.7172
2026-09-02 07:59:19 |   Val R2 improved to 0.7172, model saved
2026-09-02 07:59:19 | Epoch   7/100 | Train Loss 0.2523 | Val Loss 0.1955 MAE 0.4321 R2 0.7305
2026-09-02 07:59:19 |   Val R2 improved to 0.7305, model saved
