config,run,norm,eps,acc
mnist_mlp_ceb_beta0.1,1,l2,1,0.9130000472068787
mnist_mlp_ceb_beta0.1,1,l2,1.5,0.8560000658035278
mnist_mlp_ceb_beta0.1,1,l2,2,0.7690000534057617
mnist_mlp_ceb_beta0.1,1,l2,2.5,0.64000004529953
mnist_mlp_ceb_beta0.1,1,l2,3,0.445000022649765
mnist_mlp_ceb_beta0.1,2,none,0,0.9750000238418579
mnist_mlp_ceb_beta0.1,2,linf,0.05,0.9180000424385071
mnist_mlp_ceb_beta0.1,2,linf,0.1,0.6720000505447388
mnist_mlp_ceb_beta0.1,2,linf,0.15,0.4270000159740448
mnist_mlp_ceb_beta0.1,2,linf,0.2,0.22200001776218414
mnist_mlp_ceb_beta0.1,2,linf,0.25,0.11500000208616257
mnist_mlp_ceb_beta0.1,2,linf,0.3,0.07300000637769699
mnist_mlp_ceb_beta0.1,2,l2,0.5,0.9530000686645508
mnist_mlp_ceb_beta0.1,2,l2,1,0.9160000681877136
mnist_mlp_ceb_beta0.1,2,l2,1.5,0.8450000286102295
mnist_mlp_ceb_beta0.1,2,l2,2,0.7000000476837158
mnist_mlp_ceb_beta0.1,2,l2,2.5,0.5520000457763672
mnist_mlp_ceb_beta0.1,2,l2,3,0.4310000240802765
mnist_mlp_ceb_beta0.1,3,none,0,0.9800000190734863
mnist_mlp_ceb_beta0.1,3,linf,0.05,0.9190000295639038
mnist_mlp_ceb_beta0.1,3,linf,0.1,0.6830000281333923
mnist_mlp_ceb_beta0.1,3,linf,0.15,0.39500001072883606
mnist_mlp_ceb_beta0.1,3,linf,0.2,0.20900000631809235
mnist_mlp_ceb_beta0.1,3,linf,0.25,0.10900000482797623
mnist_mlp_ceb_beta0.1,3,linf,0.3,0.05300000309944153
mnist_mlp_ceb_beta0.1,3,l2,0.5,0.9600000381469727
mnist_mlp_ceb_beta0.1,3,l2,1,0.9220000505447388
mnist_mlp_ceb_beta0.1,3,l2,1.5,0.8570000529289246
mnist_mlp_ceb_beta0.1,3,l2,2,0.7020000219345093
mnist_mlp_ceb_beta0.1,3,l2,2.5,0.5490000247955322
mnist_mlp_ceb_beta0.1,3,l2,3,0.41200003027915955
mnist_mlp_ceb_beta0.1,4,none,0,0.9750000238418579
mnist_mlp_ceb_beta0.1,4,linf,0.05,0.9220000505447388
mnist_mlp_ceb_beta0.1,4,linf,0.1,0.7120000123977661
mnist_mlp_ceb_beta0.1,4,linf,0.15,0.43300002813339233
mnist_mlp_ceb_beta0.1,4,linf,0.2,0.24000000953674316
mnist_mlp_ceb_beta0.1,4,linf,0.25,0.1290000081062317
mnist_mlp_ceb_beta0.1,4,linf,0.3,0.07500000298023224
mnist_mlp_ceb_beta0.1,4,l2,0.5,0.956000030040741
mnist_mlp_ceb_beta0.1,4,l2,1,0.9230000376701355
mnist_mlp_ceb_beta0.1,4,l2,1.5,0.8720000386238098
mnist_mlp_ceb_beta0.1,4,l2,2,0.7490000128746033
mnist_mlp_ceb_beta0.1,4,l2,2.5,0.6020000576972961
mnist_mlp_ceb_beta0.1,4,l2,3,0.4570000171661377
mnist_mlp_ceb_beta0.1,5,none,0,0.9770000576972961
mnist_mlp_ceb_beta0.1,5,linf,0.05,0.9150000214576721
mnist_mlp_ceb_beta0.1,5,linf,0.1,0.6970000267028809
mnist_mlp_ceb_beta0.1,5,linf,0.15,0.46700000762939453
mnist_mlp_ceb_beta0.1,5,linf,0.2,0.2760000228881836
mnist_mlp_ceb_beta0.1,5,linf,0.25,0.14500001072883606
mnist_mlp_ceb_beta0.1,5,linf,0.3,0.0690000057220459
mnist_mlp_ceb_beta0.1,5,l2,0.5,0.9540000557899475
mnist_mlp_ceb_beta0.1,5,l2,1,0.921000063419342
mnist_mlp_ceb_beta0.1,5,l2,1.5,0.8520000576972961
mnist_mlp_ceb_beta0.1,5,l2,2,0.7440000176429749
mnist_mlp_ceb_beta0.1,5,l2,2.5,0.5980000495910645
mnist_mlp_ceb_beta0.1,5,l2,3,0.46700000762939453
mnist_mlp_ceb_beta0.01,1,none,0,0.9850000739097595
mnist_mlp_ceb_beta0.01,1,linf,0.05,0.9340000152587891
mnist_mlp_ceb_beta0.01,1,linf,0.1,0.7760000228881836
mnist_mlp_ceb_beta0.01,1,linf,0.15,0.4910000264644623
mnist_mlp_ceb_beta0.01,1,linf,0.2,0.26500001549720764
mnist_mlp_ceb_beta0.01,1,linf,0.25,0.1300000101327896
mnist_mlp_ceb_beta0.01,1,linf,0.3,0.0560000017285347
mnist_mlp_ceb_beta0.01,1,l2,0.5,0.9670000672340393
mnist_mlp_ceb_beta0.01,1,l2,1,0.9290000200271606
mnist_mlp_ceb_beta0.01,1,l2,1.5,0.8820000290870667
mnist_mlp_ceb_beta0.01,1,l2,2,0.7800000309944153
mnist_mlp_ceb_beta0.01,1,l2,2.5,0.6210000514984131
mnist_mlp_ceb_beta0.01,1,l2,3,0.48100003600120544
mnist_mlp_ceb_beta0.01,2,none,0,0.9830000400543213
mnist_mlp_ceb_beta0.01,2,linf,0.05,0.9330000281333923
mnist_mlp_ceb_beta0.01,2,linf,0.1,0.7190000414848328
mnist_mlp_ceb_beta0.01,2,linf,0.15,0.45100003480911255
mnist_mlp_ceb_beta0.01,2,linf,0.2,0.23600001633167267
mnist_mlp_ceb_beta0.01,2,linf,0.25,0.13600000739097595
mnist_mlp_ceb_beta0.01,2,linf,0.3,0.06800000369548798
mnist_mlp_ceb_beta0.01,2,l2,0.5,0.9660000205039978
mnist_mlp_ceb_beta0.01,2,l2,1,0.9350000619888306
mnist_mlp_ceb_beta0.01,2,l2,1.5,0.8700000643730164
mnist_mlp_ceb_beta0.01,2,l2,2,0.7520000338554382
mnist_mlp_ceb_beta0.01,2,l2,2.5,0.5850000381469727
mnist_mlp_ceb_beta0.01,2,l2,3,0.45500001311302185
mnist_mlp_ceb_beta0.01,3,none,0,0.9810000658035278
mnist_mlp_ceb_beta0.01,3,linf,0.05,0.9310000538825989
mnist_mlp_ceb_beta0.01,3,linf,0.1,0.7390000224113464
mnist_mlp_ceb_beta0.01,3,linf,0.15,0.4750000238418579
mnist_mlp_ceb_beta0.01,3,linf,0.2,0.2880000174045563
mnist_mlp_ceb_beta0.01,3,linf,0.25,0.1600000113248825
mnist_mlp_ceb_beta0.01,3,linf,0.3,0.07300000637769699
mnist_mlp_ceb_beta0.01,3,l2,0.5,0.9630000591278076
mnist_mlp_ceb_beta0.01,3,l2,1,0.9300000667572021
mnist_mlp_ceb_beta0.01,3,l2,1.5,0.8840000629425049
mnist_mlp_ceb_beta0.01,3,l2,2,0.7700000405311584
mnist_mlp_ceb_beta0.01,3,l2,2.5,0.5960000157356262
mnist_mlp_ceb_beta0.01,3,l2,3,0.4660000205039978
mnist_mlp_ceb_beta0.01,4,none,0,0.987000048160553
mnist_mlp_ceb_beta0.01,4,linf,0.05,0.9220000505447388
mnist_mlp_ceb_beta0.01,4,linf,0.1,0.6980000138282776
mnist_mlp_ceb_beta0.01,4,linf,0.15,0.43700000643730164
mnist_mlp_ceb_beta0.01,4,linf,0.2,0.2460000067949295
mnist_mlp_ceb_beta0.01,4,linf,0.25,0.1210000067949295
mnist_mlp_ceb_beta0.01,4,linf,0.3,0.06700000166893005
mnist_mlp_ceb_beta0.01,4,l2,0.5,0.9670000672340393
mnist_mlp_ceb_beta0.01,4,l2,1,0.9230000376701355
mnist_mlp_ceb_beta0.01,4,l2,1.5,0.8670000433921814
mnist_mlp_ceb_beta0.01,4,l2,2,0.7170000076293945
mnist_mlp_ceb_beta0.01,4,l2,2.5,0.5820000171661377
mnist_mlp_ceb_beta0.01,4,l2,3,0.4390000104904175
mnist_mlp_ceb_beta0.01,5,none,0,0.9770000576972961
mnist_mlp_ceb_beta0.01,5,linf,0.05,0.9290000200271606
mnist_mlp_ceb_beta0.01,5,linf,0.1,0.7880000472068787
mnist_mlp_ceb_beta0.01,5,linf,0.15,0.5220000147819519
mnist_mlp_ceb_beta0.01,5,linf,0.2,0.2939999997615814
mnist_mlp_ceb_beta0.01,5,linf,0.25,0.15300001204013824
mnist_mlp_ceb_beta0.01,5,linf,0.3,0.06200000271201134
mnist_mlp_ceb_beta0.01,5,l2,0.5,0.9660000205039978
mnist_mlp_ceb_beta0.01,5,l2,1,0.9310000538825989
mnist_mlp_ceb_beta0.01,5,l2,1.5,0.8740000128746033
mnist_mlp_ceb_beta0.01,5,l2,2,0.7910000085830688
mnist_mlp_ceb_beta0.01,5,l2,2.5,0.6640000343322754
mnist_mlp_ceb_beta0.01,5,l2,3,0.5420000553131104
mnist_mlp_ceb_beta0.001,1,none,0,0.9730000495910645
mnist_mlp_ceb_beta0.001,1,linf,0.05,0.9390000700950623
mnist_mlp_ceb_beta0.001,1,linf,0.1,0.7420000433921814
mnist_mlp_ceb_beta0.001,1,linf,0.15,0.47200003266334534
mnist_mlp_ceb_beta0.001,1,linf,0.2,0.2760000228881836
mnist_mlp_ceb_beta0.001,1,linf,0.25,0.12700000405311584
mnist_mlp_ceb_beta0.001,1,linf,0.3,0.055000003427267075
mnist_mlp_ceb_beta0.001,1,l2,0.5,0.9650000333786011
mnist_mlp_ceb_beta0.001,1,l2,1,0.940000057220459
mnist_mlp_ceb_beta0.001,1,l2,1.5,0.8800000548362732
mnist_mlp_ceb_beta0.001,1,l2,2,0.7690000534057617
mnist_mlp_ceb_beta0.001,1,l2,2.5,0.6110000014305115
mnist_mlp_ceb_beta0.001,1,l2,3,0.4830000102519989
mnist_mlp_ceb_beta0.001,2,none,0,0.9850000739097595
mnist_mlp_ceb_beta0.001,2,linf,0.05,0.9300000667572021
mnist_mlp_ceb_beta0.001,2,linf,0.1,0.7560000419616699
mnist_mlp_ceb_beta0.001,2,linf,0.15,0.492000013589859
mnist_mlp_ceb_beta0.001,2,linf,0.2,0.31200000643730164
mnist_mlp_ceb_beta0.001,2,linf,0.25,0.1550000011920929
mnist_mlp_ceb_beta0.001,2,linf,0.3,0.08400000631809235
mnist_mlp_ceb_beta0.001,2,l2,0.5,0.9620000720024109
mnist_mlp_ceb_beta0.001,2,l2,1,0.9280000329017639
mnist_mlp_ceb_beta0.001,2,l2,1.5,0.8640000224113464
mnist_mlp_ceb_beta0.001,2,l2,2,0.7590000629425049
mnist_mlp_ceb_beta0.001,2,l2,2.5,0.6240000128746033
mnist_mlp_ceb_beta0.001,2,l2,3,0.5040000081062317
mnist_mlp_ceb_beta0.001,3,none,0,0.9820000529289246
mnist_mlp_ceb_beta0.001,3,linf,0.05,0.9380000233650208
mnist_mlp_ceb_beta0.001,3,linf,0.1,0.7880000472068787
mnist_mlp_ceb_beta0.001,3,linf,0.15,0.5020000338554382
mnist_mlp_ceb_beta0.001,3,linf,0.2,0.24300001561641693
mnist_mlp_ceb_beta0.001,3,linf,0.25,0.12000000476837158
mnist_mlp_ceb_beta0.001,3,linf,0.3,0.04500000178813934
mnist_mlp_ceb_beta0.001,3,l2,0.5,0.9650000333786011
mnist_mlp_ceb_beta0.001,3,l2,1,0.9410000443458557
mnist_mlp_ceb_beta0.001,3,l2,1.5,0.8730000257492065
mnist_mlp_ceb_beta0.001,3,l2,2,0.7850000262260437
mnist_mlp_ceb_beta0.001,3,l2,2.5,0.6660000085830688
mnist_mlp_ceb_beta0.001,3,l2,3,0.5110000371932983
mnist_mlp_ceb_beta0.001,4,none,0,0.9800000190734863
mnist_mlp_ceb_beta0.001,4,linf,0.05,0.9290000200271606
mnist_mlp_ceb_beta0.001,4,linf,0.1,0.7740000486373901
mnist_mlp_ceb_beta0.001,4,linf,0.15,0.4570000171661377
mnist_mlp_ceb_beta0.001,4,linf,0.2,0.2630000114440918
mnist_mlp_ceb_beta0.001,4,linf,0.25,0.1300000101327896
mnist_mlp_ceb_beta0.001,4,linf,0.3,0.06000000238418579
mnist_mlp_ceb_beta0.001,4,l2,0.5,0.968000054359436
mnist_mlp_ceb_beta0.001,4,l2,1,0.9310000538825989
mnist_mlp_ceb_beta0.001,4,l2,1.5,0.8750000596046448
mnist_mlp_ceb_beta0.001,4,l2,2,0.7830000519752502
mnist_mlp_ceb_beta0.001,4,l2,2.5,0.6190000176429749
mnist_mlp_ceb_beta0.001,4,l2,3,0.4570000171661377
mnist_mlp_ceb_beta0.001,5,none,0,0.9810000658035278
mnist_mlp_ceb_beta0.001,5,linf,0.05,0.9330000281333923
mnist_mlp_ceb_beta0.001,5,linf,0.1,0.7790000438690186
mnist_mlp_ceb_beta0.001,5,linf,0.15,0.484000027179718
mnist_mlp_ceb_beta0.001,5,linf,0.2,0.2510000169277191
mnist_mlp_ceb_beta0.001,5,linf,0.25,0.1290000081062317
mnist_mlp_ceb_beta0.001,5,linf,0.3,0.06200000271201134
mnist_mlp_ceb_beta0.001,5,l2,0.5,0.9660000205039978
mnist_mlp_ceb_beta0.001,5,l2,1,0.937000036239624
mnist_mlp_ceb_beta0.001,5,l2,1.5,0.8820000290870667
mnist_mlp_ceb_beta0.001,5,l2,2,0.7750000357627869
mnist_mlp_ceb_beta0.001,5,l2,2.5,0.6420000195503235
mnist_mlp_ceb_beta0.001,5,l2,3,0.492000013589859
