2026-08-27 16:12:26 | Device: cuda
2026-08-27 16:12:26 | Args: {'model': 'fgib', 'backbone': 'gnn', 'task': 'cora', 'epochs': 100, 'batch_size': 512, 'lr': 0.01, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 2.0, 'max_len': 250, 'random_labels': False, 'beta': 0.01, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/cora_gnn_fgib/cora_gnn_fgib.pt', 'log_path': '/root/autodl-tmp/FGIB/tune_results/cora_gnn_fgib_beta_0.01_anchor_2/train.log', 'no_save': True}
2026-08-27 16:12:45 | Cora 划分（60/20/20 分层）：train 1624 / val 542 / test 542（共 2708 节点，7 类）
2026-08-27 16:12:47 | ===== Run 1/5 (seed 0) =====
2026-08-27 16:12:52 | Epoch   1/100 | Train Loss 1.9763 Acc 0.1096 | Val Loss 1.9271 Acc 0.4557 AUC 0.9091 Pre 0.2549 Rec 0.2906
2026-08-27 16:12:53 |   Val AUC improved to 0.9091, model saved
2026-08-27 16:12:53 | Epoch   2/100 | Train Loss 1.9256 Acc 0.4606 | Val Loss 1.8145 Acc 0.3026 AUC 0.8795 Pre 0.0432 Rec 0.1429
2026-08-27 16:12:53 | Epoch   3/100 | Train Loss 1.8101 Acc 0.3017 | Val Loss 1.7109 Acc 0.3026 AUC 0.8514 Pre 0.0432 Rec 0.1429
2026-08-27 16:12:53 | Epoch   4/100 | Train Loss 1.7064 Acc 0.3017 | Val Loss 1.5639 Acc 0.3118 AUC 0.9131 Pre 0.1865 Rec 0.1514
2026-08-27 16:12:54 |   Val AUC improved to 0.9131, model saved
2026-08-27 16:12:54 | Epoch   5/100 | Train Loss 1.5474 Acc 0.3190 | Val Loss 1.3824 Acc 0.5074 AUC 0.9435 Pre 0.4582 Rec 0.3328
2026-08-27 16:12:54 |   Val AUC improved to 0.9435, model saved
2026-08-27 16:12:55 | Epoch   6/100 | Train Loss 1.3507 Acc 0.5419 | Val Loss 1.1957 Acc 0.6827 AUC 0.9549 Pre 0.5391 Rec 0.5276
2026-08-27 16:12:55 |   Val AUC improved to 0.9549, model saved
2026-08-27 16:12:55 | Epoch   7/100 | Train Loss 1.1501 Acc 0.7155 | Val Loss 1.0121 Acc 0.7306 AUC 0.9604 Pre 0.5336 Rec 0.5830
2026-08-27 16:12:56 |   Val AUC improved to 0.9604, model saved
2026-08-27 16:12:56 | Epoch   8/100 | Train Loss 0.9534 Acc 0.7586 | Val Loss 0.8513 Acc 0.7601 AUC 0.9620 Pre 0.6871 Rec 0.6202
2026-08-27 16:12:56 |   Val AUC improved to 0.9620, model saved
2026-08-27 16:12:57 | Epoch   9/100 | Train Loss 0.7786 Acc 0.7759 | Val Loss 0.7289 Acc 0.7638 AUC 0.9645 Pre 0.8243 Rec 0.6322
2026-08-27 16:12:57 |   Val AUC improved to 0.9645, model saved
2026-08-27 16:12:57 | Epoch  10/100 | Train Loss 0.6326 Acc 0.7900 | Val Loss 0.6542 Acc 0.7878 AUC 0.9675 Pre 0.8396 Rec 0.6744
2026-08-27 16:12:58 |   Val AUC improved to 0.9675, model saved
2026-08-27 16:12:58 | Epoch  11/100 | Train Loss 0.5333 Acc 0.8067 | Val Loss 0.6039 Acc 0.7934 AUC 0.9706 Pre 0.8400 Rec 0.6996
2026-08-27 16:12:58 |   Val AUC improved to 0.9706, model saved
2026-08-27 16:12:58 | Epoch  12/100 | Train Loss 0.4520 Acc 0.8454 | Val Loss 0.5711 Acc 0.8413 AUC 0.9728 Pre 0.8562 Rec 0.7924
2026-08-27 16:12:59 |   Val AUC improved to 0.9728, model saved
2026-08-27 16:12:59 | Epoch  13/100 | Train Loss 0.3801 Acc 0.9052 | Val Loss 0.5589 Acc 0.8561 AUC 0.9739 Pre 0.8270 Rec 0.8333
2026-08-27 16:13:00 |   Val AUC improved to 0.9739, model saved
2026-08-27 16:13:00 | Epoch  14/100 | Train Loss 0.3238 Acc 0.9193 | Val Loss 0.5724 Acc 0.8579 AUC 0.9743 Pre 0.8293 Rec 0.8428
2026-08-27 16:13:00 |   Val AUC improved to 0.9743, model saved
2026-08-27 16:13:00 | Epoch  15/100 | Train Loss 0.2794 Acc 0.9310 | Val Loss 0.6016 Acc 0.8635 AUC 0.9740 Pre 0.8395 Rec 0.8486
2026-08-27 16:13:00 | Epoch  16/100 | Train Loss 0.2521 Acc 0.9243 | Val Loss 0.6310 Acc 0.8653 AUC 0.9737 Pre 0.8443 Rec 0.8441
2026-08-27 16:13:01 | Epoch  17/100 | Train Loss 0.2234 Acc 0.9317 | Val Loss 0.6655 Acc 0.8635 AUC 0.9738 Pre 0.8435 Rec 0.8425
2026-08-27 16:13:01 | Epoch  18/100 | Train Loss 0.1967 Acc 0.9409 | Val Loss 0.7118 Acc 0.8598 AUC 0.9741 Pre 0.8517 Rec 0.8398
2026-08-27 16:13:01 | Epoch  19/100 | Train Loss 0.1765 Acc 0.9489 | Val Loss 0.7640 Acc 0.8653 AUC 0.9740 Pre 0.8579 Rec 0.8523
2026-08-27 16:13:01 | Epoch  20/100 | Train Loss 0.1678 Acc 0.9495 | Val Loss 0.8117 Acc 0.8635 AUC 0.9735 Pre 0.8537 Rec 0.8511
2026-08-27 16:13:01 | Epoch  21/100 | Train Loss 0.1481 Acc 0.9532 | Val Loss 0.8500 Acc 0.8579 AUC 0.9731 Pre 0.8456 Rec 0.8437
2026-08-27 16:13:01 | Epoch  22/100 | Train Loss 0.1348 Acc 0.9587 | Val Loss 0.8910 Acc 0.8561 AUC 0.9728 Pre 0.8454 Rec 0.8436
2026-08-27 16:13:01 | Epoch  23/100 | Train Loss 0.1160 Acc 0.9649 | Val Loss 0.9295 Acc 0.8579 AUC 0.9722 Pre 0.8494 Rec 0.8456
2026-08-27 16:13:01 | Epoch  24/100 | Train Loss 0.1055 Acc 0.9680 | Val Loss 0.9629 Acc 0.8616 AUC 0.9720 Pre 0.8490 Rec 0.8497
2026-08-27 16:13:01 | Val AUC did not improve for 10 consecutive epochs, early stopping at Epoch 24 (best AUC 0.9743 @ Epoch 14)
