2026-09-14 22:32:34 | Device: cuda
2026-09-14 22:32:34 | Args: {'model': 'opb-fixed-axis', 'backbone': 'mlp', 'task': 'housing', 'epochs': 100, 'batch_size': 512, 'lr': 0.001, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 12.0, 'energy_classifier': False, 'tied_head': False, 'max_len': 250, 'random_labels': False, 'beta': 0.1, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/california_mlp_opb-fixed-axis/california_mlp_opb-fixed-axis.pt', 'log_path': '/root/autodl-tmp/IB/output/ablation/california_mlp_opb-fixed-axis_beta_0.1_anchor_12/train.log', 'no_save': True}
2026-09-14 22:32:34 | ===== Run 1/5 (seed 0) =====
2026-09-14 22:32:38 | Epoch   1/100 | Train Loss 0.9209 | Val Loss 0.3885 MAE 0.6776 R2 0.2922
2026-09-14 22:32:38 |   Val R2 improved to 0.2922, model saved
2026-09-14 22:32:39 | Epoch   2/100 | Train Loss 0.4110 | Val Loss 0.2122 MAE 0.5369 R2 0.5737
2026-09-14 22:32:39 |   Val R2 improved to 0.5737, model saved
2026-09-14 22:32:39 | Epoch   3/100 | Train Loss 0.2834 | Val Loss 0.1621 MAE 0.4748 R2 0.6721
2026-09-14 22:32:39 |   Val R2 improved to 0.6721, model saved
2026-09-14 22:32:39 | Epoch   4/100 | Train Loss 0.2283 | Val Loss 0.1481 MAE 0.4521 R2 0.6963
2026-09-14 22:32:39 |   Val R2 improved to 0.6963, model saved
2026-09-14 22:32:40 | Epoch   5/100 | Train Loss 0.2019 | Val Loss 0.1387 MAE 0.4496 R2 0.7147
2026-09-14 22:32:40 |   Val R2 improved to 0.7147, model saved
2026-09-14 22:32:40 | Epoch   6/100 | Train Loss 0.1821 | Val Loss 0.1360 MAE 0.4379 R2 0.7196
2026-09-14 22:32:40 |   Val R2 improved to 0.7196, model saved
2026-09-14 22:32:40 | Epoch   7/100 | Train Loss 0.1704 | Val Loss 0.1315 MAE 0.4347 R2 0.7282
2026-09-14 22:32:40 |   Val R2 improved to 0.7282, model saved
2026-09-14 22:32:41 | Epoch   8/100 | Train Loss 0.1644 | Val Loss 0.1294 MAE 0.4344 R2 0.7321
2026-09-14 22:32:41 |   Val R2 improved to 0.7321, model saved
2026-09-14 22:32:41 | Epoch   9/100 | Train Loss 0.1587 | Val Loss 0.1288 MAE 0.4267 R2 0.7330
2026-09-14 22:32:41 |   Val R2 improved to 0.7330, model saved
2026-09-14 22:32:41 | Epoch  10/100 | Train Loss 0.1540 | Val Loss 0.1242 MAE 0.4207 R2 0.7425
2026-09-14 22:32:41 |   Val R2 improved to 0.7425, model saved
2026-09-14 22:32:42 | Epoch  11/100 | Train Loss 0.1497 | Val Loss 0.1232 MAE 0.4203 R2 0.7443
2026-09-14 22:32:42 |   Val R2 improved to 0.7443, model saved
2026-09-14 22:32:42 | Epoch  12/100 | Train Loss 0.1511 | Val Loss 0.1248 MAE 0.4121 R2 0.7410
2026-09-14 22:32:42 | Epoch  13/100 | Train Loss 0.1462 | Val Loss 0.1279 MAE 0.4173 R2 0.7345
2026-09-14 22:32:43 | Epoch  14/100 | Train Loss 0.1452 | Val Loss 0.1225 MAE 0.4104 R2 0.7456
2026-09-14 22:32:43 |   Val R2 improved to 0.7456, model saved
2026-09-14 22:32:43 | Epoch  15/100 | Train Loss 0.1433 | Val Loss 0.1207 MAE 0.4105 R2 0.7498
2026-09-14 22:32:43 |   Val R2 improved to 0.7498, model saved
2026-09-14 22:32:43 | Epoch  16/100 | Train Loss 0.1423 | Val Loss 0.1180 MAE 0.4138 R2 0.7551
2026-09-14 22:32:43 |   Val R2 improved to 0.7551, model saved
2026-09-14 22:32:44 | Epoch  17/100 | Train Loss 0.1418 | Val Loss 0.1168 MAE 0.4062 R2 0.7575
2026-09-14 22:32:44 |   Val R2 improved to 0.7575, model saved
2026-09-14 22:32:44 | Epoch  18/100 | Train Loss 0.1384 | Val Loss 0.1171 MAE 0.4046 R2 0.7571
2026-09-14 22:32:44 | Epoch  19/100 | Train Loss 0.1368 | Val Loss 0.1160 MAE 0.3982 R2 0.7591
2026-09-14 22:32:44 |   Val R2 improved to 0.7591, model saved
2026-09-14 22:32:45 | Epoch  20/100 | Train Loss 0.1352 | Val Loss 0.1158 MAE 0.4015 R2 0.7592
2026-09-14 22:32:45 |   Val R2 improved to 0.7592, model saved
2026-09-14 22:32:45 | Epoch  21/100 | Train Loss 0.1326 | Val Loss 0.1181 MAE 0.3989 R2 0.7546
2026-09-14 22:32:45 | Epoch  22/100 | Train Loss 0.1341 | Val Loss 0.1139 MAE 0.4000 R2 0.7631
2026-09-14 22:32:45 |   Val R2 improved to 0.7631, model saved
2026-09-14 22:32:46 | Epoch  23/100 | Train Loss 0.1332 | Val Loss 0.1139 MAE 0.3964 R2 0.7632
2026-09-14 22:32:46 |   Val R2 improved to 0.7632, model saved
2026-09-14 22:32:46 | Epoch  24/100 | Train Loss 0.1303 | Val Loss 0.1246 MAE 0.3995 R2 0.7407
2026-09-14 22:32:46 | Epoch  25/100 | Train Loss 0.1310 | Val Loss 0.1158 MAE 0.3942 R2 0.7592
2026-09-14 22:32:47 | Epoch  26/100 | Train Loss 0.1306 | Val Loss 0.1124 MAE 0.3880 R2 0.7662
2026-09-14 22:32:47 |   Val R2 improved to 0.7662, model saved
2026-09-14 22:32:47 | Epoch  27/100 | Train Loss 0.1290 | Val Loss 0.1130 MAE 0.3903 R2 0.7648
2026-09-14 22:32:48 | Epoch  28/100 | Train Loss 0.1284 | Val Loss 0.1122 MAE 0.3887 R2 0.7670
2026-09-14 22:32:48 |   Val R2 improved to 0.7670, model saved
2026-09-14 22:32:48 | Epoch  29/100 | Train Loss 0.1284 | Val Loss 0.1116 MAE 0.3904 R2 0.7679
2026-09-14 22:32:48 |   Val R2 improved to 0.7679, model saved
2026-09-14 22:32:48 | Epoch  30/100 | Train Loss 0.1264 | Val Loss 0.1147 MAE 0.3871 R2 0.7614
2026-09-14 22:32:49 | Epoch  31/100 | Train Loss 0.1282 | Val Loss 0.1091 MAE 0.3864 R2 0.7733
2026-09-14 22:32:49 |   Val R2 improved to 0.7733, model saved
2026-09-14 22:32:49 | Epoch  32/100 | Train Loss 0.1247 | Val Loss 0.1095 MAE 0.3904 R2 0.7722
2026-09-14 22:32:49 | Epoch  33/100 | Train Loss 0.1257 | Val Loss 0.1102 MAE 0.3905 R2 0.7708
2026-09-14 22:32:50 | Epoch  34/100 | Train Loss 0.1241 | Val Loss 0.1110 MAE 0.3858 R2 0.7692
2026-09-14 22:32:50 | Epoch  35/100 | Train Loss 0.1254 | Val Loss 0.1103 MAE 0.3809 R2 0.7705
2026-09-14 22:32:50 | Epoch  36/100 | Train Loss 0.1276 | Val Loss 0.1229 MAE 0.3939 R2 0.7443
2026-09-14 22:32:51 | Epoch  37/100 | Train Loss 0.1229 | Val Loss 0.1123 MAE 0.4049 R2 0.7663
2026-09-14 22:32:51 | Epoch  38/100 | Train Loss 0.1240 | Val Loss 0.1075 MAE 0.3814 R2 0.7764
2026-09-14 22:32:51 |   Val R2 improved to 0.7764, model saved
2026-09-14 22:32:51 | Epoch  39/100 | Train Loss 0.1230 | Val Loss 0.1095 MAE 0.3795 R2 0.7721
2026-09-14 22:32:52 | Epoch  40/100 | Train Loss 0.1230 | Val Loss 0.1106 MAE 0.3780 R2 0.7698
2026-09-14 22:32:52 | Epoch  41/100 | Train Loss 0.1210 | Val Loss 0.1083 MAE 0.3783 R2 0.7745
2026-09-14 22:32:52 | Epoch  42/100 | Train Loss 0.1216 | Val Loss 0.1070 MAE 0.3755 R2 0.7777
2026-09-14 22:32:52 |   Val R2 improved to 0.7777, model saved
2026-09-14 22:32:53 | Epoch  43/100 | Train Loss 0.1194 | Val Loss 0.1062 MAE 0.3808 R2 0.7791
2026-09-14 22:32:53 |   Val R2 improved to 0.7791, model saved
2026-09-14 22:32:53 | Epoch  44/100 | Train Loss 0.1195 | Val Loss 0.1056 MAE 0.3785 R2 0.7805
2026-09-14 22:32:53 |   Val R2 improved to 0.7805, model saved
2026-09-14 22:32:53 | Epoch  45/100 | Train Loss 0.1207 | Val Loss 0.1061 MAE 0.3795 R2 0.7791
2026-09-14 22:32:54 | Epoch  46/100 | Train Loss 0.1192 | Val Loss 0.1080 MAE 0.3815 R2 0.7754
2026-09-14 22:32:54 | Epoch  47/100 | Train Loss 0.1188 | Val Loss 0.1059 MAE 0.3741 R2 0.7800
2026-09-14 22:32:54 | Epoch  48/100 | Train Loss 0.1176 | Val Loss 0.1039 MAE 0.3753 R2 0.7844
2026-09-14 22:32:54 |   Val R2 improved to 0.7844, model saved
2026-09-14 22:32:55 | Epoch  49/100 | Train Loss 0.1202 | Val Loss 0.1054 MAE 0.3811 R2 0.7809
2026-09-14 22:32:55 | Epoch  50/100 | Train Loss 0.1178 | Val Loss 0.1066 MAE 0.3739 R2 0.7782
2026-09-14 22:32:56 | Epoch  51/100 | Train Loss 0.1200 | Val Loss 0.1044 MAE 0.3757 R2 0.7829
2026-09-14 22:32:56 | Epoch  52/100 | Train Loss 0.1178 | Val Loss 0.1049 MAE 0.3771 R2 0.7819
2026-09-14 22:32:56 | Epoch  53/100 | Train Loss 0.1184 | Val Loss 0.1057 MAE 0.3794 R2 0.7805
2026-09-14 22:32:57 | Epoch  54/100 | Train Loss 0.1169 | Val Loss 0.1053 MAE 0.3722 R2 0.7809
2026-09-14 22:32:57 | Epoch  55/100 | Train Loss 0.1167 | Val Loss 0.1068 MAE 0.3728 R2 0.7777
2026-09-14 22:32:57 | Epoch  56/100 | Train Loss 0.1162 | Val Loss 0.1032 MAE 0.3711 R2 0.7853
2026-09-14 22:32:57 |   Val R2 improved to 0.7853, model saved
2026-09-14 22:32:58 | Epoch  57/100 | Train Loss 0.1162 | Val Loss 0.1033 MAE 0.3683 R2 0.7853
2026-09-14 22:32:58 |   Val R2 improved to 0.7853, model saved
2026-09-14 22:32:58 | Epoch  58/100 | Train Loss 0.1151 | Val Loss 0.1034 MAE 0.3706 R2 0.7850
2026-09-14 22:32:58 | Epoch  59/100 | Train Loss 0.1157 | Val Loss 0.1042 MAE 0.3709 R2 0.7835
2026-09-14 22:32:59 | Epoch  60/100 | Train Loss 0.1171 | Val Loss 0.1036 MAE 0.3723 R2 0.7843
2026-09-14 22:32:59 | Epoch  61/100 | Train Loss 0.1154 | Val Loss 0.1030 MAE 0.3673 R2 0.7860
2026-09-14 22:32:59 |   Val R2 improved to 0.7860, model saved
2026-09-14 22:33:00 | Epoch  62/100 | Train Loss 0.1160 | Val Loss 0.1021 MAE 0.3677 R2 0.7878
2026-09-14 22:33:00 |   Val R2 improved to 0.7878, model saved
2026-09-14 22:33:00 | Epoch  63/100 | Train Loss 0.1140 | Val Loss 0.1054 MAE 0.3690 R2 0.7806
2026-09-14 22:33:00 | Epoch  64/100 | Train Loss 0.1152 | Val Loss 0.1046 MAE 0.3720 R2 0.7826
2026-09-14 22:33:01 | Epoch  65/100 | Train Loss 0.1153 | Val Loss 0.1028 MAE 0.3711 R2 0.7862
2026-09-14 22:33:01 | Epoch  66/100 | Train Loss 0.1149 | Val Loss 0.1022 MAE 0.3650 R2 0.7874
2026-09-14 22:33:01 | Epoch  67/100 | Train Loss 0.1143 | Val Loss 0.1015 MAE 0.3686 R2 0.7888
2026-09-14 22:33:01 |   Val R2 improved to 0.7888, model saved
2026-09-14 22:33:02 | Epoch  68/100 | Train Loss 0.1121 | Val Loss 0.1051 MAE 0.3681 R2 0.7813
2026-09-14 22:33:02 | Epoch  69/100 | Train Loss 0.1109 | Val Loss 0.1011 MAE 0.3728 R2 0.7895
2026-09-14 22:33:02 |   Val R2 improved to 0.7895, model saved
2026-09-14 22:33:02 | Epoch  70/100 | Train Loss 0.1138 | Val Loss 0.1011 MAE 0.3634 R2 0.7897
2026-09-14 22:33:02 |   Val R2 improved to 0.7897, model saved
2026-09-14 22:33:03 | Epoch  71/100 | Train Loss 0.1138 | Val Loss 0.1019 MAE 0.3697 R2 0.7882
2026-09-14 22:33:03 | Epoch  72/100 | Train Loss 0.1130 | Val Loss 0.1043 MAE 0.3692 R2 0.7834
2026-09-14 22:33:03 | Epoch  73/100 | Train Loss 0.1114 | Val Loss 0.1014 MAE 0.3714 R2 0.7887
2026-09-14 22:33:04 | Epoch  74/100 | Train Loss 0.1122 | Val Loss 0.1008 MAE 0.3633 R2 0.7900
2026-09-14 22:33:04 |   Val R2 improved to 0.7900, model saved
2026-09-14 22:33:04 | Epoch  75/100 | Train Loss 0.1111 | Val Loss 0.1005 MAE 0.3639 R2 0.7913
2026-09-14 22:33:04 |   Val R2 improved to 0.7913, model saved
2026-09-14 22:33:04 | Epoch  76/100 | Train Loss 0.1109 | Val Loss 0.0992 MAE 0.3631 R2 0.7937
2026-09-14 22:33:04 |   Val R2 improved to 0.7937, model saved
2026-09-14 22:33:05 | Epoch  77/100 | Train Loss 0.1113 | Val Loss 0.0998 MAE 0.3651 R2 0.7924
2026-09-14 22:33:05 | Epoch  78/100 | Train Loss 0.1103 | Val Loss 0.1000 MAE 0.3645 R2 0.7921
2026-09-14 22:33:05 | Epoch  79/100 | Train Loss 0.1122 | Val Loss 0.1015 MAE 0.3630 R2 0.7889
2026-09-14 22:33:06 | Epoch  80/100 | Train Loss 0.1111 | Val Loss 0.1016 MAE 0.3744 R2 0.7886
2026-09-14 22:33:06 | Epoch  81/100 | Train Loss 0.1114 | Val Loss 0.0995 MAE 0.3636 R2 0.7930
