2026-08-27 16:12:01 | Device: cuda
2026-08-27 16:12:01 | Args: {'model': 'fgib', 'backbone': 'gnn', 'task': 'cora', 'epochs': 100, 'batch_size': 512, 'lr': 0.01, 'hidden_dims': [512, 256], 'dropout': 0.2, 'z_dim': 256, 'anchor_scale': 8.0, 'max_len': 250, 'random_labels': False, 'beta': 0.1, 'patience': 10, 'runs': 5, 'seed': 0, 'data_dir': './data', 'save_path': 'output/cora_gnn_fgib/cora_gnn_fgib.pt', 'log_path': '/root/autodl-tmp/FGIB/tune_results/cora_gnn_fgib_beta_0.1_anchor_8/train.log', 'no_save': True}
2026-08-27 16:12:19 | Cora 划分（60/20/20 分层）：train 1624 / val 542 / test 542（共 2708 节点，7 类）
2026-08-27 16:12:21 | ===== Run 1/5 (seed 0) =====
2026-08-27 16:12:24 | Epoch   1/100 | Train Loss 5.1854 Acc 0.1096 | Val Loss 5.0273 Acc 0.3635 AUC 0.8995 Pre 0.3681 Rec 0.2818
2026-08-27 16:12:25 |   Val AUC improved to 0.8995, model saved
2026-08-27 16:12:25 | Epoch   2/100 | Train Loss 5.0249 Acc 0.3725 | Val Loss 4.5839 Acc 0.3026 AUC 0.8149 Pre 0.0432 Rec 0.1429
2026-08-27 16:12:25 | Epoch   3/100 | Train Loss 4.5851 Acc 0.3017 | Val Loss 4.7644 Acc 0.3026 AUC 0.8144 Pre 0.0432 Rec 0.1429
2026-08-27 16:12:25 | Epoch   4/100 | Train Loss 4.8138 Acc 0.3017 | Val Loss 4.2573 Acc 0.3026 AUC 0.8854 Pre 0.0432 Rec 0.1429
2026-08-27 16:12:25 | Epoch   5/100 | Train Loss 4.2524 Acc 0.3017 | Val Loss 4.2985 Acc 0.3653 AUC 0.9182 Pre 0.1890 Rec 0.2007
2026-08-27 16:12:26 |   Val AUC improved to 0.9182, model saved
2026-08-27 16:12:26 | Epoch   6/100 | Train Loss 4.2779 Acc 0.3805 | Val Loss 4.1661 Acc 0.4354 AUC 0.9306 Pre 0.1840 Rec 0.2653
2026-08-27 16:12:27 |   Val AUC improved to 0.9306, model saved
2026-08-27 16:12:27 | Epoch   7/100 | Train Loss 4.1330 Acc 0.4304 | Val Loss 3.8299 Acc 0.4520 AUC 0.9338 Pre 0.3132 Rec 0.2805
2026-08-27 16:12:28 |   Val AUC improved to 0.9338, model saved
2026-08-27 16:12:28 | Epoch   8/100 | Train Loss 3.7821 Acc 0.4606 | Val Loss 3.4196 Acc 0.4834 AUC 0.9307 Pre 0.3066 Rec 0.3091
2026-08-27 16:12:28 | Epoch   9/100 | Train Loss 3.3567 Acc 0.4963 | Val Loss 3.1477 Acc 0.5074 AUC 0.9287 Pre 0.4209 Rec 0.3325
2026-08-27 16:12:28 | Epoch  10/100 | Train Loss 3.0525 Acc 0.5376 | Val Loss 2.9069 Acc 0.5664 AUC 0.9368 Pre 0.5268 Rec 0.3929
2026-08-27 16:12:29 |   Val AUC improved to 0.9368, model saved
2026-08-27 16:12:29 | Epoch  11/100 | Train Loss 2.8327 Acc 0.6028 | Val Loss 2.6755 Acc 0.6771 AUC 0.9463 Pre 0.5249 Rec 0.5212
2026-08-27 16:12:30 |   Val AUC improved to 0.9463, model saved
2026-08-27 16:12:30 | Epoch  12/100 | Train Loss 2.6055 Acc 0.7063 | Val Loss 2.5248 Acc 0.7509 AUC 0.9525 Pre 0.5160 Rec 0.6142
2026-08-27 16:12:31 |   Val AUC improved to 0.9525, model saved
2026-08-27 16:12:31 | Epoch  13/100 | Train Loss 2.4247 Acc 0.7685 | Val Loss 2.3960 Acc 0.7620 AUC 0.9558 Pre 0.5362 Rec 0.6296
2026-08-27 16:12:32 |   Val AUC improved to 0.9558, model saved
2026-08-27 16:12:32 | Epoch  14/100 | Train Loss 2.2559 Acc 0.7814 | Val Loss 2.2455 Acc 0.7620 AUC 0.9575 Pre 0.5409 Rec 0.6271
2026-08-27 16:12:33 |   Val AUC improved to 0.9575, model saved
2026-08-27 16:12:33 | Epoch  15/100 | Train Loss 2.0542 Acc 0.7839 | Val Loss 2.0824 Acc 0.7638 AUC 0.9587 Pre 0.5398 Rec 0.6291
2026-08-27 16:12:34 |   Val AUC improved to 0.9587, model saved
2026-08-27 16:12:34 | Epoch  16/100 | Train Loss 1.8586 Acc 0.7882 | Val Loss 2.0435 Acc 0.7620 AUC 0.9600 Pre 0.5374 Rec 0.6271
2026-08-27 16:12:35 |   Val AUC improved to 0.9600, model saved
2026-08-27 16:12:35 | Epoch  17/100 | Train Loss 1.7797 Acc 0.7943 | Val Loss 1.9575 Acc 0.7620 AUC 0.9619 Pre 0.5412 Rec 0.6289
2026-08-27 16:12:36 |   Val AUC improved to 0.9619, model saved
2026-08-27 16:12:36 | Epoch  18/100 | Train Loss 1.6736 Acc 0.7962 | Val Loss 1.8848 Acc 0.7601 AUC 0.9637 Pre 0.6183 Rec 0.6306
2026-08-27 16:12:37 |   Val AUC improved to 0.9637, model saved
2026-08-27 16:12:37 | Epoch  19/100 | Train Loss 1.5656 Acc 0.8011 | Val Loss 1.8753 Acc 0.7675 AUC 0.9650 Pre 0.8098 Rec 0.6438
2026-08-27 16:12:38 |   Val AUC improved to 0.9650, model saved
2026-08-27 16:12:38 | Epoch  20/100 | Train Loss 1.5240 Acc 0.8134 | Val Loss 1.8423 Acc 0.8007 AUC 0.9659 Pre 0.8413 Rec 0.7065
2026-08-27 16:12:39 |   Val AUC improved to 0.9659, model saved
2026-08-27 16:12:39 | Epoch  21/100 | Train Loss 1.4533 Acc 0.8596 | Val Loss 1.7758 Acc 0.8247 AUC 0.9663 Pre 0.8408 Rec 0.7490
2026-08-27 16:12:40 |   Val AUC improved to 0.9663, model saved
2026-08-27 16:12:40 | Epoch  22/100 | Train Loss 1.3416 Acc 0.8978 | Val Loss 1.7155 Acc 0.8413 AUC 0.9662 Pre 0.8446 Rec 0.7843
2026-08-27 16:12:40 | Epoch  23/100 | Train Loss 1.2459 Acc 0.9138 | Val Loss 1.6716 Acc 0.8616 AUC 0.9662 Pre 0.8615 Rec 0.8279
2026-08-27 16:12:40 | Epoch  24/100 | Train Loss 1.1674 Acc 0.9267 | Val Loss 1.6336 Acc 0.8635 AUC 0.9665 Pre 0.8605 Rec 0.8291
2026-08-27 16:12:41 |   Val AUC improved to 0.9665, model saved
2026-08-27 16:12:41 | Epoch  25/100 | Train Loss 1.0762 Acc 0.9353 | Val Loss 1.6006 Acc 0.8598 AUC 0.9668 Pre 0.8486 Rec 0.8273
2026-08-27 16:12:42 |   Val AUC improved to 0.9668, model saved
2026-08-27 16:12:42 | Epoch  26/100 | Train Loss 1.0005 Acc 0.9427 | Val Loss 1.5801 Acc 0.8616 AUC 0.9673 Pre 0.8508 Rec 0.8329
2026-08-27 16:12:43 |   Val AUC improved to 0.9673, model saved
2026-08-27 16:12:43 | Epoch  27/100 | Train Loss 0.9374 Acc 0.9427 | Val Loss 1.5614 Acc 0.8653 AUC 0.9677 Pre 0.8554 Rec 0.8429
2026-08-27 16:12:44 |   Val AUC improved to 0.9677, model saved
2026-08-27 16:12:44 | Epoch  28/100 | Train Loss 0.8821 Acc 0.9452 | Val Loss 1.5426 Acc 0.8672 AUC 0.9680 Pre 0.8577 Rec 0.8499
2026-08-27 16:12:45 |   Val AUC improved to 0.9680, model saved
2026-08-27 16:12:45 | Epoch  29/100 | Train Loss 0.8263 Acc 0.9483 | Val Loss 1.5276 Acc 0.8653 AUC 0.9681 Pre 0.8547 Rec 0.8460
2026-08-27 16:12:46 |   Val AUC improved to 0.9681, model saved
2026-08-27 16:12:46 | Epoch  30/100 | Train Loss 0.7850 Acc 0.9520 | Val Loss 1.5178 Acc 0.8635 AUC 0.9679 Pre 0.8520 Rec 0.8419
2026-08-27 16:12:46 | Epoch  31/100 | Train Loss 0.7457 Acc 0.9550 | Val Loss 1.5042 Acc 0.8635 AUC 0.9674 Pre 0.8529 Rec 0.8419
2026-08-27 16:12:46 | Epoch  32/100 | Train Loss 0.6950 Acc 0.9606 | Val Loss 1.4882 Acc 0.8708 AUC 0.9667 Pre 0.8605 Rec 0.8528
2026-08-27 16:12:46 | Epoch  33/100 | Train Loss 0.6477 Acc 0.9606 | Val Loss 1.4861 Acc 0.8672 AUC 0.9662 Pre 0.8539 Rec 0.8517
2026-08-27 16:12:46 | Epoch  34/100 | Train Loss 0.6177 Acc 0.9624 | Val Loss 1.4998 Acc 0.8653 AUC 0.9657 Pre 0.8496 Rec 0.8487
2026-08-27 16:12:46 | Epoch  35/100 | Train Loss 0.6027 Acc 0.9643 | Val Loss 1.5170 Acc 0.8598 AUC 0.9651 Pre 0.8443 Rec 0.8418
2026-08-27 16:12:46 | Epoch  36/100 | Train Loss 0.5803 Acc 0.9667 | Val Loss 1.5320 Acc 0.8579 AUC 0.9645 Pre 0.8419 Rec 0.8378
2026-08-27 16:12:46 | Epoch  37/100 | Train Loss 0.5636 Acc 0.9704 | Val Loss 1.5459 Acc 0.8561 AUC 0.9640 Pre 0.8397 Rec 0.8323
2026-08-27 16:12:47 | Epoch  38/100 | Train Loss 0.5510 Acc 0.9711 | Val Loss 1.5540 Acc 0.8598 AUC 0.9634 Pre 0.8428 Rec 0.8360
2026-08-27 16:12:47 | Epoch  39/100 | Train Loss 0.5255 Acc 0.9711 | Val Loss 1.5619 Acc 0.8598 AUC 0.9629 Pre 0.8421 Rec 0.8360
2026-08-27 16:12:47 | Val AUC did not improve for 10 consecutive epochs, early stopping at Epoch 39 (best AUC 0.9681 @ Epoch 29)
2026-08-27 16:12:47 | Run 1/5 | Test (best model @ Epoch 29) | Loss 1.4719 Acc 0.8838 AUC 0.9748 Pre 0.8752 Rec 0.8821
2026-08-27 16:12:47 | ===== Run 2/5 (seed 1) =====
2026-08-27 16:12:47 | Epoch   1/100 | Train Loss 5.1446 Acc 0.3017 | Val Loss 4.9678 Acc 0.3026 AUC 0.8884 Pre 0.0432 Rec 0.1429
2026-08-27 16:12:48 |   Val AUC improved to 0.8884, model saved
2026-08-27 16:12:48 | Epoch   2/100 | Train Loss 4.9645 Acc 0.3017 | Val Loss 4.5750 Acc 0.3026 AUC 0.7854 Pre 0.0432 Rec 0.1429
2026-08-27 16:12:48 | Epoch   3/100 | Train Loss 4.5846 Acc 0.3017 | Val Loss 4.3971 Acc 0.3026 AUC 0.8503 Pre 0.0432 Rec 0.1429
2026-08-27 16:12:48 | Epoch   4/100 | Train Loss 4.4207 Acc 0.3017 | Val Loss 4.1619 Acc 0.3026 AUC 0.9078 Pre 0.0432 Rec 0.1429
2026-08-27 16:12:49 |   Val AUC improved to 0.9078, model saved
2026-08-27 16:12:49 | Epoch   5/100 | Train Loss 4.1541 Acc 0.3017 | Val Loss 3.9778 Acc 0.3044 AUC 0.9252 Pre 0.1862 Rec 0.1446
2026-08-27 16:12:50 |   Val AUC improved to 0.9252, model saved
2026-08-27 16:12:50 | Epoch   6/100 | Train Loss 3.9553 Acc 0.3097 | Val Loss 3.6331 Acc 0.4096 AUC 0.9272 Pre 0.3317 Rec 0.2415
2026-08-27 16:12:51 |   Val AUC improved to 0.9272, model saved
2026-08-27 16:12:51 | Epoch   7/100 | Train Loss 3.5839 Acc 0.4126 | Val Loss 3.2856 Acc 0.4908 AUC 0.9313 Pre 0.4496 Rec 0.3173
2026-08-27 16:12:52 |   Val AUC improved to 0.9313, model saved
2026-08-27 16:12:52 | Epoch   8/100 | Train Loss 3.2004 Acc 0.5160 | Val Loss 2.8613 Acc 0.5996 AUC 0.9450 Pre 0.4910 Rec 0.4260
2026-08-27 16:12:52 |   Val AUC improved to 0.9450, model saved
2026-08-27 16:12:53 | Epoch   9/100 | Train Loss 2.7526 Acc 0.6250 | Val Loss 2.6192 Acc 0.7140 AUC 0.9528 Pre 0.5348 Rec 0.5628
2026-08-27 16:12:53 |   Val AUC improved to 0.9528, model saved
