config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_15,1,none,0,0.099000,
mnist_mlp_ceb_beta_15,1,linf,0.05,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,linf,0.1,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,linf,0.15,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,linf,0.2,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,linf,0.25,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,linf,0.3,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,l2,1,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,l2,2,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,l2,3,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,l2,4,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,l2,5,0.099000,0.000000
mnist_mlp_ceb_beta_15,1,l2,6,0.099000,0.000000
mnist_mlp_ceb_beta_15,2,none,0,0.126000,
mnist_mlp_ceb_beta_15,2,linf,0.05,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,linf,0.1,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,linf,0.15,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,linf,0.2,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,linf,0.25,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,linf,0.3,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,l2,1,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,l2,2,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,l2,3,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,l2,4,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,l2,5,0.126000,0.000000
mnist_mlp_ceb_beta_15,2,l2,6,0.126000,0.000000
mnist_mlp_ceb_beta_15,3,none,0,0.107000,
mnist_mlp_ceb_beta_15,3,linf,0.05,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,linf,0.1,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,linf,0.15,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,linf,0.2,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,linf,0.25,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,linf,0.3,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,l2,1,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,l2,2,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,l2,3,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,l2,4,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,l2,5,0.107000,0.000000
mnist_mlp_ceb_beta_15,3,l2,6,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,none,0,0.107000,
mnist_mlp_ceb_beta_15,4,linf,0.05,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,linf,0.1,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,linf,0.15,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,linf,0.2,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,linf,0.25,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,linf,0.3,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,l2,1,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,l2,2,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,l2,3,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,l2,4,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,l2,5,0.107000,0.000000
mnist_mlp_ceb_beta_15,4,l2,6,0.107000,0.000000
mnist_mlp_ceb_beta_15,5,none,0,0.126000,
mnist_mlp_ceb_beta_15,5,linf,0.05,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,linf,0.1,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,linf,0.15,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,linf,0.2,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,linf,0.25,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,linf,0.3,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,l2,1,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,l2,2,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,l2,3,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,l2,4,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,l2,5,0.126000,0.000000
mnist_mlp_ceb_beta_15,5,l2,6,0.126000,0.000000
