config,run,norm,eps,acc,succ
mnist_mlp_ceb_beta_0.05,1,none,0,0.981000,
mnist_mlp_ceb_beta_0.05,1,linf,0.05,0.927000,0.055046
mnist_mlp_ceb_beta_0.05,1,linf,0.1,0.702000,0.284404
mnist_mlp_ceb_beta_0.05,1,linf,0.15,0.385000,0.607543
mnist_mlp_ceb_beta_0.05,1,linf,0.2,0.210000,0.785933
mnist_mlp_ceb_beta_0.05,1,linf,0.25,0.128000,0.869521
mnist_mlp_ceb_beta_0.05,1,linf,0.3,0.082000,0.916412
mnist_mlp_ceb_beta_0.05,1,l2,1,0.927000,0.055046
mnist_mlp_ceb_beta_0.05,1,l2,2,0.751000,0.234455
mnist_mlp_ceb_beta_0.05,1,l2,3,0.410000,0.582059
mnist_mlp_ceb_beta_0.05,1,l2,4,0.226000,0.769623
mnist_mlp_ceb_beta_0.05,1,l2,5,0.116000,0.881753
mnist_mlp_ceb_beta_0.05,1,l2,6,0.067000,0.931702
mnist_mlp_ceb_beta_0.05,2,none,0,0.979000,
mnist_mlp_ceb_beta_0.05,2,linf,0.05,0.922000,0.058223
mnist_mlp_ceb_beta_0.05,2,linf,0.1,0.724000,0.260470
mnist_mlp_ceb_beta_0.05,2,linf,0.15,0.451000,0.539326
mnist_mlp_ceb_beta_0.05,2,linf,0.2,0.251000,0.743616
mnist_mlp_ceb_beta_0.05,2,linf,0.25,0.134000,0.863126
mnist_mlp_ceb_beta_0.05,2,linf,0.3,0.077000,0.921348
mnist_mlp_ceb_beta_0.05,2,l2,1,0.928000,0.052094
mnist_mlp_ceb_beta_0.05,2,l2,2,0.759000,0.224719
mnist_mlp_ceb_beta_0.05,2,l2,3,0.468000,0.521961
mnist_mlp_ceb_beta_0.05,2,l2,4,0.252000,0.742594
mnist_mlp_ceb_beta_0.05,2,l2,5,0.129000,0.868233
mnist_mlp_ceb_beta_0.05,2,l2,6,0.069000,0.929520
mnist_mlp_ceb_beta_0.05,3,none,0,0.979000,
mnist_mlp_ceb_beta_0.05,3,linf,0.05,0.930000,0.050051
mnist_mlp_ceb_beta_0.05,3,linf,0.1,0.705000,0.279877
mnist_mlp_ceb_beta_0.05,3,linf,0.15,0.435000,0.555669
mnist_mlp_ceb_beta_0.05,3,linf,0.2,0.243000,0.751788
mnist_mlp_ceb_beta_0.05,3,linf,0.25,0.116000,0.881512
mnist_mlp_ceb_beta_0.05,3,linf,0.3,0.042000,0.957099
mnist_mlp_ceb_beta_0.05,3,l2,1,0.930000,0.050051
mnist_mlp_ceb_beta_0.05,3,l2,2,0.758000,0.225740
mnist_mlp_ceb_beta_0.05,3,l2,3,0.443000,0.547497
mnist_mlp_ceb_beta_0.05,3,l2,4,0.245000,0.749745
mnist_mlp_ceb_beta_0.05,3,l2,5,0.109000,0.888662
mnist_mlp_ceb_beta_0.05,3,l2,6,0.044000,0.955056
mnist_mlp_ceb_beta_0.05,4,none,0,0.985000,
mnist_mlp_ceb_beta_0.05,4,linf,0.05,0.923000,0.062944
mnist_mlp_ceb_beta_0.05,4,linf,0.1,0.702000,0.287310
mnist_mlp_ceb_beta_0.05,4,linf,0.15,0.449000,0.544162
mnist_mlp_ceb_beta_0.05,4,linf,0.2,0.245000,0.751269
mnist_mlp_ceb_beta_0.05,4,linf,0.25,0.133000,0.864975
mnist_mlp_ceb_beta_0.05,4,linf,0.3,0.083000,0.915736
mnist_mlp_ceb_beta_0.05,4,l2,1,0.928000,0.057868
mnist_mlp_ceb_beta_0.05,4,l2,2,0.736000,0.252792
mnist_mlp_ceb_beta_0.05,4,l2,3,0.436000,0.557360
mnist_mlp_ceb_beta_0.05,4,l2,4,0.256000,0.740102
mnist_mlp_ceb_beta_0.05,4,l2,5,0.129000,0.869036
mnist_mlp_ceb_beta_0.05,4,l2,6,0.066000,0.932995
mnist_mlp_ceb_beta_0.05,5,none,0,0.981000,
mnist_mlp_ceb_beta_0.05,5,linf,0.05,0.927000,0.055046
mnist_mlp_ceb_beta_0.05,5,linf,0.1,0.743000,0.242610
mnist_mlp_ceb_beta_0.05,5,linf,0.15,0.441000,0.550459
mnist_mlp_ceb_beta_0.05,5,linf,0.2,0.245000,0.750255
mnist_mlp_ceb_beta_0.05,5,linf,0.25,0.138000,0.859327
mnist_mlp_ceb_beta_0.05,5,linf,0.3,0.073000,0.925586
mnist_mlp_ceb_beta_0.05,5,l2,1,0.928000,0.054027
mnist_mlp_ceb_beta_0.05,5,l2,2,0.769000,0.216106
mnist_mlp_ceb_beta_0.05,5,l2,3,0.469000,0.521916
mnist_mlp_ceb_beta_0.05,5,l2,4,0.243000,0.752294
mnist_mlp_ceb_beta_0.05,5,l2,5,0.135000,0.862385
mnist_mlp_ceb_beta_0.05,5,l2,6,0.074000,0.924567
