config,run,norm,eps,acc,succ
mnist_mlp_opb_beta_5e-05_anchor_12,1,none,0,0.980000,
mnist_mlp_opb_beta_5e-05_anchor_12,1,linf,0.05,0.922000,0.059184
mnist_mlp_opb_beta_5e-05_anchor_12,1,linf,0.1,0.747000,0.237755
mnist_mlp_opb_beta_5e-05_anchor_12,1,linf,0.15,0.453000,0.537755
mnist_mlp_opb_beta_5e-05_anchor_12,1,linf,0.2,0.204000,0.791837
mnist_mlp_opb_beta_5e-05_anchor_12,1,linf,0.25,0.068000,0.930612
mnist_mlp_opb_beta_5e-05_anchor_12,1,linf,0.3,0.030000,0.969388
mnist_mlp_opb_beta_5e-05_anchor_12,1,l2,1,0.927000,0.054082
mnist_mlp_opb_beta_5e-05_anchor_12,1,l2,2,0.764000,0.220408
mnist_mlp_opb_beta_5e-05_anchor_12,1,l2,3,0.495000,0.494898
mnist_mlp_opb_beta_5e-05_anchor_12,1,l2,4,0.234000,0.761224
mnist_mlp_opb_beta_5e-05_anchor_12,1,l2,5,0.094000,0.904082
mnist_mlp_opb_beta_5e-05_anchor_12,1,l2,6,0.038000,0.961224
mnist_mlp_opb_beta_5e-05_anchor_12,2,none,0,0.983000,
mnist_mlp_opb_beta_5e-05_anchor_12,2,linf,0.05,0.923000,0.061038
mnist_mlp_opb_beta_5e-05_anchor_12,2,linf,0.1,0.769000,0.217701
mnist_mlp_opb_beta_5e-05_anchor_12,2,linf,0.15,0.498000,0.493388
mnist_mlp_opb_beta_5e-05_anchor_12,2,linf,0.2,0.243000,0.752798
mnist_mlp_opb_beta_5e-05_anchor_12,2,linf,0.25,0.090000,0.908444
mnist_mlp_opb_beta_5e-05_anchor_12,2,linf,0.3,0.036000,0.963377
mnist_mlp_opb_beta_5e-05_anchor_12,2,l2,1,0.924000,0.060020
mnist_mlp_opb_beta_5e-05_anchor_12,2,l2,2,0.777000,0.209563
mnist_mlp_opb_beta_5e-05_anchor_12,2,l2,3,0.508000,0.483215
mnist_mlp_opb_beta_5e-05_anchor_12,2,l2,4,0.289000,0.706002
mnist_mlp_opb_beta_5e-05_anchor_12,2,l2,5,0.169000,0.828077
mnist_mlp_opb_beta_5e-05_anchor_12,2,l2,6,0.130000,0.867752
mnist_mlp_opb_beta_5e-05_anchor_12,3,none,0,0.979000,
mnist_mlp_opb_beta_5e-05_anchor_12,3,linf,0.05,0.921000,0.059244
mnist_mlp_opb_beta_5e-05_anchor_12,3,linf,0.1,0.766000,0.217569
mnist_mlp_opb_beta_5e-05_anchor_12,3,linf,0.15,0.496000,0.493361
mnist_mlp_opb_beta_5e-05_anchor_12,3,linf,0.2,0.239000,0.755873
mnist_mlp_opb_beta_5e-05_anchor_12,3,linf,0.25,0.069000,0.929520
mnist_mlp_opb_beta_5e-05_anchor_12,3,linf,0.3,0.026000,0.973442
mnist_mlp_opb_beta_5e-05_anchor_12,3,l2,1,0.925000,0.055158
mnist_mlp_opb_beta_5e-05_anchor_12,3,l2,2,0.778000,0.205312
mnist_mlp_opb_beta_5e-05_anchor_12,3,l2,3,0.526000,0.462717
mnist_mlp_opb_beta_5e-05_anchor_12,3,l2,4,0.274000,0.720123
mnist_mlp_opb_beta_5e-05_anchor_12,3,l2,5,0.109000,0.888662
mnist_mlp_opb_beta_5e-05_anchor_12,3,l2,6,0.060000,0.938713
mnist_mlp_opb_beta_5e-05_anchor_12,4,none,0,0.980000,
mnist_mlp_opb_beta_5e-05_anchor_12,4,linf,0.05,0.922000,0.059184
mnist_mlp_opb_beta_5e-05_anchor_12,4,linf,0.1,0.776000,0.208163
mnist_mlp_opb_beta_5e-05_anchor_12,4,linf,0.15,0.538000,0.451020
mnist_mlp_opb_beta_5e-05_anchor_12,4,linf,0.2,0.269000,0.725510
mnist_mlp_opb_beta_5e-05_anchor_12,4,linf,0.25,0.127000,0.870408
mnist_mlp_opb_beta_5e-05_anchor_12,4,linf,0.3,0.044000,0.955102
mnist_mlp_opb_beta_5e-05_anchor_12,4,l2,1,0.923000,0.058163
mnist_mlp_opb_beta_5e-05_anchor_12,4,l2,2,0.779000,0.205102
mnist_mlp_opb_beta_5e-05_anchor_12,4,l2,3,0.594000,0.393878
mnist_mlp_opb_beta_5e-05_anchor_12,4,l2,4,0.483000,0.507143
mnist_mlp_opb_beta_5e-05_anchor_12,4,l2,5,0.449000,0.541837
mnist_mlp_opb_beta_5e-05_anchor_12,4,l2,6,0.435000,0.556122
mnist_mlp_opb_beta_5e-05_anchor_12,5,none,0,0.985000,
mnist_mlp_opb_beta_5e-05_anchor_12,5,linf,0.05,0.912000,0.074112
mnist_mlp_opb_beta_5e-05_anchor_12,5,linf,0.1,0.742000,0.246700
mnist_mlp_opb_beta_5e-05_anchor_12,5,linf,0.15,0.439000,0.554315
mnist_mlp_opb_beta_5e-05_anchor_12,5,linf,0.2,0.190000,0.807107
mnist_mlp_opb_beta_5e-05_anchor_12,5,linf,0.25,0.064000,0.935025
mnist_mlp_opb_beta_5e-05_anchor_12,5,linf,0.3,0.022000,0.977665
mnist_mlp_opb_beta_5e-05_anchor_12,5,l2,1,0.921000,0.064975
mnist_mlp_opb_beta_5e-05_anchor_12,5,l2,2,0.759000,0.229442
mnist_mlp_opb_beta_5e-05_anchor_12,5,l2,3,0.481000,0.511675
mnist_mlp_opb_beta_5e-05_anchor_12,5,l2,4,0.233000,0.763452
mnist_mlp_opb_beta_5e-05_anchor_12,5,l2,5,0.116000,0.882234
mnist_mlp_opb_beta_5e-05_anchor_12,5,l2,6,0.093000,0.905584
